id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2018-01-01;5860.02783203;57.38510132;5583.33593750;54.67549896
NE;NORDESTE;2018-01-01;8833.46875000;64.66580200;8721.40332031;63.84540176
S;SUL;2018-01-01;14006.91601563;189.61889648;12512.69433594;169.39079285
SE;SUDESTE;2018-01-01;54571.42968750;84.69889832;47611.11718750;73.89600372
N;NORTE;2018-01-02;5822.96777344;57.02220154;5560.89794922;54.45579910
NE;NORDESTE;2018-01-02;8582.58398438;62.82920074;8466.25781250;61.97760010
S;SUL;2018-01-02;14519.67480469;196.56039429;13007.58886719;176.09049988
SE;SUDESTE;2018-01-02;56816.00000000;88.18260193;53383.74218750;82.85549927
N;NORTE;2018-01-03;5827.73193359;57.06880188;5556.22412109;54.40999985
NE;NORDESTE;2018-01-03;8023.39404297;58.73559952;7911.26318359;57.91469955
S;SUL;2018-01-03;14366.83691406;194.49130249;12980.72753906;175.72680664
SE;SUDESTE;2018-01-03;58734.79687500;91.16069794;54638.91406250;84.80359650
N;NORTE;2018-01-04;5813.22509766;56.92679977;5564.48095703;54.49089813
NE;NORDESTE;2018-01-04;7348.01220703;53.79140091;7232.15087891;52.94329834
S;SUL;2018-01-04;13030.36230469;176.39880371;11902.41015625;161.12910461
SE;SUDESTE;2018-01-04;60853.48046875;94.44909668;57284.88281250;88.91040039
N;NORTE;2018-01-05;5822.10986328;57.01380157;5629.55419922;55.12810135
NE;NORDESTE;2018-01-05;6677.89697266;48.88579941;6552.36523438;47.96689987
S;SUL;2018-01-05;11511.15234375;155.83239746;10602.13378906;143.52659607
SE;SUDESTE;2018-01-05;62255.36328125;96.62490082;59618.86328125;92.53289795
N;NORTE;2018-01-06;5836.01416016;57.14989853;5644.35107422;55.27299881
NE;NORDESTE;2018-01-06;5988.85791016;43.84170151;5599.97119141;40.99480057
S;SUL;2018-01-06;10259.09960938;138.88279724;9475.64160156;128.27670288
SE;SUDESTE;2018-01-06;63204.83203125;98.09860229;61284.66015625;95.11830139
N;NORTE;2018-01-07;5855.67675781;57.34249878;5707.62695313;55.89270020
NE;NORDESTE;2018-01-07;5361.34179688;39.24789810;5233.57617188;38.31259918
S;SUL;2018-01-07;9248.64453125;125.20369720;8541.61132813;115.63220215
SE;SUDESTE;2018-01-07;65079.05859375;101.00749969;60277.63671875;93.55529785
N;NORTE;2018-01-08;5901.25390625;57.78879929;5808.67919922;56.88219833
NE;NORDESTE;2018-01-08;4834.12109375;35.38840103;4706.35498047;34.45309830
S;SUL;2018-01-08;8589.90429688;116.28600311;7988.39599609;108.14309692
SE;SUDESTE;2018-01-08;67176.29687500;104.26260376;64603.50781250;100.26940155
N;NORTE;2018-01-09;5982.78320313;58.58720016;5912.99902344;57.90380096
NE;NORDESTE;2018-01-09;4599.88183594;33.67359924;4472.11621094;32.73830032
S;SUL;2018-01-09;8069.62207031;109.24269867;7557.12890625;102.30480194
SE;SUDESTE;2018-01-09;69367.10156250;107.66290283;67044.59375000;104.05819702
N;NORTE;2018-01-10;6083.74121094;59.57580185;6012.31103516;58.87630081
NE;NORDESTE;2018-01-10;4349.74414063;31.84250069;4221.97802734;30.90719986
S;SUL;2018-01-10;7848.72607422;106.25229645;7355.03906250;99.56900024
SE;SUDESTE;2018-01-10;70647.75000000;109.65049744;68368.53125000;106.11299896
N;NORTE;2018-01-11;6212.72509766;60.83890152;6111.29296875;59.84560013
NE;NORDESTE;2018-01-11;4113.81591797;30.11540031;4001.62109375;29.29400063
S;SUL;2018-01-11;8399.49121094;113.70829773;7884.93701172;106.74250031
SE;SUDESTE;2018-01-11;70348.46875000;109.18599701;66909.71093750;103.84880066
N;NORTE;2018-01-12;6409.59423828;62.76679993;6198.87988281;60.70330048
NE;NORDESTE;2018-01-12;4021.36108398;29.43849945;3894.23193359;28.50790024
S;SUL;2018-01-12;9259.79589844;125.35469818;8531.05078125;115.48930359
SE;SUDESTE;2018-01-12;69323.57031250;107.59529877;64742.35156250;100.48490143
N;NORTE;2018-01-13;6595.49707031;64.58730316;6192.38281250;60.63970184
NE;NORDESTE;2018-01-13;3898.32299805;28.53779984;3773.12695313;27.62129974
S;SUL;2018-01-13;9889.16503906;133.87480164;9223.22167969;124.85949707
SE;SUDESTE;2018-01-13;68445.21093750;106.23200226;60774.77343750;94.32689667
N;NORTE;2018-01-14;6803.81201172;66.62719727;6341.28710938;62.09790039
NE;NORDESTE;2018-01-14;3910.72192383;28.62859917;3793.12207031;27.76770020
