id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2004-01-01;3901.00000000;47.61999893;3901.00000000;47.61999893
NE;NORDESTE;2004-01-01;4654.00000000;34.06000137;4626.00000000;33.84999847
S;SUL;2004-01-01;16816.00000000;306.14999390;14671.00000000;267.10000610
SE;SUDESTE;2004-01-01;24436.00000000;48.79000092;24146.00000000;48.22000122
N;NORTE;2004-01-02;4019.00000000;49.06000137;4019.00000000;49.06000137
NE;NORDESTE;2004-01-02;4647.00000000;34.00999832;4634.00000000;33.90999985
S;SUL;2004-01-02;15451.00000000;281.29998779;14737.00000000;268.29998779
SE;SUDESTE;2004-01-02;25969.00000000;51.86000061;25549.00000000;51.02000046
N;NORTE;2004-01-03;4094.00000000;49.97999954;4094.00000000;49.97999954
NE;NORDESTE;2004-01-03;4656.00000000;34.06999969;4656.00000000;34.06999969
S;SUL;2004-01-03;13361.00000000;243.25000000;13265.00000000;241.50000000
SE;SUDESTE;2004-01-03;28963.00000000;57.83000183;28142.00000000;56.18999863
N;NORTE;2004-01-04;4121.00000000;50.31000137;4121.00000000;50.31000137
NE;NORDESTE;2004-01-04;4643.00000000;33.97999954;4643.00000000;33.97999954
S;SUL;2004-01-04;11740.00000000;213.74000549;11721.00000000;213.38999939
SE;SUDESTE;2004-01-04;31073.00000000;62.04999924;30086.00000000;60.08000183
N;NORTE;2004-01-05;4119.00000000;50.27999878;4119.00000000;50.27999878
NE;NORDESTE;2004-01-05;4619.00000000;33.79999924;4619.00000000;33.79999924
S;SUL;2004-01-05;9971.00000000;181.52999878;9955.00000000;181.24000549
SE;SUDESTE;2004-01-05;31981.00000000;63.86000061;31233.00000000;62.36999893
N;NORTE;2004-01-06;4037.00000000;49.27999878;4037.00000000;49.27999878
NE;NORDESTE;2004-01-06;4645.00000000;33.99000168;4645.00000000;33.99000168
S;SUL;2004-01-06;9527.00000000;173.44999695;9495.00000000;172.86999512
SE;SUDESTE;2004-01-06;32384.00000000;64.66000366;31655.00000000;63.20999908
N;NORTE;2004-01-07;4097.00000000;50.00999832;4097.00000000;50.00999832
NE;NORDESTE;2004-01-07;4706.00000000;34.43999863;4706.00000000;34.43999863
S;SUL;2004-01-07;9307.00000000;169.44000244;9198.00000000;167.46000671
SE;SUDESTE;2004-01-07;33177.00000000;66.25000000;32538.00000000;64.97000122
N;NORTE;2004-01-08;4041.00000000;49.33000183;4041.00000000;49.33000183
NE;NORDESTE;2004-01-08;4809.00000000;35.18999863;4809.00000000;35.18999863
S;SUL;2004-01-08;8993.00000000;163.72999573;8824.00000000;160.64999390
SE;SUDESTE;2004-01-08;34372.00000000;68.62999725;33830.00000000;67.55000305
N;NORTE;2004-01-09;4168.00000000;50.88000107;4168.00000000;50.88000107
NE;NORDESTE;2004-01-09;5513.00000000;40.34999847;5513.00000000;40.34999847
S;SUL;2004-01-09;8664.00000000;157.74000549;7991.00000000;145.47999573
SE;SUDESTE;2004-01-09;37850.00000000;75.58000183;37073.00000000;74.02999878
N;NORTE;2004-01-10;4361.00000000;53.24000168;4361.00000000;53.24000168
NE;NORDESTE;2004-01-10;6028.00000000;44.11000061;6028.00000000;44.11000061
S;SUL;2004-01-10;7943.00000000;144.61000061;7268.00000000;132.32000732
SE;SUDESTE;2004-01-10;42255.00000000;84.37999725;40398.00000000;80.66999817
N;NORTE;2004-01-11;4590.00000000;56.02999878;4590.00000000;56.02999878
NE;NORDESTE;2004-01-11;6456.00000000;47.25000000;6456.00000000;47.25000000
S;SUL;2004-01-11;7133.00000000;129.86000061;6893.00000000;125.48999786
SE;SUDESTE;2004-01-11;44204.00000000;88.26999664;42161.00000000;84.19000244
N;NORTE;2004-01-12;4642.00000000;56.66999817;4642.00000000;56.66999817
NE;NORDESTE;2004-01-12;6860.00000000;50.20000076;6860.00000000;50.20000076
S;SUL;2004-01-12;6450.00000000;117.43000031;6314.00000000;114.94999695
SE;SUDESTE;2004-01-12;45634.00000000;91.12000275;44092.00000000;88.04000092
N;NORTE;2004-01-13;4832.00000000;58.99000168;4832.00000000;58.99000168
NE;NORDESTE;2004-01-13;8656.00000000;63.34999847;8656.00000000;63.34999847
S;SUL;2004-01-13;5833.00000000;106.19999695;5817.00000000;105.90000153
SE;SUDESTE;2004-01-13;47058.00000000;93.97000122;45158.00000000;90.16999817
N;NORTE;2004-01-14;4856.00000000;59.27999878;4856.00000000;59.27999878
