id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2010-01-01;7606.00000000;92.84999847;7606.00000000;92.84999847
NE;NORDESTE;2010-01-01;9343.00000000;67.65000153;9343.00000000;67.65000153
S;SUL;2010-01-01;8871.00000000;136.33000183;5888.00000000;90.48999786
SE;SUDESTE;2010-01-01;78872.00000000;146.30000305;39592.00000000;73.44000244
N;NORTE;2010-01-02;8217.00000000;100.30999756;8217.00000000;100.30999756
NE;NORDESTE;2010-01-02;9157.00000000;66.30000305;9157.00000000;66.30000305
S;SUL;2010-01-02;8342.00000000;128.19999695;4739.00000000;72.83000183
SE;SUDESTE;2010-01-02;81207.00000000;150.63000488;42464.00000000;78.76000214
N;NORTE;2010-01-03;8778.00000000;107.16000366;8778.00000000;107.16000366
NE;NORDESTE;2010-01-03;8982.00000000;65.02999878;8982.00000000;65.02999878
S;SUL;2010-01-03;7925.00000000;121.80000305;6189.00000000;95.12000275
SE;SUDESTE;2010-01-03;80995.00000000;150.22999573;43006.00000000;79.76999664
N;NORTE;2010-01-04;9159.00000000;111.80999756;9159.00000000;111.80999756
NE;NORDESTE;2010-01-04;9175.00000000;66.43000031;9175.00000000;66.43000031
S;SUL;2010-01-04;16843.00000000;258.85000610;11920.00000000;183.19000244
SE;SUDESTE;2010-01-04;79380.00000000;147.24000549;46388.00000000;86.04000092
N;NORTE;2010-01-05;9590.00000000;117.06999969;9590.00000000;117.06999969
NE;NORDESTE;2010-01-05;9410.00000000;68.12999725;9410.00000000;68.12999725
S;SUL;2010-01-05;16889.00000000;259.55999756;10836.00000000;166.52999878
SE;SUDESTE;2010-01-05;77336.00000000;143.44999695;50698.00000000;94.04000092
N;NORTE;2010-01-06;9995.00000000;122.01000214;9995.00000000;122.01000214
NE;NORDESTE;2010-01-06;9511.00000000;68.86000061;9511.00000000;68.86000061
S;SUL;2010-01-06;17022.00000000;261.60000610;10848.00000000;166.72000122
SE;SUDESTE;2010-01-06;74608.00000000;138.38999939;48850.00000000;90.61000061
N;NORTE;2010-01-07;10365.00000000;126.52999878;10365.00000000;126.52999878
NE;NORDESTE;2010-01-07;9706.00000000;70.27999878;9706.00000000;70.27999878
S;SUL;2010-01-07;13235.00000000;203.39999390;9711.00000000;149.24000549
SE;SUDESTE;2010-01-07;72393.00000000;134.27999878;46132.00000000;85.56999969
N;NORTE;2010-01-08;10599.00000000;129.38999939;10599.00000000;129.38999939
NE;NORDESTE;2010-01-08;9960.00000000;72.12000275;9960.00000000;72.12000275
S;SUL;2010-01-08;11067.00000000;170.08000183;8551.00000000;131.41999817
SE;SUDESTE;2010-01-08;70911.00000000;131.52999878;46520.00000000;86.29000092
N;NORTE;2010-01-09;10928.00000000;133.39999390;10928.00000000;133.39999390
NE;NORDESTE;2010-01-09;10345.00000000;74.90000153;10345.00000000;74.90000153
S;SUL;2010-01-09;9899.00000000;152.13000488;7401.00000000;113.73999786
SE;SUDESTE;2010-01-09;69727.00000000;129.33000183;44206.00000000;82.00000000
N;NORTE;2010-01-10;11266.00000000;137.52999878;11266.00000000;137.52999878
NE;NORDESTE;2010-01-10;10794.00000000;78.15000153;10794.00000000;78.15000153
S;SUL;2010-01-10;10086.00000000;155.00999451;6439.00000000;98.95999908
SE;SUDESTE;2010-01-10;67799.00000000;125.76000214;40773.00000000;75.62999725
N;NORTE;2010-01-11;11459.00000000;139.88999939;11459.00000000;139.88999939
NE;NORDESTE;2010-01-11;11682.00000000;84.58000183;11682.00000000;84.58000183
S;SUL;2010-01-11;13061.00000000;200.72999573;7797.00000000;119.83000183
SE;SUDESTE;2010-01-11;65783.00000000;122.01999664;40963.00000000;75.98000336
N;NORTE;2010-01-12;11339.00000000;138.41999817;11339.00000000;138.41999817
NE;NORDESTE;2010-01-12;12099.00000000;87.59999847;12099.00000000;87.59999847
S;SUL;2010-01-12;13599.00000000;209.00000000;6671.00000000;102.51999664
SE;SUDESTE;2010-01-12;64305.00000000;119.27999878;43294.00000000;80.30000305
N;NORTE;2010-01-13;11075.00000000;135.19999695;11075.00000000;135.19999695
NE;NORDESTE;2010-01-13;12774.00000000;92.48999786;12774.00000000;92.48999786
S;SUL;2010-01-13;13910.00000000;213.77999878;8230.00000000;126.48000336
SE;SUDESTE;2010-01-13;64236.00000000;119.15000153;44767.00000000;83.04000092
N;NORTE;2010-01-14;10706.00000000;130.69000244;10706.00000000;130.69000244
NE;NORDESTE;2010-01-14;13196.00000000;95.55000305;13196.00000000;95.55000305
S;SUL;2010-01-14;13894.00000000;213.52999878;8900.00000000;136.77999878
SE;SUDESTE;2010-01-14;64665.00000000;119.94000244;46556.00000000;86.34999847
N;NORTE;2010-01-15;10321.00000000;125.98999786;10321.00000000;125.98999786
NE;NORDESTE;2010-01-15;13374.00000000;96.83000183;13374.00000000;96.83000183
S;SUL;2010-01-15;12887.00000000;198.05999756;9281.00000000;142.63999939
SE;SUDESTE;2010-01-15;65539.00000000;121.55999756;45856.00000000;85.05999756
N;NORTE;2010-01-16;10071.00000000;122.94000244;10071.00000000;122.94000244
NE;NORDESTE;2010-01-16;13422.00000000;97.18000031;13422.00000000;97.18000031
S;SUL;2010-01-16;11419.00000000;175.49000549;7198.00000000;110.62000275
SE;SUDESTE;2010-01-16;65531.00000000;121.55000305;42624.00000000;79.05999756
N;NORTE;2010-01-17;9976.00000000;121.77999878;9976.00000000;121.77999878
NE;NORDESTE;2010-01-17;13266.00000000;96.05000305;13266.00000000;96.05000305
S;SUL;2010-01-17;12081.00000000;185.66999817;5918.00000000;90.94999695
SE;SUDESTE;2010-01-17;64783.00000000;120.16000366;41660.00000000;77.26999664
N;NORTE;2010-01-18;9923.00000000;121.13999939;9923.00000000;121.13999939
NE;NORDESTE;2010-01-18;13008.00000000;94.18000031;13008.00000000;94.18000031
S;SUL;2010-01-18;13570.00000000;208.55000305;8261.00000000;126.95999908
SE;SUDESTE;2010-01-18;63397.00000000;117.58999634;40646.00000000;75.38999939
N;NORTE;2010-01-19;9842.00000000;120.15000153;9842.00000000;120.15000153
NE;NORDESTE;2010-01-19;12276.00000000;88.87999725;12276.00000000;88.87999725
S;SUL;2010-01-19;16280.00000000;242.55999756;10721.00000000;159.72999573
SE;SUDESTE;2010-01-19;62932.00000000;116.73000336;40945.00000000;75.94999695
N;NORTE;2010-01-20;9743.00000000;118.94000244;9743.00000000;118.94000244
NE;NORDESTE;2010-01-20;11438.00000000;82.81999969;11438.00000000;82.81999969
S;SUL;2010-01-20;17428.00000000;259.66000366;9125.00000000;135.94999695
SE;SUDESTE;2010-01-20;62564.00000000;116.05000305;40995.00000000;76.04000092
N;NORTE;2010-01-21;9641.00000000;117.69000244;9641.00000000;117.69000244
NE;NORDESTE;2010-01-21;10479.00000000;75.87000275;10479.00000000;75.87000275
S;SUL;2010-01-21;17631.00000000;262.67999268;5963.00000000;88.83999634
SE;SUDESTE;2010-01-21;63582.00000000;117.93000031;41726.00000000;77.40000153
N;NORTE;2010-01-22;9477.00000000;115.69000244;9477.00000000;115.69000244
NE;NORDESTE;2010-01-22;9832.00000000;71.19000244;9832.00000000;71.19000244
S;SUL;2010-01-22;18669.00000000;278.14999390;3777.00000000;56.27000046
SE;SUDESTE;2010-01-22;62959.00000000;116.77999878;38915.00000000;72.18000031
N;NORTE;2010-01-23;9368.00000000;114.36000061;9368.00000000;114.36000061
NE;NORDESTE;2010-01-23;9560.00000000;69.22000122;9560.00000000;69.22000122
S;SUL;2010-01-23;19823.00000000;295.33999634;3473.00000000;51.74000168
SE;SUDESTE;2010-01-23;64772.00000000;120.13999939;37461.00000000;69.48000336
N;NORTE;2010-01-24;9255.00000000;112.98000336;9255.00000000;112.98000336
NE;NORDESTE;2010-01-24;9225.00000000;66.79000092;9225.00000000;66.79000092
