id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2020-01-01;5207.58203125;33.26440048;5154.45312500;32.92499924
NE;NORDESTE;2020-01-01;5264.98291016;38.81359863;5250.35693359;38.70579910
S;SUL;2020-01-01;2635.75610352;34.78680038;2485.21093750;32.79990005
SE;SUDESTE;2020-01-01;36449.92968750;55.50040054;35295.50781250;53.74259949
N;NORTE;2020-01-02;5499.56982422;35.12950134;5420.94921875;34.62730026
NE;NORDESTE;2020-01-02;5254.25292969;38.73450089;5226.32617188;38.52859879
S;SUL;2020-01-02;2582.71801758;34.08679962;2466.81396484;32.55709839
SE;SUDESTE;2020-01-02;36544.47656250;55.64429855;36097.58203125;54.96390152
N;NORTE;2020-01-03;5898.06787109;37.67499924;5833.52099609;37.26269913
NE;NORDESTE;2020-01-03;5260.92285156;38.78369904;5232.99511719;38.57780075
S;SUL;2020-01-03;2634.46899414;34.76979828;2537.68090820;33.49240112
SE;SUDESTE;2020-01-03;36847.87109375;56.10630035;36251.42578125;55.19810104
N;NORTE;2020-01-04;6232.70019531;39.81250000;6194.43701172;39.56809998
NE;NORDESTE;2020-01-04;5287.04003906;38.97620010;5263.64404297;38.80379868
S;SUL;2020-01-04;2775.23901367;36.62770081;2650.17797852;34.97710037
SE;SUDESTE;2020-01-04;38031.16406250;57.90800095;37167.37890625;56.59280014
N;NORTE;2020-01-05;6524.55322266;41.67679977;6500.37695313;41.52239990
NE;NORDESTE;2020-01-05;5344.97607422;39.40330124;5317.04882813;39.19749832
S;SUL;2020-01-05;2945.80590820;38.87879944;2815.36206055;37.15719986
SE;SUDESTE;2020-01-05;40107.30859375;61.06930161;38559.12890625;58.71200180
N;NORTE;2020-01-06;6942.89794922;44.34909821;6913.21679688;44.15950012
NE;NORDESTE;2020-01-06;5396.16503906;39.78070068;5371.06494141;39.59569931
S;SUL;2020-01-06;3074.75488281;40.58069992;2969.87500000;39.19649887
SE;SUDESTE;2020-01-06;42509.09375000;64.72640228;40580.07421875;61.78910065
N;NORTE;2020-01-07;7469.65576172;47.71379852;7436.22021484;47.50019836
NE;NORDESTE;2020-01-07;5459.79199219;40.24980164;5440.44189453;40.10710144
S;SUL;2020-01-07;3098.55395508;40.89479828;2992.61596680;39.49660110
SE;SUDESTE;2020-01-07;45061.25000000;68.61239624;43106.71484375;65.63629913
N;NORTE;2020-01-08;8030.57617188;51.29679871;7991.59814453;51.04779816
NE;NORDESTE;2020-01-08;5540.10693359;40.84189987;5512.18017578;40.63600159
S;SUL;2020-01-08;3078.68896484;40.63259888;2931.51489258;38.69020081
SE;SUDESTE;2020-01-08;46868.61718750;71.36440277;44909.30078125;68.38099670
N;NORTE;2020-01-09;8149.09179688;52.05390167;8117.62304688;51.85279846
NE;NORDESTE;2020-01-09;5502.99121094;40.56819916;5475.06396484;40.36240005
S;SUL;2020-01-09;3106.48803711;40.99950027;2999.95605469;39.59349823
SE;SUDESTE;2020-01-09;46952.94140625;71.49279785;44869.30468750;68.32009888
N;NORTE;2020-01-10;8634.12500000;55.15209961;8602.65625000;54.95109940
NE;NORDESTE;2020-01-10;5402.50097656;39.82740021;5374.57421875;39.62149811
S;SUL;2020-01-10;3327.53393555;43.91690063;3162.93090820;41.74449921
SE;SUDESTE;2020-01-10;47332.75781250;72.07109833;45225.63281250;68.86270142
N;NORTE;2020-01-11;9127.12402344;58.30120087;9095.65527344;58.10020065
NE;NORDESTE;2020-01-11;5314.10693359;39.17580032;5291.39892578;39.00839996
S;SUL;2020-01-11;4092.00292969;54.00640106;3739.88598633;49.35910034
SE;SUDESTE;2020-01-11;48262.83593750;73.48729706;46071.83984375;70.15119934
N;NORTE;2020-01-12;9489.07324219;60.61320114;9476.73535156;60.53440094
NE;NORDESTE;2020-01-12;5253.45410156;38.72859955;5252.28710938;38.72000122
S;SUL;2020-01-12;5111.60791016;67.46320343;4754.72119141;62.75299835
SE;SUDESTE;2020-01-12;48901.71875000;74.46009827;45709.50781250;69.59950256
N;NORTE;2020-01-13;9825.00781250;62.75910187;9818.39257813;62.71680069
NE;NORDESTE;2020-01-13;5160.73876953;38.04510117;5151.72607422;37.97869873
S;SUL;2020-01-13;5353.48291016;70.65540314;5247.23583984;69.25319672
SE;SUDESTE;2020-01-13;49123.56640625;74.79789734;46821.46875000;71.29260254
N;NORTE;2020-01-14;10146.83886719;64.81479645;10127.52929688;64.69149780
NE;NORDESTE;2020-01-14;5090.54296875;37.52769852;5084.66503906;37.48429871
S;SUL;2020-01-14;5160.36718750;68.10669708;5013.14013672;66.16359711
SE;SUDESTE;2020-01-14;49213.69140625;74.93509674;46982.62500000;71.53800201
N;NORTE;2020-01-15;10386.20996094;66.34390259;10375.66015625;66.27649689
NE;NORDESTE;2020-01-15;5066.49023438;37.35029984;5047.70507813;37.21179962
