id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2015-01-01;6098.00000000;61.77999878;6093.00000000;61.72999954
NE;NORDESTE;2015-01-01;6912.00000000;50.04999924;6897.00000000;49.93999863
S;SUL;2015-01-01;24547.00000000;323.77999878;22946.00000000;302.66000366
SE;SUDESTE;2015-01-01;32415.00000000;58.54999924;32237.00000000;58.22999954
N;NORTE;2015-01-02;5654.00000000;57.27999878;5652.00000000;57.25999832
NE;NORDESTE;2015-01-02;6692.00000000;48.45000076;6670.00000000;48.29000092
S;SUL;2015-01-02;30770.00000000;405.86999512;26144.00000000;344.85000610
SE;SUDESTE;2015-01-02;31356.00000000;56.63999939;31167.00000000;56.29999924
N;NORTE;2015-01-03;5729.00000000;58.04000092;5727.00000000;58.02000046
NE;NORDESTE;2015-01-03;6488.00000000;46.97999954;6464.00000000;46.79999924
S;SUL;2015-01-03;29110.00000000;383.97000122;25121.00000000;331.35000610
SE;SUDESTE;2015-01-03;30205.00000000;54.56000137;29973.00000000;54.13999939
N;NORTE;2015-01-04;5623.00000000;56.97000122;5620.00000000;56.93999863
NE;NORDESTE;2015-01-04;6255.00000000;45.29000092;6230.00000000;45.11000061
S;SUL;2015-01-04;23961.00000000;316.04998779;22830.00000000;301.13000488
SE;SUDESTE;2015-01-04;29037.00000000;52.45000076;28852.00000000;52.11000061
N;NORTE;2015-01-05;5483.00000000;55.54999924;5474.00000000;55.45999908
NE;NORDESTE;2015-01-05;6013.00000000;43.54000092;5999.00000000;43.43999863
S;SUL;2015-01-05;20713.00000000;273.20999146;20029.00000000;264.19000244
SE;SUDESTE;2015-01-05;27942.00000000;50.47000122;27721.00000000;50.06999969
N;NORTE;2015-01-06;5452.00000000;55.22999954;5447.00000000;55.18000031
NE;NORDESTE;2015-01-06;5818.00000000;42.13000107;5806.00000000;42.04000092
S;SUL;2015-01-06;17689.00000000;233.32000732;17353.00000000;228.88999939
SE;SUDESTE;2015-01-06;27327.00000000;49.36000061;27083.00000000;48.91999817
N;NORTE;2015-01-07;5449.00000000;55.20000076;5447.00000000;55.18000031
NE;NORDESTE;2015-01-07;5648.00000000;40.88999939;5629.00000000;40.75999832
S;SUL;2015-01-07;15561.00000000;205.25000000;14948.00000000;197.16999817
SE;SUDESTE;2015-01-07;26852.00000000;48.50000000;26630.00000000;48.09999847
N;NORTE;2015-01-08;5332.00000000;54.02000046;5331.00000000;54.00999832
NE;NORDESTE;2015-01-08;5491.00000000;39.75999832;5476.00000000;39.65000153
S;SUL;2015-01-08;14926.00000000;196.88000488;13972.00000000;184.28999329
SE;SUDESTE;2015-01-08;26541.00000000;47.93999863;26402.00000000;47.68999863
N;NORTE;2015-01-09;5141.00000000;52.08000183;5138.00000000;52.04999924
NE;NORDESTE;2015-01-09;5310.00000000;38.45000076;5295.00000000;38.34000015
S;SUL;2015-01-09;16540.00000000;218.16999817;14894.00000000;196.46000671
SE;SUDESTE;2015-01-09;25966.00000000;46.90000153;25800.00000000;46.59999847
N;NORTE;2015-01-10;5077.00000000;51.43000031;5076.00000000;51.41999817
