id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2005-01-01;4157.00000000;50.75000000;4157.00000000;50.75000000
NE;NORDESTE;2005-01-01;10222.00000000;74.01000214;10222.00000000;74.01000214
S;SUL;2005-01-01;2812.00000000;50.65000153;2802.00000000;50.47000122
SE;SUDESTE;2005-01-01;43952.00000000;87.31999969;40017.00000000;79.51000214
N;NORTE;2005-01-02;4184.00000000;51.08000183;4184.00000000;51.08000183
NE;NORDESTE;2005-01-02;10267.00000000;74.33999634;10267.00000000;74.33999634
S;SUL;2005-01-02;2814.00000000;50.68999863;2800.00000000;50.43999863
SE;SUDESTE;2005-01-02;43352.00000000;86.12999725;40536.00000000;80.54000092
N;NORTE;2005-01-03;4086.00000000;49.88000107;4086.00000000;49.88000107
NE;NORDESTE;2005-01-03;10929.00000000;79.12999725;10929.00000000;79.12999725
S;SUL;2005-01-03;2878.00000000;51.84000015;2863.00000000;51.56999969
SE;SUDESTE;2005-01-03;43314.00000000;86.05999756;42508.00000000;84.44999695
N;NORTE;2005-01-04;4037.00000000;49.27999878;4037.00000000;49.27999878
NE;NORDESTE;2005-01-04;11285.00000000;81.70999908;11285.00000000;81.70999908
S;SUL;2005-01-04;2958.00000000;53.27999878;2945.00000000;53.04999924
SE;SUDESTE;2005-01-04;44388.00000000;88.19000244;43785.00000000;86.98999786
N;NORTE;2005-01-05;3979.00000000;48.56999969;3979.00000000;48.56999969
NE;NORDESTE;2005-01-05;11820.00000000;85.58000183;11820.00000000;85.58000183
S;SUL;2005-01-05;3057.00000000;55.06999969;3041.00000000;54.77999878
SE;SUDESTE;2005-01-05;45324.00000000;90.05000305;44564.00000000;88.54000092
N;NORTE;2005-01-06;4159.00000000;50.77000046;4159.00000000;50.77000046
NE;NORDESTE;2005-01-06;12534.00000000;90.75000000;12534.00000000;90.75000000
S;SUL;2005-01-06;3091.00000000;55.68000031;3076.00000000;55.40999985
SE;SUDESTE;2005-01-06;46665.00000000;92.70999908;44902.00000000;89.20999908
N;NORTE;2005-01-07;4117.00000000;50.25999832;4117.00000000;50.25999832
NE;NORDESTE;2005-01-07;13176.00000000;95.40000153;13176.00000000;95.40000153
S;SUL;2005-01-07;3256.00000000;58.65000153;3241.00000000;58.38000107
SE;SUDESTE;2005-01-07;48389.00000000;96.13999939;44769.00000000;88.94999695
N;NORTE;2005-01-08;4201.00000000;51.27999878;4201.00000000;51.27999878
NE;NORDESTE;2005-01-08;13809.00000000;99.98000336;13809.00000000;99.98000336
S;SUL;2005-01-08;3430.00000000;61.77999878;3417.00000000;61.54999924
SE;SUDESTE;2005-01-08;49506.00000000;98.36000061;45252.00000000;89.91000366
N;NORTE;2005-01-09;4231.00000000;51.65000153;4231.00000000;51.65000153
NE;NORDESTE;2005-01-09;13892.00000000;100.58000183;13892.00000000;100.58000183
S;SUL;2005-01-09;3721.00000000;67.02999878;3709.00000000;66.80999756
SE;SUDESTE;2005-01-09;51536.00000000;102.38999939;46708.00000000;92.80000305
N;NORTE;2005-01-10;4289.00000000;52.36000061;4289.00000000;52.36000061
NE;NORDESTE;2005-01-10;13311.00000000;96.37999725;13304.00000000;96.33000183
S;SUL;2005-01-10;4204.00000000;75.73000336;4190.00000000;75.47000122
SE;SUDESTE;2005-01-10;52186.00000000;103.68000031;46763.00000000;92.91000366
N;NORTE;2005-01-11;4211.00000000;51.40999985;4211.00000000;51.40999985
NE;NORDESTE;2005-01-11;12615.00000000;91.33999634;12615.00000000;91.33999634
S;SUL;2005-01-11;4791.00000000;86.30000305;4778.00000000;86.06999969
SE;SUDESTE;2005-01-11;54212.00000000;107.70999908;47497.00000000;94.37000275
N;NORTE;2005-01-12;4257.00000000;51.97000122;4257.00000000;51.97000122
NE;NORDESTE;2005-01-12;11818.00000000;85.56999969;11818.00000000;85.56999969
S;SUL;2005-01-12;5130.00000000;92.41000366;5116.00000000;92.15000153
SE;SUDESTE;2005-01-12;54628.00000000;108.52999878;48686.00000000;96.73000336
N;NORTE;2005-01-13;4288.00000000;52.34999847;4288.00000000;52.34999847
NE;NORDESTE;2005-01-13;11235.00000000;81.34999847;11235.00000000;81.34999847
S;SUL;2005-01-13;4874.00000000;87.80000305;4857.00000000;87.48999786
SE;SUDESTE;2005-01-13;54913.00000000;109.09999847;48468.00000000;96.30000305
N;NORTE;2005-01-14;4408.00000000;53.81000137;4408.00000000;53.81000137
NE;NORDESTE;2005-01-14;10804.00000000;78.23000336;10804.00000000;78.23000336
S;SUL;2005-01-14;4406.00000000;79.37000275;4392.00000000;79.11000061
SE;SUDESTE;2005-01-14;54955.00000000;109.18000031;44858.00000000;89.12000275
N;NORTE;2005-01-15;4727.00000000;57.70999908;4727.00000000;57.70999908
NE;NORDESTE;2005-01-15;10755.00000000;77.87000275;10755.00000000;77.87000275
S;SUL;2005-01-15;4125.00000000;74.30000305;4113.00000000;74.08999634
SE;SUDESTE;2005-01-15;55419.00000000;110.11000061;43849.00000000;87.12000275
N;NORTE;2005-01-16;4915.00000000;60.00000000;4915.00000000;60.00000000
NE;NORDESTE;2005-01-16;10961.00000000;79.36000061;10961.00000000;79.36000061
S;SUL;2005-01-16;4062.00000000;73.16999817;4050.00000000;72.94999695
SE;SUDESTE;2005-01-16;57211.00000000;113.66999817;45018.00000000;89.44000244
N;NORTE;2005-01-17;5235.00000000;63.90999985;5235.00000000;63.90999985
NE;NORDESTE;2005-01-17;11380.00000000;82.40000153;11380.00000000;82.40000153
S;SUL;2005-01-17;4186.00000000;75.40000153;4173.00000000;75.16999817
SE;SUDESTE;2005-01-17;60195.00000000;119.58999634;48883.00000000;97.12000275
N;NORTE;2005-01-18;5482.00000000;66.91999817;5482.00000000;66.91999817
NE;NORDESTE;2005-01-18;11668.00000000;84.48000336;11668.00000000;84.48000336
S;SUL;2005-01-18;4080.00000000;73.48999786;4066.00000000;73.23999786
SE;SUDESTE;2005-01-18;63778.00000000;126.70999908;51993.00000000;103.30000305
N;NORTE;2005-01-19;5731.00000000;69.95999908;5731.00000000;69.95999908
NE;NORDESTE;2005-01-19;11899.00000000;86.15000153;11899.00000000;86.15000153
S;SUL;2005-01-19;3736.00000000;67.30000305;3726.00000000;67.12000275
SE;SUDESTE;2005-01-19;67498.00000000;134.10000610;55481.00000000;110.23000336
N;NORTE;2005-01-20;5911.00000000;72.16000366;5911.00000000;72.16000366
NE;NORDESTE;2005-01-20;11946.00000000;86.48999786;11946.00000000;86.48999786
S;SUL;2005-01-20;3508.00000000;63.18999863;3499.00000000;63.02999878
SE;SUDESTE;2005-01-20;71144.00000000;141.35000610;57717.00000000;114.66999817
N;NORTE;2005-01-21;6187.00000000;75.52999878;6187.00000000;75.52999878
NE;NORDESTE;2005-01-21;11862.00000000;85.88999939;11862.00000000;85.88999939
S;SUL;2005-01-21;3456.00000000;62.25000000;3447.00000000;62.09000015
SE;SUDESTE;2005-01-21;73652.00000000;146.33000183;60038.00000000;119.27999878
N;NORTE;2005-01-22;6512.00000000;79.50000000;6512.00000000;79.50000000
NE;NORDESTE;2005-01-22;11705.00000000;84.75000000;11705.00000000;84.75000000
S;SUL;2005-01-22;3411.00000000;61.43999863;3382.00000000;60.91999817
SE;SUDESTE;2005-01-22;75174.00000000;149.35000610;56984.00000000;113.22000122
N;NORTE;2005-01-23;6752.00000000;82.43000031;6752.00000000;82.43000031
NE;NORDESTE;2005-01-23;11585.00000000;83.87999725;11585.00000000;83.87999725
S;SUL;2005-01-23;3488.00000000;62.83000183;3481.00000000;62.70000076
SE;SUDESTE;2005-01-23;75332.00000000;149.66999817;55233.00000000;109.73999786
N;NORTE;2005-01-24;6969.00000000;85.06999969;6969.00000000;85.06999969
NE;NORDESTE;2005-01-24;11420.00000000;82.69000244;11420.00000000;82.69000244
S;SUL;2005-01-24;3847.00000000;69.30000305;3843.00000000;69.22000122
SE;SUDESTE;2005-01-24;76315.00000000;151.61999512;53642.00000000;106.58000183
N;NORTE;2005-01-25;7080.00000000;86.43000031;7080.00000000;86.43000031
NE;NORDESTE;2005-01-25;11484.00000000;83.15000153;11484.00000000;83.15000153
S;SUL;2005-01-25;4877.00000000;87.84999847;4589.00000000;82.66000366
SE;SUDESTE;2005-01-25;77876.00000000;154.72000122;53621.00000000;106.52999878
N;NORTE;2005-01-26;7283.00000000;88.91000366;7283.00000000;88.91000366
NE;NORDESTE;2005-01-26;11567.00000000;83.75000000;11567.00000000;83.75000000
S;SUL;2005-01-26;5388.00000000;97.05000305;5252.00000000;94.59999847
SE;SUDESTE;2005-01-26;78149.00000000;155.27000427;51868.00000000;103.05000305
N;NORTE;2005-01-27;7449.00000000;90.93000031;7449.00000000;90.93000031
NE;NORDESTE;2005-01-27;11921.00000000;86.30999756;11921.00000000;86.30999756
S;SUL;2005-01-27;5468.00000000;98.50000000;5381.00000000;96.93000031
SE;SUDESTE;2005-01-27;78333.00000000;155.63000488;48395.00000000;96.15000153
N;NORTE;2005-01-28;7411.00000000;90.47000122;7411.00000000;90.47000122
NE;NORDESTE;2005-01-28;12051.00000000;87.25000000;12051.00000000;87.25000000
S;SUL;2005-01-28;5085.00000000;91.59999847;5019.00000000;90.41000366
SE;SUDESTE;2005-01-28;79341.00000000;157.63000488;47587.00000000;94.55000305
N;NORTE;2005-01-29;7766.00000000;94.80000305;7766.00000000;94.80000305
NE;NORDESTE;2005-01-29;12205.00000000;88.37000275;12205.00000000;88.37000275
S;SUL;2005-01-29;4665.00000000;84.02999878;4611.00000000;83.05999756
SE;SUDESTE;2005-01-29;82215.00000000;163.33999634;49018.00000000;97.38999939
N;NORTE;2005-01-30;8002.00000000;97.68000031;8002.00000000;97.68000031
NE;NORDESTE;2005-01-30;12569.00000000;91.01000214;12569.00000000;91.01000214
S;SUL;2005-01-30;4480.00000000;80.69999695;4429.00000000;79.77999878
SE;SUDESTE;2005-01-30;82645.00000000;164.19999695;48147.00000000;95.66000366
N;NORTE;2005-01-31;8177.00000000;99.81999969;8177.00000000;99.81999969
NE;NORDESTE;2005-01-31;12802.00000000;92.69000244;12802.00000000;92.69000244
S;SUL;2005-01-31;4240.00000000;76.37999725;4211.00000000;75.84999847
SE;SUDESTE;2005-01-31;82326.00000000;163.55999756;52379.00000000;104.06999969
N;NORTE;2005-02-01;8244.00000000;73.86000061;8244.00000000;73.86000061
NE;NORDESTE;2005-02-01;13249.00000000;91.25000000;13249.00000000;91.25000000
S;SUL;2005-02-01;3876.00000000;63.43000031;3860.00000000;63.16999817
SE;SUDESTE;2005-02-01;82206.00000000;156.77999878;55078.00000000;105.04000092
N;NORTE;2005-02-02;8520.00000000;76.33000183;8520.00000000;76.33000183
NE;NORDESTE;2005-02-02;13377.00000000;92.12999725;13377.00000000;92.12999725
S;SUL;2005-02-02;3571.00000000;58.43999863;3548.00000000;58.06000137
SE;SUDESTE;2005-02-02;82836.00000000;157.97999573;54266.00000000;103.48999786
N;NORTE;2005-02-03;8339.00000000;74.70999908;8339.00000000;74.70999908
NE;NORDESTE;2005-02-03;13024.00000000;89.69999695;13024.00000000;89.69999695
S;SUL;2005-02-03;3411.00000000;55.81999969;3388.00000000;55.43999863
SE;SUDESTE;2005-02-03;83022.00000000;158.33000183;50657.00000000;96.61000061
N;NORTE;2005-02-04;8587.00000000;76.93000031;8587.00000000;76.93000031
NE;NORDESTE;2005-02-04;12967.00000000;89.30999756;12967.00000000;89.30999756
S;SUL;2005-02-04;3260.00000000;53.34999847;3243.00000000;53.06999969
SE;SUDESTE;2005-02-04;81578.00000000;155.58000183;48258.00000000;92.02999878
N;NORTE;2005-02-05;8959.00000000;80.26000214;8959.00000000;80.26000214
NE;NORDESTE;2005-02-05;12894.00000000;88.80999756;12894.00000000;88.80999756
S;SUL;2005-02-05;3095.00000000;50.65000153;3082.00000000;50.43999863
SE;SUDESTE;2005-02-05;79610.00000000;151.83000183;47106.00000000;89.83999634
N;NORTE;2005-02-06;9276.00000000;83.09999847;9276.00000000;83.09999847
NE;NORDESTE;2005-02-06;12461.00000000;85.81999969;12440.00000000;85.68000031
S;SUL;2005-02-06;2830.00000000;46.31000137;2824.00000000;46.20999908
SE;SUDESTE;2005-02-06;76683.00000000;146.24000549;43166.00000000;82.31999969
N;NORTE;2005-02-07;9483.00000000;84.95999908;9483.00000000;84.95999908
NE;NORDESTE;2005-02-07;11858.00000000;81.66999817;11697.00000000;80.55999756
S;SUL;2005-02-07;2568.00000000;42.02000046;2564.00000000;41.95999908
SE;SUDESTE;2005-02-07;72069.00000000;137.44999695;40447.00000000;77.13999939
N;NORTE;2005-02-08;9872.00000000;88.44000244;9872.00000000;88.44000244
NE;NORDESTE;2005-02-08;11769.00000000;81.05999756;11685.00000000;80.48000336
S;SUL;2005-02-08;2389.00000000;39.09999847;2384.00000000;39.00999832
SE;SUDESTE;2005-02-08;67484.00000000;128.69999695;38442.00000000;73.30999756
N;NORTE;2005-02-09;9964.00000000;89.26999664;9964.00000000;89.26999664
NE;NORDESTE;2005-02-09;11424.00000000;78.68000031;11424.00000000;78.68000031
S;SUL;2005-02-09;2200.00000000;36.00000000;2190.00000000;35.84000015
SE;SUDESTE;2005-02-09;63474.00000000;121.05000305;37643.00000000;71.79000092
N;NORTE;2005-02-10;10211.00000000;91.48000336;9846.00000000;88.20999908
NE;NORDESTE;2005-02-10;11190.00000000;77.06999969;11190.00000000;77.06999969
S;SUL;2005-02-10;1987.00000000;32.52000046;1972.00000000;32.27000046
SE;SUDESTE;2005-02-10;59381.00000000;113.25000000;37495.00000000;71.51000214
N;NORTE;2005-02-11;10281.00000000;92.11000061;9294.00000000;83.26000214
NE;NORDESTE;2005-02-11;11716.00000000;80.69000244;11716.00000000;80.69000244
S;SUL;2005-02-11;1927.00000000;31.53000069;1908.00000000;31.21999931
SE;SUDESTE;2005-02-11;55393.00000000;105.63999939;38335.00000000;73.11000061
N;NORTE;2005-02-12;10289.00000000;92.18000031;8325.00000000;74.58000183
NE;NORDESTE;2005-02-12;12223.00000000;84.18000031;12223.00000000;84.18000031
S;SUL;2005-02-12;1866.00000000;30.54000092;1859.00000000;30.42000008
SE;SUDESTE;2005-02-12;52091.00000000;99.33999634;37743.00000000;71.98000336
N;NORTE;2005-02-13;10480.00000000;93.88999939;7820.00000000;70.05999756
NE;NORDESTE;2005-02-13;12479.00000000;85.94999695;12479.00000000;85.94999695
S;SUL;2005-02-13;1753.00000000;28.69000053;1749.00000000;28.62000084
SE;SUDESTE;2005-02-13;49603.00000000;94.59999847;35102.00000000;66.94000244
N;NORTE;2005-02-14;10492.00000000;94.00000000;7685.00000000;68.84999847
NE;NORDESTE;2005-02-14;13411.00000000;92.37000275;13411.00000000;92.37000275
S;SUL;2005-02-14;1622.00000000;26.54000092;1618.00000000;26.47999954
SE;SUDESTE;2005-02-14;48451.00000000;92.40000153;39781.00000000;75.87000275
N;NORTE;2005-02-15;10613.00000000;95.08000183;7806.00000000;69.93000031
NE;NORDESTE;2005-02-15;14516.00000000;99.98000336;12643.00000000;87.08000183
S;SUL;2005-02-15;1566.00000000;25.62999916;1543.00000000;25.25000000
SE;SUDESTE;2005-02-15;46066.00000000;87.84999847;41191.00000000;78.55999756
N;NORTE;2005-02-16;10596.00000000;94.93000031;7789.00000000;69.77999878
NE;NORDESTE;2005-02-16;16174.00000000;111.40000153;12919.00000000;88.98000336
S;SUL;2005-02-16;1605.00000000;26.27000046;1601.00000000;26.20000076
SE;SUDESTE;2005-02-16;44113.00000000;84.12999725;40762.00000000;77.73999786
N;NORTE;2005-02-17;10580.00000000;94.79000092;7773.00000000;69.63999939
NE;NORDESTE;2005-02-17;17300.00000000;119.15000153;13607.00000000;93.72000122
S;SUL;2005-02-17;1626.00000000;26.61000061;1619.00000000;26.48999977
SE;SUDESTE;2005-02-17;42411.00000000;80.87999725;40288.00000000;76.83000183
N;NORTE;2005-02-18;10603.00000000;94.98999786;7796.00000000;69.83999634
NE;NORDESTE;2005-02-18;18559.00000000;127.81999969;14241.00000000;98.08000183
S;SUL;2005-02-18;1586.00000000;25.95000076;1576.00000000;25.79000092
SE;SUDESTE;2005-02-18;40944.00000000;78.08999634;40039.00000000;76.36000061
N;NORTE;2005-02-19;11190.00000000;100.25000000;7935.00000000;71.08999634
NE;NORDESTE;2005-02-19;18810.00000000;129.55000305;13395.00000000;92.26000214
S;SUL;2005-02-19;1536.00000000;25.13999939;1526.00000000;24.96999931
SE;SUDESTE;2005-02-19;40264.00000000;76.79000092;39234.00000000;74.81999969
N;NORTE;2005-02-20;11647.00000000;104.33999634;8161.00000000;73.11000061
NE;NORDESTE;2005-02-20;18708.00000000;128.85000610;12749.00000000;87.80999756
S;SUL;2005-02-20;1523.00000000;24.92000008;1513.00000000;24.76000023
SE;SUDESTE;2005-02-20;39908.00000000;76.11000061;38284.00000000;73.01000214
N;NORTE;2005-02-21;12338.00000000;110.54000092;8824.00000000;79.05000305
NE;NORDESTE;2005-02-21;18392.00000000;126.66999817;12741.00000000;87.75000000
S;SUL;2005-02-21;1604.00000000;26.25000000;1601.00000000;26.20000076
SE;SUDESTE;2005-02-21;39072.00000000;74.51999664;37884.00000000;72.25000000
N;NORTE;2005-02-22;12948.00000000;116.00000000;9155.00000000;82.01999664
NE;NORDESTE;2005-02-22;18230.00000000;125.55999756;13317.00000000;91.72000122
S;SUL;2005-02-22;1654.00000000;27.06999969;1645.00000000;26.92000008
SE;SUDESTE;2005-02-22;38785.00000000;73.97000122;37729.00000000;71.94999695
N;NORTE;2005-02-23;13504.00000000;120.98000336;9191.00000000;82.33999634
NE;NORDESTE;2005-02-23;18291.00000000;125.98000336;14566.00000000;100.31999969
S;SUL;2005-02-23;1651.00000000;27.02000046;1642.00000000;26.87000084
SE;SUDESTE;2005-02-23;37222.00000000;70.98999786;36050.00000000;68.75000000
N;NORTE;2005-02-24;13818.00000000;123.79000092;9310.00000000;83.41000366
NE;NORDESTE;2005-02-24;18414.00000000;126.81999969;15078.00000000;103.84999847
S;SUL;2005-02-24;1775.00000000;29.04999924;1765.00000000;28.87999916
SE;SUDESTE;2005-02-24;36218.00000000;69.06999969;35381.00000000;67.48000336
N;NORTE;2005-02-25;13784.00000000;123.48999786;8921.00000000;79.91999817
