id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
N;NORTE;2000-01-01;10392.56152344;126.63939667;10381.55273438;126.50520325
NE;NORDESTE;2000-01-01;10174.40234375;78.59410095;9990.51074219;77.17359924
S;SUL;2000-01-01;1772.41503906;43.59740067;1772.41503906;43.59740067
SE;SUDESTE;2000-01-01;27179.79101563;60.57680130;27097.95703125;60.39440155
N;NORTE;2000-01-02;10888.61132813;132.68400574;10867.50390625;132.42680359
NE;NORDESTE;2000-01-02;10052.96875000;77.65609741;9895.76562500;76.44170380
S;SUL;2000-01-02;1915.10095215;47.10720062;1915.10095215;47.10720062
SE;SUDESTE;2000-01-02;30354.52929688;67.65249634;30070.77734375;67.02010345
N;NORTE;2000-01-03;11226.66601563;136.80340576;11210.15039063;136.60220337
NE;NORDESTE;2000-01-03;10730.20507813;82.88749695;10556.05371094;81.54219818
S;SUL;2000-01-03;2064.64892578;50.78570175;2064.64892578;50.78570175
SE;SUDESTE;2000-01-03;36120.01171875;80.50229645;35387.05078125;78.86869812
N;NORTE;2000-01-04;11387.32324219;138.76109314;11370.81445313;138.55999756
NE;NORDESTE;2000-01-04;10194.25781250;78.74749756;10001.50390625;77.25849915
S;SUL;2000-01-04;2191.43798828;53.90449905;2191.43798828;53.90449905
SE;SUDESTE;2000-01-04;45823.45312500;102.12879944;44639.35156250;99.48970032
N;NORTE;2000-01-05;11516.74707031;140.33819580;11293.43457031;137.61709595
NE;NORDESTE;2000-01-05;10387.76953125;80.24230194;10197.74316406;78.77439880
S;SUL;2000-01-05;2281.89599609;56.12950134;2281.89599609;56.12950134
SE;SUDESTE;2000-01-05;50955.57421875;113.56700134;49668.96484375;110.69940186
N;NORTE;2000-01-06;11693.97558594;142.49789429;10776.88378906;131.32260132
NE;NORDESTE;2000-01-06;10911.27734375;84.28620148;10722.32128906;82.82659912
S;SUL;2000-01-06;2369.93603516;58.29510117;2369.93603516;58.29510117
SE;SUDESTE;2000-01-06;55203.55859375;123.03459930;54412.05078125;121.27059937
N;NORTE;2000-01-07;11904.66699219;145.06530762;10097.46582031;123.04350281
NE;NORDESTE;2000-01-07;11791.25878906;91.08380127;11595.97167969;89.57530212
