seed,todos_ok,n_ok,se_puro_ok,se_m4_ok,s_puro_ok,s_m4_ok,ll_se_puro,ll_se_m4,ll_s_puro,ll_s_m4,ab_se_puro,ab_se_m4,ab_s_puro,ab_s_m4
8627847,FALSE,0,FALSE,FALSE,FALSE,FALSE,1611.5033022830055,1611.5033022830055,1252.1941260744954,1252.1941260744954,0.9847725042070286,0.9847725042070286,0.9879160644873568,0.9879160644873568
1585442,FALSE,0,FALSE,FALSE,FALSE,FALSE,1622.5335668626262,1622.5335668626262,1261.5319450578781,1261.5319450578781,0.9937067735937428,0.9937067735937428,0.9884479080537737,0.9884479080537737
3173686,FALSE,0,FALSE,FALSE,FALSE,FALSE,1700.5264184680318,1700.5264184680318,1265.8193480651016,1265.8193480651016,0.9863886273410005,0.9863886273410005,0.988545060342453,0.988545060342453
5874609,FALSE,0,FALSE,FALSE,FALSE,FALSE,1588.8435545134073,1588.8435545134073,1279.6397096476728,1279.6397096476728,0.9851603736867673,0.9851603736867673,0.9894241704048994,0.9894241704048994
8573081,FALSE,0,FALSE,FALSE,FALSE,FALSE,1635.3667677541684,1635.3667677541684,1231.3190565211617,1231.3190565211617,0.9794105031935794,0.9794105031935794,0.9860832063600293,0.9860832063600293
1264009,FALSE,0,FALSE,FALSE,FALSE,FALSE,1636.4055794248695,1636.4055794248695,1293.9601166055213,1293.9601166055213,0.9840482829574386,0.9840482829574386,0.9944501018119891,0.9944501018119891
7485548,FALSE,0,FALSE,FALSE,FALSE,FALSE,1616.209637624215,1616.209637624215,1254.118123638181,1254.118123638181,0.9777691706833133,0.9777691706833133,0.9876138579842069,0.9876138579842069
278224,TRUE,4,TRUE,TRUE,TRUE,TRUE,1552.8084156014468,1552.8084156014468,1406.9438131512854,1406.9438131512854,0.9864219216543589,0.9864219216543589,0.986859893048893,0.986859893048893
8717443,FALSE,0,FALSE,FALSE,FALSE,FALSE,1612.9373250909728,1612.9373250909728,1284.7897710951652,1284.7897710951652,0.9851945439003493,0.9851945439003493,0.9861250665051078,0.9861250665051078
9993121,FALSE,0,FALSE,FALSE,FALSE,FALSE,1655.948073105809,1655.948073105809,1220.182219843761,1220.182219843761,0.985841067681769,0.985841067681769,0.9834571051324582,0.9834571051324582
4778173,FALSE,0,FALSE,FALSE,FALSE,FALSE,1684.2211894542422,1684.2211894542422,1227.2176705546644,1227.2176705546644,0.9937597018430555,0.9937597018430555,0.9915638912326938,0.9915638912326938
133661,FALSE,0,FALSE,FALSE,FALSE,FALSE,1693.6720913936358,1693.6720913936358,1286.877235881612,1286.877235881612,0.9871826644788071,0.9871826644788071,0.98617502313205,0.98617502313205
8072939,FALSE,0,FALSE,FALSE,FALSE,FALSE,1707.8643347676573,1707.8643347676573,1256.718303712179,1256.718303712179,0.9840827782086203,0.9840827782086203,0.9885487858000435,0.9885487858000435
1278397,FALSE,0,FALSE,FALSE,FALSE,FALSE,1602.426386400219,1602.426386400219,1225.6222114673672,1225.6222114673672,0.9916121076091506,0.9916121076091506,0.9892493209384372,0.9892493209384372
5083664,FALSE,0,FALSE,FALSE,FALSE,FALSE,1652.9527377387471,1652.9527377387471,1330.1620612458705,1330.1620612458705,0.9875995108298945,0.9875995108298945,0.9897596277045555,0.9897596277045555
2337710,FALSE,0,FALSE,FALSE,FALSE,FALSE,1610.0945494167718,1610.0945494167718,1250.0807585826633,1250.0807585826633,0.981173661988724,0.981173661988724,0.9861604756511495,0.9861604756511495
4772628,FALSE,0,FALSE,FALSE,FALSE,FALSE,1635.6985665251977,1635.6985665251977,1219.9935524912942,1219.9935524912942,0.9833080442391322,0.9833080442391322,0.9863180124809057,0.9863180124809057
8048018,FALSE,0,FALSE,FALSE,FALSE,FALSE,1593.6357425579574,1593.6357425579574,1299.2741291786654,1299.2741291786654,0.986046973216663,0.986046973216663,0.9828310551409731,0.9828310551409731
6987426,FALSE,0,FALSE,FALSE,FALSE,FALSE,1688.4296784490007,1688.4296784490007,1285.9355317197226,1285.9355317197226,0.9870833247775788,0.9870833247775788,0.9881458406077659,0.9881458406077659
9574028,FALSE,0,FALSE,FALSE,FALSE,FALSE,1591.7414403758949,1591.7414403758949,1222.510839958875,1222.510839958875,0.9787995552946687,0.9787995552946687,0.9887360923633653,0.9887360923633653
6826768,FALSE,0,FALSE,FALSE,FALSE,FALSE,1712.0609911711763,1712.0609911711763,1308.5383824700543,1308.5383824700543,0.9909852474328305,0.9909852474328305,0.9874073912144539,0.9874073912144539
1974043,FALSE,2,TRUE,TRUE,FALSE,FALSE,1562.6349565366477,1562.6349565366477,1242.8227975875666,1242.8227975875666,0.985253140496915,0.985253140496915,0.9869713670069384,0.9869713670069384
7341056,FALSE,0,FALSE,FALSE,FALSE,FALSE,1641.2062026832473,1641.2062026832473,1371.0332623467343,1371.0332623467343,0.9829554131791833,0.9829554131791833,0.9836606729422592,0.9836606729422592
3866317,FALSE,0,FALSE,FALSE,FALSE,FALSE,1642.375035180015,1642.375035180015,1300.8690883624884,1300.8690883624884,0.9869611734070637,0.9869611734070637,0.9853823710208317,0.9853823710208317
3714552,FALSE,0,FALSE,FALSE,FALSE,FALSE,1609.5215417394277,1609.5215417394277,1282.407505543917,1282.407505543917,0.9896876782252955,0.9896876782252955,0.9825048478500513,0.9825048478500513
4396967,FALSE,0,FALSE,FALSE,FALSE,FALSE,1636.2922353842573,1636.2922353842573,1247.6922037259415,1247.6922037259415,0.9849405676640456,0.9849405676640456,0.9882076219214255,0.9882076219214255
6134206,FALSE,0,FALSE,FALSE,FALSE,FALSE,1691.9960503324241,1691.9960503324241,1277.8830877590851,1277.8830877590851,0.9432209978586907,0.9432209978586907,0.9877463342775145,0.9877463342775145
882379,FALSE,0,FALSE,FALSE,FALSE,FALSE,1644.743803253847,1644.743803253847,1263.9007514355978,1263.9007514355978,0.9758132774274958,0.9758132774274958,0.9853477517345548,0.9853477517345548
9597274,FALSE,0,FALSE,FALSE,FALSE,FALSE,1665.9782474352146,1665.9782474352146,1231.3717079331286,1231.3717079331286,0.9899467122335155,0.9899467122335155,0.9864721439645341,0.9864721439645341
2174577,FALSE,2,TRUE,TRUE,FALSE,FALSE,1757.7290979040977,1757.7290979040977,1268.75673204839,1268.75673204839,0.9921979922688515,0.9921979922688515,0.9875565006449424,0.9875565006449424
4260715,FALSE,0,FALSE,FALSE,FALSE,FALSE,1694.8022125895882,1694.8022125895882,1284.3187737682256,1284.3187737682256,0.9867912621963376,0.9867912621963376,0.9862822889301759,0.9862822889301759
6145142,FALSE,2,TRUE,TRUE,FALSE,FALSE,1559.5352881992562,1559.5352881992562,1244.9878892612371,1244.9878892612371,0.9813536323211863,0.9813536323211863,0.9910801423753979,0.9910801423753979
6474861,FALSE,2,FALSE,FALSE,TRUE,TRUE,1608.674564278067,1608.674564278067,1275.1402296742108,1275.1402296742108,0.9838450396398345,0.9838450396398345,0.9871790098479676,0.9871790098479676
2400058,FALSE,0,FALSE,FALSE,FALSE,FALSE,1704.9946246545296,1704.9946246545296,1279.286377791001,1279.286377791001,0.9878513251478129,0.9878513251478129,0.9895146539713677,0.9895146539713677
2384732,FALSE,2,TRUE,TRUE,FALSE,FALSE,1574.320408663304,1574.320408663304,1262.729823487279,1262.729823487279,0.9876490306287669,0.9876490306287669,0.9912464161670091,0.9912464161670091
7393399,FALSE,2,TRUE,TRUE,FALSE,FALSE,1562.8812261775313,1562.8812261775313,1291.8364395271124,1291.8364395271124,0.9846404649578501,0.9846404649578501,0.9874717698460277,0.9874717698460277
3646229,FALSE,0,FALSE,FALSE,FALSE,FALSE,1642.356051694583,1642.356051694583,1280.0059057146611,1280.0059057146611,0.9938954949875185,0.9938954949875185,0.9872875960499041,0.9872875960499041
2026921,FALSE,0,FALSE,FALSE,FALSE,FALSE,1726.9239095502849,1726.9239095502849,1230.23901073342,1230.23901073342,0.9862586724829505,0.9862586724829505,0.9862007756829704,0.9862007756829704
1425045,FALSE,0,FALSE,FALSE,FALSE,FALSE,1653.2822165939424,1653.2822165939424,1234.1380237216872,1234.1380237216872,0.982943380350782,0.982943380350782,0.9880603964773187,0.9880603964773187
9567874,FALSE,0,FALSE,FALSE,FALSE,FALSE,1632.9735382454749,1632.9735382454749,1228.8774432402708,1228.8774432402708,0.986395255872986,0.986395255872986,0.991968820202535,0.991968820202535
835146,FALSE,0,FALSE,FALSE,FALSE,FALSE,1706.5159810260204,1706.5159810260204,1255.875162180018,1255.875162180018,0.9833561051729527,0.9833561051729527,0.9830556426997528,0.9830556426997528
4202547,FALSE,2,TRUE,TRUE,FALSE,FALSE,1563.8513689553592,1563.8513689553592,1274.6068802041868,1274.6068802041868,0.9808779581213963,0.9808779581213963,0.9879134866126549,0.9879134866126549
3216569,FALSE,2,TRUE,TRUE,FALSE,FALSE,1602.9111435478185,1602.9111435478185,1294.9993787898911,1294.9993787898911,0.9877639671838355,0.9877639671838355,0.9860822478909987,0.9860822478909987
8391464,FALSE,0,FALSE,FALSE,FALSE,FALSE,1646.7560569918214,1646.7560569918214,1241.475297480995,1241.475297480995,0.9905695332825645,0.9905695332825645,0.9872081793913967,0.9872081793913967
1043050,FALSE,0,FALSE,FALSE,FALSE,FALSE,1652.4959156393732,1652.4959156393732,1263.0731060789678,1263.0731060789678,0.9869813264108264,0.9869813264108264,0.9796208016444131,0.9796208016444131
8652741,FALSE,0,FALSE,FALSE,FALSE,FALSE,1619.6667200316,1619.6667200316,1266.9886421312528,1266.9886421312528,0.9821976876860895,0.9821976876860895,0.9910034086105042,0.9910034086105042
9051815,FALSE,0,FALSE,FALSE,FALSE,FALSE,1689.5876252587957,1689.5876252587957,1268.4915810926461,1268.4915810926461,0.9867459121309581,0.9867459121309581,0.9850406913307691,0.9850406913307691
2435,FALSE,0,FALSE,FALSE,FALSE,FALSE,1683.4514966373647,1683.4514966373647,1285.0369424828136,1285.0369424828136,0.9854887041977223,0.9854887041977223,0.9851435872790879,0.9851435872790879
5756553,FALSE,0,FALSE,FALSE,FALSE,FALSE,1662.2260827783807,1662.2260827783807,1306.6452740809657,1306.6452740809657,0.9827151960179262,0.9827151960179262,0.9847967609953149,0.9847967609953149
6022263,FALSE,0,FALSE,FALSE,FALSE,FALSE,1742.4754709586878,1742.4754709586878,1223.1679884494483,1223.1679884494483,0.986153947040534,0.986153947040534,0.9871809312280616,0.9871809312280616
3896181,FALSE,0,FALSE,FALSE,FALSE,FALSE,1587.428760478464,1587.428760478464,1228.6188901174528,1228.6188901174528,0.9856537405122445,0.9856537405122445,0.9883954349963311,0.9883954349963311
8638106,FALSE,0,FALSE,FALSE,FALSE,FALSE,1625.7338254520864,1625.7338254520864,1223.302304043985,1223.302304043985,0.9885282145297379,0.9885282145297379,0.9955491155462908,0.9955491155462908
1216152,FALSE,0,FALSE,FALSE,FALSE,FALSE,1613.6771577238678,1613.6771577238678,1240.3016274357446,1240.3016274357446,0.9823420863566291,0.9823420863566291,0.9875456513080147,0.9875456513080147
914853,FALSE,0,FALSE,FALSE,FALSE,FALSE,1714.1054117837884,1714.1054117837884,1234.263005536215,1234.263005536215,0.9899255074208424,0.9899255074208424,0.9819246888323524,0.9819246888323524
1604296,FALSE,0,FALSE,FALSE,FALSE,FALSE,1598.5743356238402,1598.5743356238402,1307.8909196027407,1307.8909196027407,0.9834653468055309,0.9834653468055309,0.9911342003168924,0.9911342003168924
4531265,FALSE,0,FALSE,FALSE,FALSE,FALSE,1620.5974252680562,1620.5974252680562,1364.1974545703001,1364.1974545703001,0.98205985628475,0.98205985628475,0.983593528158455,0.983593528158455
6156236,FALSE,2,TRUE,TRUE,FALSE,FALSE,1792.5062573761204,1792.5062573761204,1235.983004591933,1235.983004591933,0.9905392954556215,0.9905392954556215,0.9878151194390867,0.9878151194390867
3738153,FALSE,0,FALSE,FALSE,FALSE,FALSE,1631.4157917065859,1631.4157917065859,1239.4528802886302,1239.4528802886302,0.9949918841918872,0.9949918841918872,0.987633958180189,0.987633958180189
616551,FALSE,0,FALSE,FALSE,FALSE,FALSE,1629.471581427271,1629.471581427271,1228.8640885495606,1228.8640885495606,0.9837021423802615,0.9837021423802615,0.9845720512834676,0.9845720512834676
576332,FALSE,0,FALSE,FALSE,FALSE,FALSE,1633.841826252583,1633.841826252583,1301.3543291908913,1301.3543291908913,0.9926326938510367,0.9926326938510367,0.9864554916362741,0.9864554916362741
3834420,FALSE,0,FALSE,FALSE,FALSE,FALSE,1620.4397091663016,1620.4397091663016,1215.7787491058639,1215.7787491058639,0.981852881764632,0.981852881764632,0.9905131876795886,0.9905131876795886
3172860,FALSE,2,TRUE,TRUE,FALSE,FALSE,1955.1953904485913,1955.1953904485913,1270.0823273070998,1270.0823273070998,0.9879136971368568,0.9879136971368568,0.9867850292695104,0.9867850292695104
8196069,FALSE,0,FALSE,FALSE,FALSE,FALSE,1610.8848183409764,1610.8848183409764,1249.7954040190202,1249.7954040190202,0.9910735619564669,0.9910735619564669,0.9868754621000053,0.9868754621000053
562457,FALSE,0,FALSE,FALSE,FALSE,FALSE,1575.976355836162,1575.976355836162,1240.6454550536703,1240.6454550536703,0.986692299226231,0.986692299226231,0.9841595158422504,0.9841595158422504
6225140,FALSE,0,FALSE,FALSE,FALSE,FALSE,1705.245823377779,1705.245823377779,1287.0966645419212,1287.0966645419212,0.988094014272045,0.988094014272045,0.9884910413112908,0.9884910413112908
1643724,FALSE,0,FALSE,FALSE,FALSE,FALSE,1675.6981888620219,1675.6981888620219,1255.3311321699161,1255.3311321699161,0.9869244971780536,0.9869244971780536,0.9835783276820991,0.9835783276820991
7016093,FALSE,0,FALSE,FALSE,FALSE,FALSE,1613.1168952579872,1613.1168952579872,1243.0329006030258,1243.0329006030258,0.9859897864132602,0.9859897864132602,0.9839090962507505,0.9839090962507505
8812298,FALSE,2,TRUE,TRUE,FALSE,FALSE,1580.4331029188513,1580.4331029188513,1311.9577018187958,1311.9577018187958,0.9865386229647914,0.9865386229647914,0.9899794359005712,0.9899794359005712
3510411,FALSE,0,FALSE,FALSE,FALSE,FALSE,1572.4061483675785,1572.4061483675785,1230.4537384580776,1230.4537384580776,0.9795919585196313,0.9795919585196313,0.9876699322694712,0.9876699322694712
8346978,FALSE,0,FALSE,FALSE,FALSE,FALSE,1690.9937229689035,1690.9937229689035,1262.7977217812947,1262.7977217812947,0.9832608394542615,0.9832608394542615,0.988219527697999,0.988219527697999
6556116,FALSE,0,FALSE,FALSE,FALSE,FALSE,1579.407496960245,1579.407496960245,1261.4742199631319,1261.4742199631319,0.9825246130586044,0.9825246130586044,0.9873095546294808,0.9873095546294808
8838072,FALSE,0,FALSE,FALSE,FALSE,FALSE,1576.55099278776,1576.55099278776,1270.0528064088212,1270.0528064088212,0.987123720408533,0.987123720408533,0.987200832445145,0.987200832445145
6929530,FALSE,0,FALSE,FALSE,FALSE,FALSE,1609.380778040944,1609.380778040944,1258.0584537895534,1258.0584537895534,0.9847000360135052,0.9847000360135052,0.9903861862425798,0.9903861862425798
1466899,FALSE,0,FALSE,FALSE,FALSE,FALSE,1629.6429998961612,1629.6429998961612,1350.256206995226,1350.256206995226,0.9839306297183503,0.9839306297183503,0.9908698936005035,0.9908698936005035
7024730,FALSE,0,FALSE,FALSE,FALSE,FALSE,1718.7876684326,1718.7876684326,1223.9287933339901,1223.9287933339901,0.9870968968392644,0.9870968968392644,0.9875979090215292,0.9875979090215292
9089995,TRUE,4,TRUE,TRUE,TRUE,TRUE,1752.2713143781025,1752.2713143781025,1389.3144576981356,1389.3144576981356,0.9834362996676844,0.9834362996676844,0.9982906708461597,0.9982906708461597
6768103,FALSE,0,FALSE,FALSE,FALSE,FALSE,1699.3017952548082,1699.3017952548082,1261.7136707900563,1261.7136707900563,0.9888989109472237,0.9888989109472237,0.9911018070338906,0.9911018070338906
416343,FALSE,0,FALSE,FALSE,FALSE,FALSE,1719.3777508557605,1719.3777508557605,1231.733298958766,1231.733298958766,0.985632042287597,0.985632042287597,0.9869472381688018,0.9869472381688018
4198363,FALSE,0,FALSE,FALSE,FALSE,FALSE,1669.3179538548789,1669.3179538548789,1310.5918659574058,1310.5918659574058,0.9891792898407336,0.9891792898407336,0.9897814591221258,0.9897814591221258
7146567,FALSE,0,FALSE,FALSE,FALSE,FALSE,1654.2154038852339,1654.2154038852339,1277.983205777024,1277.983205777024,0.9806388677909044,0.9806388677909044,0.9830048836874098,0.9830048836874098
8365396,FALSE,0,FALSE,FALSE,FALSE,FALSE,1584.44193726392,1584.44193726392,1288.0796470076834,1288.0796470076834,0.991465770443123,0.991465770443123,0.9864955265982599,0.9864955265982599
9135395,FALSE,0,FALSE,FALSE,FALSE,FALSE,1710.8517936162514,1710.8517936162514,1277.8383310738939,1277.8383310738939,0.987198033854203,0.987198033854203,0.9854054845168451,0.9854054845168451
930020,FALSE,0,FALSE,FALSE,FALSE,FALSE,1689.2764171958238,1689.2764171958238,1286.8687779525187,1286.8687779525187,0.9878307530868915,0.9878307530868915,0.9881365170051171,0.9881365170051171
7273041,FALSE,2,TRUE,TRUE,FALSE,FALSE,1738.5558427743251,1738.5558427743251,1233.1505812140713,1233.1505812140713,0.982706205502907,0.982706205502907,0.9850029760079453,0.9850029760079453
6809921,FALSE,0,FALSE,FALSE,FALSE,FALSE,1679.1845967704057,1679.1845967704057,1298.3589025506867,1298.3589025506867,0.99709743373573,0.99709743373573,0.9867515624195798,0.9867515624195798
3316323,FALSE,0,FALSE,FALSE,FALSE,FALSE,1696.4914920405834,1696.4914920405834,1267.3924081434886,1267.3924081434886,0.9842343655802325,0.9842343655802325,0.9831378418529312,0.9831378418529312
745921,FALSE,0,FALSE,FALSE,FALSE,FALSE,1625.1924922071703,1625.1924922071703,1318.8306872512785,1318.8306872512785,0.9825308757376586,0.9825308757376586,0.9870475795160858,0.9870475795160858
5015403,FALSE,0,FALSE,FALSE,FALSE,FALSE,1731.4622807402434,1731.4622807402434,1227.0857219828408,1227.0857219828408,0.9847357943549842,0.9847357943549842,0.9820190036305048,0.9820190036305048
9815655,FALSE,0,FALSE,FALSE,FALSE,FALSE,1629.3903433968824,1629.3903433968824,1264.0600524586014,1264.0600524586014,0.9823693909346508,0.9823693909346508,0.9887605251139014,0.9887605251139014
4510483,FALSE,0,FALSE,FALSE,FALSE,FALSE,1688.18888010293,1688.18888010293,1264.8939921640447,1264.8939921640447,0.9920712551608514,0.9920712551608514,0.9924016058706104,0.9924016058706104
4305807,FALSE,0,FALSE,FALSE,FALSE,FALSE,1610.2763755631129,1610.2763755631129,1321.021911574638,1321.021911574638,0.9872065100095712,0.9872065100095712,0.9875683242167647,0.9875683242167647
9351238,FALSE,0,FALSE,FALSE,FALSE,FALSE,1656.1806661161593,1656.1806661161593,1258.584490388538,1258.584490388538,0.9837222560938572,0.9837222560938572,0.9988600405468944,0.9988600405468944
2681234,FALSE,0,FALSE,FALSE,FALSE,FALSE,1727.9367149936197,1727.9367149936197,1281.0346347676546,1281.0346347676546,0.9818205420981391,0.9818205420981391,0.9920010570975131,0.9920010570975131
2819730,FALSE,0,FALSE,FALSE,FALSE,FALSE,1664.9333453737518,1664.9333453737518,1313.648407169332,1313.648407169332,0.9863016292171981,0.9863016292171981,0.9889632301450628,0.9889632301450628
6032694,FALSE,0,FALSE,FALSE,FALSE,FALSE,1701.3798184846182,1701.3798184846182,1250.4280204530326,1250.4280204530326,0.9881079904222533,0.9881079904222533,0.9880689341279947,0.9880689341279947
1058349,FALSE,0,FALSE,FALSE,FALSE,FALSE,1602.4186707943343,1602.4186707943343,1316.8491743971574,1316.8491743971574,0.9866406022437484,0.9866406022437484,0.9853997337928967,0.9853997337928967
2969402,FALSE,0,FALSE,FALSE,FALSE,FALSE,1664.8384605150356,1664.8384605150356,1231.026614385353,1231.026614385353,0.9824985566602504,0.9824985566602504,0.9859878705165321,0.9859878705165321
5218787,FALSE,0,FALSE,FALSE,FALSE,FALSE,1659.578151716638,1659.578151716638,1341.0588340159034,1341.0588340159034,0.9877961178251954,0.9877961178251954,0.9917487329995098,0.9917487329995098
6237419,FALSE,0,FALSE,FALSE,FALSE,FALSE,1602.6717207795082,1602.6717207795082,1239.3657381952821,1239.3657381952821,0.9811999333349032,0.9811999333349032,0.9857019027325963,0.9857019027325963
3859733,FALSE,2,FALSE,FALSE,TRUE,TRUE,1685.5216127945425,1685.5216127945425,1422.2045093519243,1422.2045093519243,0.9812206004036197,0.9812206004036197,0.9930590230180991,0.9930590230180991
3793617,FALSE,2,TRUE,TRUE,FALSE,FALSE,1591.0898460419528,1591.0898460419528,1242.73498066305,1242.73498066305,0.9801757489884366,0.9801757489884366,0.9806443586858218,0.9806443586858218
9135780,FALSE,2,FALSE,FALSE,TRUE,TRUE,1614.781348033392,1614.781348033392,1419.1933575382468,1419.1933575382468,0.9896942101324607,0.9896942101324607,0.9929173485583456,0.9929173485583456
4706771,FALSE,0,FALSE,FALSE,FALSE,FALSE,1744.4566097210416,1744.4566097210416,1216.102910835129,1216.102910835129,0.9881937869435266,0.9881937869435266,0.9891512543714027,0.9891512543714027
5569661,FALSE,0,FALSE,FALSE,FALSE,FALSE,1636.153951829072,1636.153951829072,1255.393827160458,1255.393827160458,0.9882819936601461,0.9882819936601461,0.9831228395573779,0.9831228395573779
6487071,FALSE,0,FALSE,FALSE,FALSE,FALSE,1597.2784402246996,1597.2784402246996,1223.6835293383247,1223.6835293383247,0.9834327318437212,0.9834327318437212,0.9896352496619231,0.9896352496619231
453292,FALSE,0,FALSE,FALSE,FALSE,FALSE,1631.6735634909571,1631.6735634909571,1263.4701011109244,1263.4701011109244,0.9812721149948691,0.9812721149948691,0.9901672661313415,0.9901672661313415
8514099,FALSE,0,FALSE,FALSE,FALSE,FALSE,1583.2898525153194,1583.2898525153194,1264.2426958902233,1264.2426958902233,0.9867137971543891,0.9867137971543891,0.9855748114864042,0.9855748114864042
2001678,FALSE,2,TRUE,TRUE,FALSE,FALSE,1574.5415793878703,1574.5415793878703,1286.3091759815893,1286.3091759815893,0.9865564631449045,0.9865564631449045,0.9846636785827397,0.9846636785827397
8353887,FALSE,2,TRUE,TRUE,FALSE,FALSE,1584.3623271032636,1584.3623271032636,1249.2168352004637,1249.2168352004637,0.9846195630185088,0.9846195630185088,0.9886214963310632,0.9886214963310632
3523532,FALSE,0,FALSE,FALSE,FALSE,FALSE,1611.2883348136156,1611.2883348136156,1231.126902916355,1231.126902916355,0.9893285084975316,0.9893285084975316,0.9922127499420715,0.9922127499420715
6112952,FALSE,0,FALSE,FALSE,FALSE,FALSE,1606.345574696754,1606.345574696754,1228.0805449167144,1228.0805449167144,0.9846115971347584,0.9846115971347584,0.9836304549033282,0.9836304549033282
4746148,FALSE,2,TRUE,TRUE,FALSE,FALSE,1569.3238775860011,1569.3238775860011,1346.9358956228502,1346.9358956228502,0.986467437455868,0.986467437455868,0.9908388808082804,0.9908388808082804
2536702,FALSE,0,FALSE,FALSE,FALSE,FALSE,1602.6118300237445,1602.6118300237445,1263.887076598995,1263.887076598995,0.9852175238414602,0.9852175238414602,0.9884517151493118,0.9884517151493118
2477392,FALSE,2,TRUE,TRUE,FALSE,FALSE,1570.3944079318376,1570.3944079318376,1245.8229782869012,1245.8229782869012,0.987090187882915,0.987090187882915,0.9920884198499327,0.9920884198499327
3753142,FALSE,2,FALSE,FALSE,TRUE,TRUE,1592.235956183675,1592.235956183675,1315.8478102649217,1315.8478102649217,0.9825156445668304,0.9825156445668304,0.9897423672474481,0.9897423672474481
1793912,FALSE,0,FALSE,FALSE,FALSE,FALSE,1596.6092341739563,1596.6092341739563,1257.1635887422872,1257.1635887422872,0.9858010346884266,0.9858010346884266,0.9882266035924007,0.9882266035924007
8601905,FALSE,0,FALSE,FALSE,FALSE,FALSE,1594.3667217207262,1594.3667217207262,1305.0535663320936,1305.0535663320936,0.982824758903212,0.982824758903212,0.9854885235858932,0.9854885235858932
9714738,FALSE,0,FALSE,FALSE,FALSE,FALSE,1643.3712901280926,1643.3712901280926,1236.247041371435,1236.247041371435,0.9857439137987156,0.9857439137987156,0.9910578978091253,0.9910578978091253
575518,FALSE,0,FALSE,FALSE,FALSE,FALSE,1625.2297326837715,1625.2297326837715,1258.867946566367,1258.867946566367,0.9869121151928888,0.9869121151928888,0.9870022451160507,0.9870022451160507
2325405,FALSE,2,TRUE,TRUE,FALSE,FALSE,1564.3085314766115,1564.3085314766115,1237.8430202873517,1237.8430202873517,0.978939622313489,0.978939622313489,0.9863100746165184,0.9863100746165184
7171788,FALSE,2,TRUE,TRUE,FALSE,FALSE,1577.3780257541457,1577.3780257541457,1340.428776483681,1340.428776483681,0.9875029913123015,0.9875029913123015,0.9869023019621187,0.9869023019621187
8514145,FALSE,0,FALSE,FALSE,FALSE,FALSE,1720.7693114309343,1720.7693114309343,1214.1089902907324,1214.1089902907324,0.9859639571129951,0.9859639571129951,0.9905615552768795,0.9905615552768795
4246339,FALSE,0,FALSE,FALSE,FALSE,FALSE,1609.6065687404518,1609.6065687404518,1277.4484269125908,1277.4484269125908,0.9864668955365088,0.9864668955365088,0.9890934149234183,0.9890934149234183
777351,FALSE,2,TRUE,TRUE,FALSE,FALSE,1560.4832279166444,1560.4832279166444,1271.3541374846138,1271.3541374846138,0.9827359373928182,0.9827359373928182,0.987188314882386,0.987188314882386
8772362,FALSE,2,TRUE,TRUE,FALSE,FALSE,1799.5057633537554,1799.5057633537554,1242.6391514243148,1242.6391514243148,0.9783656471682551,0.9783656471682551,0.9881814880013322,0.9881814880013322
9686435,FALSE,2,TRUE,TRUE,FALSE,FALSE,1554.505383905666,1554.505383905666,1260.0519355445279,1260.0519355445279,0.9875897539031295,0.9875897539031295,0.984589439237455,0.984589439237455
4616028,FALSE,2,TRUE,TRUE,FALSE,FALSE,1776.1744985924877,1776.1744985924877,1218.7670159571467,1218.7670159571467,0.9868570610396458,0.9868570610396458,0.9912419802028527,0.9912419802028527
8670572,FALSE,0,FALSE,FALSE,FALSE,FALSE,1628.1884361076488,1628.1884361076488,1250.9022905390643,1250.9022905390643,0.988583793230214,0.988583793230214,0.9894996750984634,0.9894996750984634
7527149,FALSE,2,TRUE,TRUE,FALSE,FALSE,1580.7509812920096,1580.7509812920096,1276.571683221336,1276.571683221336,0.9832656125929294,0.9832656125929294,0.9910369521652729,0.9910369521652729
907025,FALSE,0,FALSE,FALSE,FALSE,FALSE,1652.7712538551227,1652.7712538551227,1381.7372591980438,1381.7372591980438,0.9861285990613358,0.9861285990613358,0.9862473326043122,0.9862473326043122
9958640,FALSE,2,TRUE,TRUE,FALSE,FALSE,1571.7509459876394,1571.7509459876394,1229.4145750882858,1229.4145750882858,0.9858782371761635,0.9858782371761635,0.9846600295143885,0.9846600295143885
9081712,FALSE,0,FALSE,FALSE,FALSE,FALSE,1598.5715114857055,1598.5715114857055,1225.6931735065073,1225.6931735065073,0.9864065687505397,0.9864065687505397,0.9867591057322256,0.9867591057322256
6963487,FALSE,0,FALSE,FALSE,FALSE,FALSE,1620.7801701918506,1620.7801701918506,1244.464162510711,1244.464162510711,0.9902949017068143,0.9902949017068143,0.9889461860584424,0.9889461860584424
8510287,FALSE,0,FALSE,FALSE,FALSE,FALSE,1663.7301067733354,1663.7301067733354,1295.9066629967865,1295.9066629967865,0.9845203854243532,0.9845203854243532,0.9948172155640733,0.9948172155640733
1874794,FALSE,0,FALSE,FALSE,FALSE,FALSE,1597.3790024958257,1597.3790024958257,1215.0038206331826,1215.0038206331826,0.9913223878997308,0.9913223878997308,0.9833679089354618,0.9833679089354618
5573091,FALSE,0,FALSE,FALSE,FALSE,FALSE,1671.8706504550773,1671.8706504550773,1276.237550342477,1276.237550342477,0.9836989923977972,0.9836989923977972,0.9919098901468854,0.9919098901468854
