id;ano;mes;semana_operativa;data_inicio;data_fim;ena_bruta_mw_se;ena_bruta_mw_s;ena_bruta_mw_ne;ena_bruta_mw_n;ena_bruta_mlt_se;ena_bruta_mlt_s;ena_bruta_mlt_ne;ena_bruta_mlt_n;ena_arm_mw_se;ena_arm_mw_s;ena_arm_mw_ne;ena_arm_mw_n;ena_arm_mlt_se;ena_arm_mlt_s;ena_arm_mlt_ne;ena_arm_mlt_n;vol_ena_arm_mlt_se;vol_ena_arm_mlt_s;vol_ena_arm_mlt_ne;vol_ena_arm_mlt_n;dias_contabilizados
1061;2005;5;206;2005-05-14;2005-05-20;22985;10348;6459.28571428571;8497.85714285714;84.4600012642857;164.528569902857;90.94428471;99.7042846671428;22871;5288.57142857143;6443.42857142857;4471.14285714286;84.0400009157143;84.0857140671429;90.7242856714286;52.4585718442857;2.35928742437986;42.713786972193;6.98182570768972;8.53015497730657;7
1060;2005;5;207;2005-05-21;2005-05-27;29792;21065.5714285714;5263.71428571429;7093.42857142857;109.471430095714;334.934282574286;74.1128583642857;83.2257156371429;29239.5714285714;15941.4285714286;5239.14285714286;4198.71428571429;107.441429137143;253.461427962857;73.76714107;49.2628571642857;22.068807450564;50.9563178918536;2.67080324821604;5.98706059782118;7
1059;2005;5;208;2005-05-28;2005-06-03;37300;9714.71428571429;4833;5307.42857142857;145.091428484286;144.370001655714;82.6728570128571;90.4242853428571;36190.1428571429;9225.71428571429;4821.71428571429;4568.71428571429;140.935714721429;136.731428964286;82.49142783;78.5542858671429;6.57882260514494;33.0004991510602;16.7321105164657;29.8166084526198;7
1058;2005;6;209;2005-06-04;2005-06-10;27548.8571428571;5560.71428571429;4965;4410.42857142857;115.880000522857;72.2271434242857;105.829998562857;110.245715551429;27224;5554;4964.71428571429;3901;114.51285771;72.1399988442857;105.822855268571;97.5142854957143;12.6343125441941;12.8498788503213;3.15062865322978;4.91087058431495;7
1057;2005;6;210;2005-06-11;2005-06-17;22800.8571428571;15039.1428571429;4654.85714285714;3490.42857142857;95.9085715157143;195.338569095714;99.2171423785714;87.2485733028571;22523.8571428571;11413;4651;3490.42857142857;94.7428567071429;148.240000044286;99.1357149385714;87.2485733028571;1.65218769935531;76.9848071561966;7.54792269428011;4.41711965049604;7
1056;2005;6;211;2005-06-18;2005-06-24;25199;20702.8571428571;3956.71428571429;3044;105.994283401429;268.904288155714;84.3371407657143;76.0871418542857;24152.1428571429;16137.8571428571;3956.71428571429;3043.28571428571;101.592856271429;209.60999843;84.3371407657143;76.0685708171428;1.65402276532213;41.3186121289178;1.46476149374242;3.37674062982086;7
1055;2005;6;212;2005-06-25;2005-07-01;24099;9030.71428571429;3960.28571428571;2643.42857142857;104.234285628571;116.908571517143;86.95285797;72.57857023;23680.7142857143;8718.14285714286;3960.28571428571;2643.42857142857;102.468571252857;112.854286192857;86.95285797;72.57857023;6.54589695262621;17.641121914636;6.40837250311764;15.4751447608746;7
1054;2005;7;213;2005-07-02;2005-07-08;21300.4285714286;6291.85714285714;3768.71428571429;2292.42857142857;108.06857191;79.3342862814286;97.39428602;99.5914284871428;21209.1428571429;6260.85714285714;3746;2292.42857142857;107.608571735714;78.9414280485714;96.8085708614286;99.5914284871428;4.16931886412421;3.30366867394332;2.29361170861519;3.47341500202623;7
1053;2005;7;214;2005-07-09;2005-07-15;19117.8571428571;4884.71428571429;3620.14285714286;2075.71428571429;96.9942866728572;61.5914284857143;93.5557141985714;90.1742847985714;18993.1428571429;4877.85714285714;3600.57142857143;2075.71428571429;96.3628572714286;61.5042849942857;93.0499997814286;90.1742847985714;3.20738575970713;5.5554984080069;1.82113430262743;6.30765520127099;7
1052;2005;7;215;2005-07-16;2005-07-22;18391.1428571429;6564.85714285714;3445.71428571429;1835.57142857143;93.30857086;82.7771421171429;89.0485730842857;79.7428588871429;18251.8571428571;6402.57142857143;3426.57142857143;1835.57142857143;92.60142953;80.7285706657143;88.5528597157143;79.7428588871429;2.83416255543372;14.8506767294303;0.67591209140173;1.66506030409235;7
1051;2005;7;216;2005-07-23;2005-07-29;19927.4285714286;9523.71428571429;3463.28571428571;1661.28571428571;101.10571507;120.085715157143;89.5014299671429;72.1714281357143;19866.7142857143;9212.85714285714;3446.28571428571;1661.28571428571;100.794285364286;116.165714808571;89.0614297057143;72.1714281357143;1.82939628449783;15.0646788401955;0.508081632388857;3.46970550612134;7
1050;2005;7;217;2005-07-30;2005-08-05;18685;6150.85714285714;3250.14285714286;1413.28571428571;108.027143207143;83.5771418985714;92.61428506;79.4299992128571;18617.1428571429;6140.85714285714;3231.57142857143;1413.28571428571;107.632857185714;83.4428569242857;92.0885718214286;79.4299992128571;6.55468359099352;8.83698207464814;5.01168916867647;9.97289051299778;7
1049;2005;8;218;2005-08-06;2005-08-12;15988.1428571429;5413.71428571429;2944.28571428571;1315.71428571429;97.3128564028572;76.16714314;87.2514288757143;81.4842856271429;15848;5359.42857142857;2922.42857142857;1315.71428571429;96.45714351;75.4042854314286;86.6042851042857;81.4842856271429;3.03062561999727;18.6877243219364;0.587164680702079;2.22933320283639;7
1048;2005;8;219;2005-08-13;2005-08-19;15400.7142857143;5248.57142857143;2959.42857142857;1275.42857142857;93.7400000428571;73.8428562714286;87.6985713428572;78.9885711671429;15256.1428571429;5227.85714285714;2937;1275.42857142857;92.8571439485714;73.5528564442857;87.0342864971429;78.9885711671429;1.3830489551833;7.85072630246949;0.482868985510301;2.46978464743019;7
1047;2005;8;220;2005-08-20;2005-08-26;14985.7142857143;4727.28571428571;2948.85714285714;1162;91.2100001757143;66.5114282871429;87.3871416357143;71.9657135014286;14863.2857142857;4641.57142857143;2927;1162;90.4657124114286;65.3042864128571;86.7385711671428;71.9657135014286;2.04323169102044;3.42012653077;0.770571666136843;9.4953830898929;7
1046;2005;8;221;2005-08-27;2005-09-02;14710.4285714286;10855.4285714286;2876;1033.71428571429;89.4757134585714;139.025714328571;88.08857182;69.0285699028571;14561.5714285714;8977.85714285714;2850.71428571429;1033.71428571429;88.5699996942857;115.440000261429;87.3114286142857;69.0285699028571;1.4873787378379;76.0061828667656;4.12999030714079;10.6765106947994;7
1045;2005;9;222;2005-09-03;2005-09-09;17175.5714285714;21553.1428571429;2884;940.857142857143;104.467142377143;257.998574392857;95.61428506;73.7157135;17039.7142857143;14044;2872.57142857143;940.857142857143;103.645713805714;168.111427307143;95.2357134142857;73.7157135;6.24803884762758;35.7163665325348;0.636364816377105;4.53478331633489;7
1044;2005;9;223;2005-09-10;2005-09-16;17837.7142857143;18678.5714285714;2885.28571428571;1043.57142857143;107.702856881429;223.58857073;95.6571415485714;81.76285662;17764;6907.14285714286;2856.71428571429;1043.57142857143;107.261429921429;82.6799997614286;94.7099990842857;81.76285662;3.66005126246229;22.7421392058986;1.58218336088784;4.08350315504378;7
1043;2005;9;224;2005-09-17;2005-09-23;19347.2857142857;19453.1428571429;3096.14285714286;952.714285714286;116.819998605714;232.858570644286;102.648570471429;74.6457138071429;19234.7142857143;11877.4285714286;3067.28571428571;952.714285714286;116.138569422857;142.177143642857;101.692856922857;74.6457138071429;0.571764787913474;22.6991832137746;3.49123498631379;4.51028461837485;7
1042;2005;9;225;2005-09-24;2005-09-30;21388.1428571429;15018;2789;1031.28571428571;129.140000478571;179.76714216;92.4657135014286;80.7985719971429;20758;9607.71428571429;2760.42857142857;1031.28571428571;125.337141854286;115.005713325714;91.5171421585714;80.7985719971429;4.24546362519774;20.5931850955488;1.69312026260325;6.45473836829317;7
1041;2005;10;226;2005-10-01;2005-10-07;21684.7142857143;20878.1428571429;3003.28571428571;1079.42857142857;109.872856138571;212.677143641429;91.2442855828572;75.6628570585714;17449.1428571429;6702;2974.85714285714;1079.42857142857;88.4128559671428;68.2699993685714;90.3785716471428;75.6628570585714;8.07745882842923;49.0611690649221;3.24948087429603;3.52961442024393;7
1040;2005;10;227;2005-10-08;2005-10-14;22944.1428571429;22419.8571428571;2995.28571428571;1155.85714285714;116.252856664286;228.38142831;91.0000010914286;81.0185699442857;18553.1428571429;9202.14285714286;2967.57142857143;1155.85714285714;94.0057133271429;93.7371425642857;90.15714264;81.0185699442857;10.3300654951802;55.7498466733803;3.35263092144793;3.12989564250456;7
1039;2005;10;228;2005-10-15;2005-10-21;19793.1428571429;26539.1428571429;2701;979.571428571429;100.28857095;270.341426302857;82.0571419842857;68.6642859314286;17818.2857142857;9286.14285714286;2672.28571428571;979.571428571429;90.2814276542857;94.5914301171429;81.1842858457143;68.6642859314286;11.3950886849646;52.1856341200887;5.07857623554585;3.04481508731304;7
1038;2005;10;229;2005-10-22;2005-10-28;22265.8571428571;15506;2443.71428571429;1025;112.817141941429;157.951426915714;74.2400000428571;71.8457151142857;18938.5714285714;7121.42857142857;2415.14285714286;1025;95.9571424214286;72.5428573057143;73.3728572314286;71.8457151142857;10.4260698198389;45.0796427149426;1.91561752544796;3.83113978435307;7
1037;2005;10;230;2005-10-29;2005-11-04;28989.1428571429;20292.8571428571;2334.28571428571;1065.42857142857;128.60999952;244.261426652857;55.12571444;58.58714349;22932.4285714286;6698.28571428571;2305.71428571429;1065.42857142857;101.821428571429;86.8842866085714;54.4499996714286;58.58714349;9.0869670145007;64.3214099807998;14.3009463148458;19.1328940981306;7
1036;2005;11;231;2005-11-05;2005-11-11;25961.2857142857;13066.2857142857;2602.85714285714;1076.71428571429;103.961427961429;185.674285888571;48.3714288985714;45.72714288;23788.1428571429;7001;2592.85714285714;1076.71428571429;95.2614288314286;99.4857139585714;48.1857141757143;45.72714288;5.41775677427361;27.6247569690643;2.1020614078714;5.87536616693611;7
1035;2005;11;232;2005-11-12;2005-11-18;22564.8571428571;8578;3982.85714285714;1314;90.3614283971428;121.892857142857;74.01714216;55.8028575357143;20681.4285714286;6838.71428571429;3982.85714285714;1314;82.8199986028571;97.1785714285714;74.01714216;55.8028575357143;3.34245451828491;14.4199002945473;15.3225238460863;3.06882609684425;7
1034;2005;11;233;2005-11-19;2005-11-25;24460;5990;4795.57142857143;1663.42857142857;97.9485724314286;85.1171417242857;89.1185716885714;70.6428565985714;23749.4285714286;5488;4795.57142857143;1663.42857142857;95.10571398;77.9871422885714;89.1185716885714;70.6428565985714;5.2150424786932;9.57452521904397;6.42997194709431;15.3968044544095;7
1033;2005;11;234;2005-11-26;2005-12-02;36265.1428571429;4878.42857142857;6959.42857142857;2287.14285714286;129.664285931429;73.7271434228571;110.087142945714;83.53857095;34757.5714285714;4763.85714285714;6358.85714285714;2287.14285714286;124.298571994286;72.0657141557143;101.56428527999999;83.53857095;16.908241807956;4.71186054300933;23.2059658630214;23.6484967020525;7
1032;2005;12;235;2005-12-03;2005-12-09;48746.4285714286;3854.85714285714;9701.57142857143;2844;130.298573084286;68.25857217;97.1614270885714;61.4657135;46773.4285714286;3819;9356.28571428571;2844;125.02571433;67.6242850157143;93.7042868457143;61.4657135;9.18689285170023;4.52061205619149;14.2239285891539;4.7224237071066;7
1031;2005;12;236;2005-12-10;2005-12-16;61059.1428571429;2802.42857142857;14133.5714285714;3960.85714285714;163.131430488571;49.6214283542857;141.549998692857;85.6028584071429;54707.8571428571;2794.71428571429;13997.5714285714;3960.85714285714;146.161429268571;49.4885706228571;140.187141418571;85.6028584071429;10.7451470980843;3.5088905505818;12.2894884014921;12.8788931739002;7
1030;2005;12;237;2005-12-17;2005-12-23;59269;2951.71428571429;15538.7142857143;6295;158.345716202857;52.2657149185714;155.621427264286;136.049998691429;46348.4285714286;2939.85714285714;15364.7142857143;6295;123.83000074;52.0571425285714;153.880000522857;136.049998691429;11.0552499852954;4.3321579594625;9.19107518312306;17.6770419522542;7
1029;2005;12;238;2005-12-24;2005-12-30;44355;2919.42857142857;14154;7145.57142857143;118.50428554;51.6957141328571;141.751427787143;154.434284755714;36271.2857142857;2909.14285714286;14153.2857142857;7144.85714285714;96.9057159414286;51.5142860414286;141.744286672857;154.418570382857;2.29682320208904;5.04920426153704;1.05270674803735;9.31892370085084;7
1028;2005;12;239;2005-12-31;2006-01-06;47797.4285714286;2998.42857142857;14747.7142857143;8408.57142857143;97.7814276542857;53.2614282885714;112.367141724286;111.581428525714;43534;2987.85714285714;14747.7142857143;8384.14285714286;88.9885722557143;53.0742852357143;112.367141724286;111.268571035714;13.9580212489191;5.99342666362489;12.9341242607614;14.2530431330615;7
1027;2006;1;240;2006-01-07;2006-01-13;59272.5714285714;2450.85714285714;14972.7142857143;9975.57142857143;116.305714197143;43.5514281142857;108.408572607143;121.777143207143;53159.1428571429;2437.85714285714;14972.7142857143;9948.28571428571;104.30856977;43.3214285714286;108.408572607143;121.44571468;3.01619147277192;3.09984076690749;0.870314035396358;5.68483458450696;7
1026;2006;1;241;2006-01-14;2006-01-20;42468.8571428571;2335.71428571429;13386;9728.71428571429;83.3314285271428;41.5071427485714;96.9228570114286;118.76285771;39485.8571428571;2323.57142857143;13386;9686.14285714286;77.4799979071429;41.2928570342857;96.9228570114286;118.244285582857;9.25774354822503;3.71069501618166;4.0771724372338;4.13109622271407;7
1025;2006;1;242;2006-01-21;2006-01-27;29585.5714285714;4384.71428571429;11511.8571428571;7808.42857142857;58.0514286585714;77.9185714714286;83.3500006557143;95.3214296614286;29358.4285714286;4370.14285714286;11508.5714285714;7557.57142857143;57.6071423114286;77.6600009371429;83.32714299;92.2614288342857;2.88899485427981;20.8127360772141;8.38299765303646;9.33628964277972;7
1024;2006;1;243;2006-01-28;2006-02-03;33809.2857142857;4112.71428571429;7874.42857142857;6409.28571428571;65.16428484;69.9771423328571;55.9400002642857;69.2128568371429;33368.2857142857;4102.14285714286;7850.42857142857;6273.57142857143;64.3057141985714;69.8057142;55.7685721271429;67.7414283742857;5.66982556667568;16.6506131032507;7.25298240407886;10.2598314506303;7
1023;2006;2;244;2006-02-04;2006-02-10;36146.4285714286;2979.14285714286;6605.85714285714;7841.42857142857;68.21142796;45.7100001757143;45.4971427914286;70.2514283314286;35968.8571428571;2970.14285714286;6581.57142857143;7520.28571428571;67.8757128057143;45.5714280257143;45.3300001957143;67.3728572314286;2.15551081630212;1.25013893161283;1.17169343743738;3.36136262406652;7
1022;2006;2;245;2006-02-11;2006-02-17;46994.1428571429;2832.85714285714;6976.42857142857;9591.85714285714;88.6828580571429;43.4642857142857;48.0471425742857;85.9328569685714;46253.5714285714;2821.28571428571;6948.42857142857;8425;87.2842864971429;43.2885714942857;47.85571398;75.4800000857143;6.61776657397128;0.621943954710544;1.66843127613097;1.85535187889101;7
1021;2006;2;246;2006-02-18;2006-02-24;53354.8571428571;3248.28571428571;7023.28571428571;9785.71428571429;100.68571363;49.8385723671429;48.37285723;87.6700003471429;51760.1428571429;3220.57142857143;6994.85714285714;6347.57142857143;97.6771436428571;49.4142853857143;48.1771425514286;56.8671422685714;1.36645172941971;7.52275395992818;0.955784342544805;7.54298796762932;7
1020;2006;2;247;2006-02-25;2006-03-03;50045.5714285714;3061.57142857143;7474.85714285714;9568.14285714286;97.2414278328571;50.2328572957143;51.7342850828571;80.2985709042857;46235.2857142857;3054;7451.57142857143;4929;89.86428615;50.1085711885714;51.5699996928571;41.1271433142857;3.42316534415269;3.93116325988666;1.13014723716286;4.18321928924034;7
1019;2006;3;248;2006-03-04;2006-03-10;50461.7142857143;2617.85714285714;7104.42857142857;9817;101.937142507143;46.7200001314286;49.4914289214286;75.0157143728571;45420;2603.85714285714;7089;4863.28571428571;91.7514277857143;46.4714273714286;49.3842855185714;37.1614281785714;3.49431167938748;4.57080411982927;1.96394895837939;7.54495727104482;7
1018;2006;3;249;2006-03-11;2006-03-17;55218.4285714286;1947;9916.28571428571;10095;111.545716422857;34.74857085;69.0814285285714;77.1371427285714;42936.4285714286;1939.85714285714;9912.28571428571;5503.14285714286;86.7357145042857;34.6199994742857;69.0542864114286;42.0514289314286;4.1668476488891;3.17516398726647;4.6895697103637;8.36947362723305;7
1017;2006;3;250;2006-03-18;2006-03-24;57392.5714285714;3103.14285714286;11471;12402.7142857143;115.937141418571;55.3799994328571;79.9128581457143;94.7728587571429;43691.2857142857;3096;11461.5714285714;5624.85714285714;88.2599988657143;55.25571442;79.8457140228571;42.9828572942857;2.9079432234884;14.9505996565571;5.20768640246695;5.28640612534795;7
1016;2006;3;251;2006-03-25;2006-03-31;54823.4285714286;4475.42857142857;15386.1428571429;13136.7142857143;110.748571122857;79.8728572285714;107.18714251;100.379999435714;46640.5714285714;4467.42857142857;15376.8571428571;6165;94.21571241;79.7299989971429;107.12285832;47.1085717342857;5.91944514725555;4.77611279499031;7.91745477476238;6.22991760907549;7
1015;2006;4;252;2006-04-01;2006-04-07;52606.8571428571;3501.28571428571;16693;15539.2857142857;137.711427961429;67.5914295728571;142.410001481429;118.82142857;44506.4285714286;3489.14285714286;16605;5662.71428571429;116.505713325714;67.3571428571429;141.659999302857;43.29857145;3.523525321639;7.46619379640383;6.49562881403277;3.88293472355464;7
1014;2006;4;253;2006-04-08;2006-04-14;53192.5714285714;2764.71428571429;14423.8571428571;18396.8571428571;139.24285888571401;53.3714278085714;123.051430838571;140.671425957143;43706.4285714286;2754;14192.7142857143;5644.57142857143;114.412855965714;53.1642859328571;121.082857404286;43.1599998485714;5.8221629213496104;6.08889172837532;7.33204048089799;3.06460524855462;7
1013;2006;4;254;2006-04-15;2006-04-21;47296.1428571429;2138.57142857143;12086.7142857143;17739.7142857143;123.808571951429;41.2842859528571;103.112856182857;135.647144861429;37922;2127.28571428571;11691.4285714286;5192.85714285714;99.2699999128571;41.0671430314286;99.7428577971429;39.70571436;8.19489786075707;2.6875620224819;6.69403305240096;7.93481156442122;7
1012;2006;4;255;2006-04-22;2006-04-28;37377.5714285714;1710.85714285714;11183.7142857143;18475.7142857143;97.8457129328571;33.0271429342857;95.4099993014286;141.274285452857;33121.8571428571;1696.85714285714;9888.57142857143;5292.28571428571;86.7042857585714;32.7571435642857;84.3614283971429;40.4685712542857;1.66230553295294;3.63035714979104;5.07244984714503;4.41410015653271;7
1011;2006;4;256;2006-04-29;2006-05-05;30549.1428571429;1235;10074.4285714286;16961.7142857143;100.197144644286;19.9728567957143;125.330000741429;178.032856532857;28400.1428571429;1227.57142857143;8760.57142857143;4986.14285714286;93.3328574042857;19.8499998371429;109.491427831429;52.27999987;11.4429293493924;3.22556470281312;23.9528412486331;8.38622065535295;7
1010;2006;5;257;2006-05-06;2006-05-12;27476.8571428571;1204.14285714286;8174.28571428571;15382.7142857143;97.9928567057143;17.8871428628571;115.094287328571;180.484287805714;27206.1428571429;1197.14285714286;7793.42857142857;5133.85714285714;97.0299998685714;17.7814283357143;109.732857838571;60.2342867171429;1.64784728630211;3.85553002613134;5.83275416473995;7.3071131544136;7
1009;2006;5;258;2006-05-13;2006-05-19;26179.4285714286;1287.71428571429;6902.28571428571;14724.4285714286;93.0828563128571;19.1300002514286;97.18571363;172.761426654286;25667.4285714286;1280.85714285714;6633.14285714286;4900.42857142857;91.2657143728571;19.0271432071429;93.3971426828572;57.4957150057143;2.2745529888829;1.80973035016931;4.32295573801831;8.21509086465056;7
1008;2006;5;259;2006-05-20;2006-05-26;27313.8571428571;1208.42857142857;5658.14285714286;13116.5714285714;96.8900004785714;17.9499999457143;79.6671425942857;153.897144861429;27195.7142857143;1201.57142857143;5535.71428571429;5008;96.4714290071429;17.8514287128571;77.9428580157143;58.75857217;2.62916670294314;0.64416428350466;5.28652984533759;7.8533062942318;7
1007;2006;5;260;2006-05-27;2006-06-02;25979.4285714286;1067.28571428571;4882.42857142857;9973.42857142857;95.9857155942857;15.0500000542857;78.3685705985714;149.721430095714;25873.7142857143;1053.85714285714;4837.28571428571;5302.57142857143;95.5857151585714;14.8585713242857;77.5771429857143;83.4814300528571;4.20788041955393;1.56028214050116;13.8206578529889;39.0017893322527;7
1006;2006;6;261;2006-06-03;2006-06-09;23571.5714285714;1086.85714285714;4370.28571428571;6894;96.4128559671429;13.2228572028571;93.1542859757143;172.325714111429;23516.2857142857;973.571428571429;4338.85714285714;5253.28571428571;96.1857125414286;11.8471429;92.4842845357143;131.314285278571;1.82476224935041;1.55475289397049;0.903712199055101;5.44048036588736;7
1005;2006;6;262;2006-06-10;2006-06-16;22187.1428571429;1180;4037.28571428571;5120.28571428571;90.7499999985714;14.3585713242857;86.0557131071429;127.989998954286;22143.5714285714;1010.28571428571;4010;4766.14285714286;90.5714307528572;12.2942857757143;85.4757145471428;119.137144905714;1.58582737625373;0.698328057754897;4.91910562822665;5.20695370703302;7
1004;2006;6;263;2006-06-17;2006-06-23;21251.1428571429;2475.14285714286;3621.85714285714;4000.28571428571;86.9199992585714;30.1157139385714;77.2000002157143;99.9957144614286;21130;2264.57142857143;3598.14285714286;3949.42857142857;86.4257147657143;27.5557143357143;76.6942858014286;98.7228567928571;1.40128434090445;17.227904476488;1.03132241877176;6.39474157512712;7
1003;2006;6;264;2006-06-24;2006-06-30;20455.7142857143;2393.28571428571;3576.71428571429;3370.42857142857;83.6685725642857;29.1214289;76.2385711671429;84.2471422457143;20347.7142857143;2161.57142857143;3569.28571428571;3321.71428571429;83.2257156371429;26.3000000557143;76.08000074;83.0285720828571;0.672058918087194;3.7990345699314;0.607370454314514;2.52281144871554;7
1002;2006;7;265;2006-07-01;2006-07-07;20761.5714285714;1453.57142857143;3415.14285714286;2898.85714285714;102.637141635714;17.0399999628571;88.2571432942857;125.935713632857;20632.5714285714;1300.71428571429;3404.28571428571;2872.28571428571;102.001429967143;15.2485715328571;87.9771434242857;124.779999868571;0.67966664022579;1.48143453557534;2.95469037202611;8.96105481095744;7
1001;2006;7;266;2006-07-08;2006-07-14;20682;1639.57142857143;3326.71428571429;2543.14285714286;102.12714277;19.2185709814286;85.9728567942857;110.480000088571;20618.8571428571;1506.42857142857;3321.14285714286;2516;101.81428527999999;17.65857138;85.8271429871428;109.302857534286;1.63448272279424;2.55400625815326;1.39824430201949;4.94334079602203;7
1000;2006;7;267;2006-07-15;2006-07-21;19484;1406.85714285714;3276.85714285714;2196.28571428571;96.21142905;16.4928573885714;84.6828580585714;95.4128559642857;19387.1428571429;1262.57142857143;3276.85714285714;2170.42857142857;95.73285675;14.8028569885714;84.6828580585714;94.2871420714286;2.73243323436731;0.82693644634024;1.19219396915672;5.34809478970369;7
999;2006;7;268;2006-07-22;2006-07-28;17907;4035.85714285714;3102.71428571429;2038.42857142857;88.4228570128571;47.31285722;80.1828547871429;88.5557142;17754;3557;3102.71428571429;2019.85714285714;87.6685714742857;41.6971423285714;80.1828547871429;87.7485700342857;2.5185798254772;34.044909341861;1.18703706436013;2.59730197014848;7
998;2006;7;269;2006-07-29;2006-08-04;17822.1428571429;3218;3031.71428571429;1896.28571428571;97.52999987;39.5199999128571;84.9471424657143;101.695713588571;17007.2857142857;2944.71428571429;3010.71428571429;1880.28571428571;92.8685705985714;36.1857141771429;84.3500006542857;100.838570728571;8.20502539807678;9.33599603250648;6.4496142083931;14.666360216929201;7
997;2006;8;270;2006-08-05;2006-08-11;17852.7142857143;1836.14285714286;3091.71428571429;1671.42857142857;105.052858624286;23.6042853771429;91.6200005685714;103.514286587143;16387.8571428571;1686;3085.14285714286;1657.28571428571;96.4328569685714;21.6700000757143;91.4257136757143;102.637142725714;2.91334005356137;1.68923031191731;0.721592713264581;3.76832748181211;7
996;2006;8;271;2006-08-12;2006-08-18;16704.5714285714;6543.28571428571;3083.85714285714;1392;98.2957153314286;84.1071423128571;91.3885726928571;86.2085734771429;15246.5714285714;6297.42857142857;3074.14285714286;1380.28571428571;89.7185712542857;80.9500006271429;91.0999995642857;85.4842856285714;3.12146454972689;81.7726960508669;1.07382582778005;6.72549026954838;7
995;2006;8;272;2006-08-19;2006-08-25;15576.1428571429;4573.14285714286;2983.14285714286;1302.57142857143;91.6557148528571;58.7842848628571;88.4042870657143;80.67000035;14150.8571428571;4361.14285714286;2960.71428571429;1293.14285714286;83.2699988228571;56.0585708642857;87.7399989528571;80.0871429457143;2.69047767244737;15.4396282030505;1.0146609793117;4.78804562618031;7
994;2006;8;273;2006-08-26;2006-09-01;15909.1428571429;2526.71428571429;2990.85714285714;1363;93.7300000871429;31.70142855;90.1428582328572;87.5957140228571;14475.1428571429;2367.28571428571;2966.42857142857;1359.14285714286;85.2785720814286;29.6928574671429;89.40714482;87.3471429;4.78086013095257;2.57084127666975;4.1610808995196;9.68404435663705;7
993;2006;9;274;2006-09-02;2006-09-08;18120.1428571429;4148.14285714286;3009.28571428571;1321;107.432856968571;45.8371424;99.7685721257143;103.498572215714;16542.7142857143;4032.71428571429;2984.71428571429;1317.14285714286;98.0799996514286;44.5628574942857;98.95285688;103.197143555714;7.59561752392138;7.81445573258827;0.846063718608509;3.35046090691782;7
992;2006;9;275;2006-09-09;2006-09-15;16901.8571428571;3621.71428571429;2883.14285714286;1197.71428571429;100.131429401429;40.0214287885714;95.5871429457143;93.8371418528571;15553.7142857143;3525;2860.28571428571;1195.42857142857;92.1442860185714;38.9514280042857;94.8285707728571;93.6599993014286;6.2742760150493;5.19931192471073;1.30938141202702;3.46984709789538;7
991;2006;9;276;2006-09-16;2006-09-22;16410.5714285714;4330;2855.14285714286;1106;97.22000013;47.8457151157143;94.6585726071429;86.6514282214286;15044.7142857143;4241;2834.42857142857;1106;89.1285727357143;46.8628578185714;93.9714290085714;86.6514282214286;4.81689283401014;10.1157707382146;1.06698164582536;2.52430530113792;7
990;2006;9;277;2006-09-23;2006-09-29;19555.8571428571;5076.71428571429;2906.57142857143;1127.42857142857;115.852857318571;56.0971429028571;96.3614283985714;88.3328574042857;18297.1428571429;5012;2883.42857142857;1127.42857142857;108.397143775714;55.38285773;95.5971429014286;88.3328574042857;2.58268340317192;5.82471458284237;0.790921866108859;11.3849274300154;7
989;2006;9;278;2006-09-30;2006-10-06;20522.1428571429;5412.57142857143;2949.28571428571;1331.85714285714;104.277143205714;52.5357142857143;90.75857217;94.9700001328571;19090.8571428571;5393;2927.14285714286;1331.85714285714;97.0314287457143;52.3385712771429;90.0785718657143;94.9700001328571;7.80940577355967;4.68672408858372;3.00156335484926;7.4250931931708;7
988;2006;10;279;2006-10-07;2006-10-13;25367;4583;2912.42857142857;1222.28571428571;125.384286062857;43.7028568814286;88.4799989957143;85.6771414628571;24057.8571428571;4570.42857142857;2889.14285714286;1222.28571428571;118.911428178571;43.58285686;87.7757154214286;85.6771414628571;2.17723351351235;6.15560658017106;3.97546114734509;2.61129308533795;7
987;2006;10;280;2006-10-14;2006-10-20;27351;4342.71428571429;3702.28571428571;1394;135.188570295714;41.4099998442857;112.478572302857;97.7114279614286;25944.8571428571;4329.28571428571;3683.85714285714;1394;128.238572255714;41.2842854085714;111.917142595714;97.7114279614286;5.01825179052892;2.30448752474106;6.98669715574912;6.56392474582497;7
986;2006;10;281;2006-10-21;2006-10-27;27079.8571428571;3041.71428571429;5047.85714285714;1853.28571428571;133.845714024286;29.0057138728571;153.358570644286;129.907145905714;25500.1428571429;3028.57142857143;5037;1853.28571428571;126.03857204;28.8814288557143;153.027143205714;129.907145905714;9.94031769048005;4.58702302562717;13.2663305163303;13.4730616546462;7
985;2006;10;282;2006-10-28;2006-11-03;22216.8571428571;2662.57142857143;6029.14285714286;2148.14285714286;99.5457153328571;30.4800000871429;150.62714168;122.874286107143;21207;2646;6010;2148.14285714286;94.9142859328572;30.2985711771429;150.115716117143;122.874286107143;11.9739725065457;10.6569046971409;29.3537985709258;22.7180304474805;7
984;2006;11;283;2006-11-04;2006-11-10;28439.4285714286;4649.85714285714;6434.28571428571;2612.85714285714;109.777145385714;62.3499995642857;119.574286322857;110.964286807143;27723;4634.42857142857;6423.71428571429;2612.85714285714;107.011428832857;62.1442854728571;119.375713892857;110.964286807143;12.7167656650534;14.396465491904;3.96828622899572;2.50955380423249;7
