DATE;CODE;RAW DATE;DAY;MONTH;YEAR;VALUE (R$ ou u.m.c.)
2007-09-24;GM366_ERC366;2007-09-24T00:00:00-03:00;24;9;2007;1,8686
2007-09-25;GM366_ERC366;2007-09-25T00:00:00-03:00;25;9;2007;1,8648
2007-09-26;GM366_ERC366;2007-09-26T00:00:00-03:00;26;9;2007;1,8485
2007-09-27;GM366_ERC366;2007-09-27T00:00:00-03:00;27;9;2007;1,8401
2007-09-28;GM366_ERC366;2007-09-28T00:00:00-03:00;28;9;2007;1,8381
2007-09-29;GM366_ERC366;2007-09-29T00:00:00-03:00;29;9;2007;
2007-09-30;GM366_ERC366;2007-09-30T00:00:00-03:00;30;9;2007;
2007-10-01;GM366_ERC366;2007-10-01T00:00:00-03:00;1;10;2007;1,8217
2007-10-02;GM366_ERC366;2007-10-02T00:00:00-03:00;2;10;2007;1,8227
2007-10-03;GM366_ERC366;2007-10-03T00:00:00-03:00;3;10;2007;1,8266
2007-10-04;GM366_ERC366;2007-10-04T00:00:00-03:00;4;10;2007;1,8276
2007-10-05;GM366_ERC366;2007-10-05T00:00:00-03:00;5;10;2007;1,8084
2007-10-06;GM366_ERC366;2007-10-06T00:00:00-03:00;6;10;2007;
2007-10-07;GM366_ERC366;2007-10-07T00:00:00-03:00;7;10;2007;
2007-10-08;GM366_ERC366;2007-10-08T00:00:00-03:00;8;10;2007;1,8125
2007-10-09;GM366_ERC366;2007-10-09T00:00:00-03:00;9;10;2007;1,81
2007-10-10;GM366_ERC366;2007-10-10T00:00:00-03:00;10;10;2007;1,804
2007-10-11;GM366_ERC366;2007-10-11T00:00:00-03:00;11;10;2007;1,7912
2007-10-12;GM366_ERC366;2007-10-12T00:00:00-03:00;12;10;2007;
2007-10-13;GM366_ERC366;2007-10-13T00:00:00-03:00;13;10;2007;
2007-10-14;GM366_ERC366;2007-10-14T00:00:00-03:00;14;10;2007;
2007-10-15;GM366_ERC366;2007-10-15T00:00:00-02:00;15;10;2007;1,807
2007-10-16;GM366_ERC366;2007-10-16T00:00:00-02:00;16;10;2007;1,8234
2007-10-17;GM366_ERC366;2007-10-17T00:00:00-02:00;17;10;2007;1,813
2007-10-18;GM366_ERC366;2007-10-18T00:00:00-02:00;18;10;2007;1,8063
2007-10-19;GM366_ERC366;2007-10-19T00:00:00-02:00;19;10;2007;1,7956
2007-10-20;GM366_ERC366;2007-10-20T00:00:00-02:00;20;10;2007;
2007-10-21;GM366_ERC366;2007-10-21T00:00:00-02:00;21;10;2007;
2007-10-22;GM366_ERC366;2007-10-22T00:00:00-02:00;22;10;2007;1,8198
2007-10-23;GM366_ERC366;2007-10-23T00:00:00-02:00;23;10;2007;1,7999
2007-10-24;GM366_ERC366;2007-10-24T00:00:00-02:00;24;10;2007;1,7961
2007-10-25;GM366_ERC366;2007-10-25T00:00:00-02:00;25;10;2007;1,7888
2007-10-26;GM366_ERC366;2007-10-26T00:00:00-02:00;26;10;2007;1,7744
2007-10-27;GM366_ERC366;2007-10-27T00:00:00-02:00;27;10;2007;
2007-10-28;GM366_ERC366;2007-10-28T00:00:00-02:00;28;10;2007;
2007-10-29;GM366_ERC366;2007-10-29T00:00:00-02:00;29;10;2007;1,7587
2007-10-30;GM366_ERC366;2007-10-30T00:00:00-02:00;30;10;2007;1,7544
2007-10-31;GM366_ERC366;2007-10-31T00:00:00-02:00;31;10;2007;1,7432
2007-11-01;GM366_ERC366;2007-11-01T00:00:00-02:00;1;11;2007;1,7452
2007-11-02;GM366_ERC366;2007-11-02T00:00:00-02:00;2;11;2007;
2007-11-03;GM366_ERC366;2007-11-03T00:00:00-02:00;3;11;2007;
2007-11-04;GM366_ERC366;2007-11-04T00:00:00-02:00;4;11;2007;
2007-11-05;GM366_ERC366;2007-11-05T00:00:00-02:00;5;11;2007;1,7548
2007-11-06;GM366_ERC366;2007-11-06T00:00:00-02:00;6;11;2007;1,7317
2007-11-07;GM366_ERC366;2007-11-07T00:00:00-02:00;7;11;2007;1,7392
2007-11-08;GM366_ERC366;2007-11-08T00:00:00-02:00;8;11;2007;1,7346
2007-11-09;GM366_ERC366;2007-11-09T00:00:00-02:00;9;11;2007;1,7482
2007-11-10;GM366_ERC366;2007-11-10T00:00:00-02:00;10;11;2007;
2007-11-11;GM366_ERC366;2007-11-11T00:00:00-02:00;11;11;2007;
2007-11-12;GM366_ERC366;2007-11-12T00:00:00-02:00;12;11;2007;1,7732
2007-11-13;GM366_ERC366;2007-11-13T00:00:00-02:00;13;11;2007;1,7674
2007-11-14;GM366_ERC366;2007-11-14T00:00:00-02:00;14;11;2007;1,737
2007-11-15;GM366_ERC366;2007-11-15T00:00:00-02:00;15;11;2007;
2007-11-16;GM366_ERC366;2007-11-16T00:00:00-02:00;16;11;2007;1,7406
2007-11-17;GM366_ERC366;2007-11-17T00:00:00-02:00;17;11;2007;
2007-11-18;GM366_ERC366;2007-11-18T00:00:00-02:00;18;11;2007;
2007-11-19;GM366_ERC366;2007-11-19T00:00:00-02:00;19;11;2007;1,7585
2007-11-20;GM366_ERC366;2007-11-20T00:00:00-02:00;20;11;2007;1,7639
2007-11-21;GM366_ERC366;2007-11-21T00:00:00-02:00;21;11;2007;1,7858
2007-11-22;GM366_ERC366;2007-11-22T00:00:00-02:00;22;11;2007;1,7739
2007-11-23;GM366_ERC366;2007-11-23T00:00:00-02:00;23;11;2007;1,7954
2007-11-24;GM366_ERC366;2007-11-24T00:00:00-02:00;24;11;2007;
2007-11-25;GM366_ERC366;2007-11-25T00:00:00-02:00;25;11;2007;
2007-11-26;GM366_ERC366;2007-11-26T00:00:00-02:00;26;11;2007;1,8102
2007-11-27;GM366_ERC366;2007-11-27T00:00:00-02:00;27;11;2007;1,8493
2007-11-28;GM366_ERC366;2007-11-28T00:00:00-02:00;28;11;2007;1,801
2007-11-29;GM366_ERC366;2007-11-29T00:00:00-02:00;29;11;2007;1,7897
2007-11-30;GM366_ERC366;2007-11-30T00:00:00-02:00;30;11;2007;1,7829
2007-12-01;GM366_ERC366;2007-12-01T00:00:00-02:00;1;12;2007;
2007-12-02;GM366_ERC366;2007-12-02T00:00:00-02:00;2;12;2007;
2007-12-03;GM366_ERC366;2007-12-03T00:00:00-02:00;3;12;2007;1,788
2007-12-04;GM366_ERC366;2007-12-04T00:00:00-02:00;4;12;2007;1,8225
2007-12-05;GM366_ERC366;2007-12-05T00:00:00-02:00;5;12;2007;1,7948
2007-12-06;GM366_ERC366;2007-12-06T00:00:00-02:00;6;12;2007;1,7865
2007-12-07;GM366_ERC366;2007-12-07T00:00:00-02:00;7;12;2007;1,7608
2007-12-08;GM366_ERC366;2007-12-08T00:00:00-02:00;8;12;2007;
2007-12-09;GM366_ERC366;2007-12-09T00:00:00-02:00;9;12;2007;
2007-12-10;GM366_ERC366;2007-12-10T00:00:00-02:00;10;12;2007;1,7612
2007-12-11;GM366_ERC366;2007-12-11T00:00:00-02:00;11;12;2007;1,7642
2007-12-12;GM366_ERC366;2007-12-12T00:00:00-02:00;12;12;2007;1,7616
2007-12-13;GM366_ERC366;2007-12-13T00:00:00-02:00;13;12;2007;1,7738
2007-12-14;GM366_ERC366;2007-12-14T00:00:00-02:00;14;12;2007;1,7951
2007-12-15;GM366_ERC366;2007-12-15T00:00:00-02:00;15;12;2007;
2007-12-16;GM366_ERC366;2007-12-16T00:00:00-02:00;16;12;2007;
2007-12-17;GM366_ERC366;2007-12-17T00:00:00-02:00;17;12;2007;1,8115
2007-12-18;GM366_ERC366;2007-12-18T00:00:00-02:00;18;12;2007;1,8083
2007-12-19;GM366_ERC366;2007-12-19T00:00:00-02:00;19;12;2007;1,8011
2007-12-20;GM366_ERC366;2007-12-20T00:00:00-02:00;20;12;2007;1,8024
2007-12-21;GM366_ERC366;2007-12-21T00:00:00-02:00;21;12;2007;1,7958
2007-12-22;GM366_ERC366;2007-12-22T00:00:00-02:00;22;12;2007;
2007-12-23;GM366_ERC366;2007-12-23T00:00:00-02:00;23;12;2007;
2007-12-24;GM366_ERC366;2007-12-24T00:00:00-02:00;24;12;2007;1,7901
2007-12-25;GM366_ERC366;2007-12-25T00:00:00-02:00;25;12;2007;
2007-12-26;GM366_ERC366;2007-12-26T00:00:00-02:00;26;12;2007;1,7787
2007-12-27;GM366_ERC366;2007-12-27T00:00:00-02:00;27;12;2007;1,7663
2007-12-28;GM366_ERC366;2007-12-28T00:00:00-02:00;28;12;2007;1,7705
2007-12-29;GM366_ERC366;2007-12-29T00:00:00-02:00;29;12;2007;
2007-12-30;GM366_ERC366;2007-12-30T00:00:00-02:00;30;12;2007;
2007-12-31;GM366_ERC366;2007-12-31T00:00:00-02:00;31;12;2007;1,7705
2008-01-01;GM366_ERC366;2008-01-01T00:00:00-02:00;1;1;2008;
2008-01-02;GM366_ERC366;2008-01-02T00:00:00-02:00;2;1;2008;1,7714
2008-01-03;GM366_ERC366;2008-01-03T00:00:00-02:00;3;1;2008;1,7561
2008-01-04;GM366_ERC366;2008-01-04T00:00:00-02:00;4;1;2008;1,7566
2008-01-05;GM366_ERC366;2008-01-05T00:00:00-02:00;5;1;2008;
2008-01-06;GM366_ERC366;2008-01-06T00:00:00-02:00;6;1;2008;
2008-01-07;GM366_ERC366;2008-01-07T00:00:00-02:00;7;1;2008;1,7667
2008-01-08;GM366_ERC366;2008-01-08T00:00:00-02:00;8;1;2008;1,7546
2008-01-09;GM366_ERC366;2008-01-09T00:00:00-02:00;9;1;2008;1,7683
2008-01-10;GM366_ERC366;2008-01-10T00:00:00-02:00;10;1;2008;1,762
2008-01-11;GM366_ERC366;2008-01-11T00:00:00-02:00;11;1;2008;1,7528
2008-01-12;GM366_ERC366;2008-01-12T00:00:00-02:00;12;1;2008;
2008-01-13;GM366_ERC366;2008-01-13T00:00:00-02:00;13;1;2008;
2008-01-14;GM366_ERC366;2008-01-14T00:00:00-02:00;14;1;2008;1,7406
2008-01-15;GM366_ERC366;2008-01-15T00:00:00-02:00;15;1;2008;1,7442
2008-01-16;GM366_ERC366;2008-01-16T00:00:00-02:00;16;1;2008;1,7622
2008-01-17;GM366_ERC366;2008-01-17T00:00:00-02:00;17;1;2008;1,7679
2008-01-18;GM366_ERC366;2008-01-18T00:00:00-02:00;18;1;2008;1,7842
2008-01-19;GM366_ERC366;2008-01-19T00:00:00-02:00;19;1;2008;
2008-01-20;GM366_ERC366;2008-01-20T00:00:00-02:00;20;1;2008;
2008-01-21;GM366_ERC366;2008-01-21T00:00:00-02:00;21;1;2008;1,8293
2008-01-22;GM366_ERC366;2008-01-22T00:00:00-02:00;22;1;2008;1,8033
2008-01-23;GM366_ERC366;2008-01-23T00:00:00-02:00;23;1;2008;1,8139
2008-01-24;GM366_ERC366;2008-01-24T00:00:00-02:00;24;1;2008;1,7875
2008-01-25;GM366_ERC366;2008-01-25T00:00:00-02:00;25;1;2008;1,7904
2008-01-26;GM366_ERC366;2008-01-26T00:00:00-02:00;26;1;2008;
2008-01-27;GM366_ERC366;2008-01-27T00:00:00-02:00;27;1;2008;
2008-01-28;GM366_ERC366;2008-01-28T00:00:00-02:00;28;1;2008;1,7898
2008-01-29;GM366_ERC366;2008-01-29T00:00:00-02:00;29;1;2008;1,7754
2008-01-30;GM366_ERC366;2008-01-30T00:00:00-02:00;30;1;2008;1,7794
2008-01-31;GM366_ERC366;2008-01-31T00:00:00-02:00;31;1;2008;1,7595
2008-02-01;GM366_ERC366;2008-02-01T00:00:00-02:00;1;2;2008;1,7443
2008-02-02;GM366_ERC366;2008-02-02T00:00:00-02:00;2;2;2008;
2008-02-03;GM366_ERC366;2008-02-03T00:00:00-02:00;3;2;2008;
2008-02-04;GM366_ERC366;2008-02-04T00:00:00-02:00;4;2;2008;
2008-02-05;GM366_ERC366;2008-02-05T00:00:00-02:00;5;2;2008;
2008-02-06;GM366_ERC366;2008-02-06T00:00:00-02:00;6;2;2008;1,7523
2008-02-07;GM366_ERC366;2008-02-07T00:00:00-02:00;7;2;2008;1,7619
2008-02-08;GM366_ERC366;2008-02-08T00:00:00-02:00;8;2;2008;1,7673
2008-02-09;GM366_ERC366;2008-02-09T00:00:00-02:00;9;2;2008;
2008-02-10;GM366_ERC366;2008-02-10T00:00:00-02:00;10;2;2008;
2008-02-11;GM366_ERC366;2008-02-11T00:00:00-02:00;11;2;2008;1,7593
2008-02-12;GM366_ERC366;2008-02-12T00:00:00-02:00;12;2;2008;1,747
2008-02-13;GM366_ERC366;2008-02-13T00:00:00-02:00;13;2;2008;1,7451
2008-02-14;GM366_ERC366;2008-02-14T00:00:00-02:00;14;2;2008;1,7461
2008-02-15;GM366_ERC366;2008-02-15T00:00:00-02:00;15;2;2008;1,7533
2008-02-16;GM366_ERC366;2008-02-16T00:00:00-02:00;16;2;2008;
2008-02-17;GM366_ERC366;2008-02-17T00:00:00-03:00;17;2;2008;
2008-02-18;GM366_ERC366;2008-02-18T00:00:00-03:00;18;2;2008;1,7386
2008-02-19;GM366_ERC366;2008-02-19T00:00:00-03:00;19;2;2008;1,7321
2008-02-20;GM366_ERC366;2008-02-20T00:00:00-03:00;20;2;2008;1,7343
2008-02-21;GM366_ERC366;2008-02-21T00:00:00-03:00;21;2;2008;1,7096
2008-02-22;GM366_ERC366;2008-02-22T00:00:00-03:00;22;2;2008;1,7032
2008-02-23;GM366_ERC366;2008-02-23T00:00:00-03:00;23;2;2008;
2008-02-24;GM366_ERC366;2008-02-24T00:00:00-03:00;24;2;2008;
2008-02-25;GM366_ERC366;2008-02-25T00:00:00-03:00;25;2;2008;1,7054
2008-02-26;GM366_ERC366;2008-02-26T00:00:00-03:00;26;2;2008;1,6874
2008-02-27;GM366_ERC366;2008-02-27T00:00:00-03:00;27;2;2008;1,6707
2008-02-28;GM366_ERC366;2008-02-28T00:00:00-03:00;28;2;2008;1,6715
2008-02-29;GM366_ERC366;2008-02-29T00:00:00-03:00;29;2;2008;1,6825
2008-03-01;GM366_ERC366;2008-03-01T00:00:00-03:00;1;3;2008;
2008-03-02;GM366_ERC366;2008-03-02T00:00:00-03:00;2;3;2008;
2008-03-03;GM366_ERC366;2008-03-03T00:00:00-03:00;3;3;2008;1,6808
2008-03-04;GM366_ERC366;2008-03-04T00:00:00-03:00;4;3;2008;1,6722
2008-03-05;GM366_ERC366;2008-03-05T00:00:00-03:00;5;3;2008;1,6692
2008-03-06;GM366_ERC366;2008-03-06T00:00:00-03:00;6;3;2008;1,6712
2008-03-07;GM366_ERC366;2008-03-07T00:00:00-03:00;7;3;2008;1,6833
2008-03-08;GM366_ERC366;2008-03-08T00:00:00-03:00;8;3;2008;
2008-03-09;GM366_ERC366;2008-03-09T00:00:00-03:00;9;3;2008;
2008-03-10;GM366_ERC366;2008-03-10T00:00:00-03:00;10;3;2008;1,6988
2008-03-11;GM366_ERC366;2008-03-11T00:00:00-03:00;11;3;2008;1,6939
2008-03-12;GM366_ERC366;2008-03-12T00:00:00-03:00;12;3;2008;1,6788
2008-03-13;GM366_ERC366;2008-03-13T00:00:00-03:00;13;3;2008;1,6963
2008-03-14;GM366_ERC366;2008-03-14T00:00:00-03:00;14;3;2008;1,6939
2008-03-15;GM366_ERC366;2008-03-15T00:00:00-03:00;15;3;2008;
2008-03-16;GM366_ERC366;2008-03-16T00:00:00-03:00;16;3;2008;
2008-03-17;GM366_ERC366;2008-03-17T00:00:00-03:00;17;3;2008;1,724
2008-03-18;GM366_ERC366;2008-03-18T00:00:00-03:00;18;3;2008;1,6999
2008-03-19;GM366_ERC366;2008-03-19T00:00:00-03:00;19;3;2008;1,7037
2008-03-20;GM366_ERC366;2008-03-20T00:00:00-03:00;20;3;2008;1,7416
2008-03-21;GM366_ERC366;2008-03-21T00:00:00-03:00;21;3;2008;
2008-03-22;GM366_ERC366;2008-03-22T00:00:00-03:00;22;3;2008;
2008-03-23;GM366_ERC366;2008-03-23T00:00:00-03:00;23;3;2008;
2008-03-24;GM366_ERC366;2008-03-24T00:00:00-03:00;24;3;2008;1,7399
2008-03-25;GM366_ERC366;2008-03-25T00:00:00-03:00;25;3;2008;1,7333
2008-03-26;GM366_ERC366;2008-03-26T00:00:00-03:00;26;3;2008;1,728
2008-03-27;GM366_ERC366;2008-03-27T00:00:00-03:00;27;3;2008;1,7337
2008-03-28;GM366_ERC366;2008-03-28T00:00:00-03:00;28;3;2008;1,7448
2008-03-29;GM366_ERC366;2008-03-29T00:00:00-03:00;29;3;2008;
2008-03-30;GM366_ERC366;2008-03-30T00:00:00-03:00;30;3;2008;
2008-03-31;GM366_ERC366;2008-03-31T00:00:00-03:00;31;3;2008;1,7483
2008-04-01;GM366_ERC366;2008-04-01T00:00:00-03:00;1;4;2008;1,7526
2008-04-02;GM366_ERC366;2008-04-02T00:00:00-03:00;2;4;2008;1,7265
2008-04-03;GM366_ERC366;2008-04-03T00:00:00-03:00;3;4;2008;1,7244
2008-04-04;GM366_ERC366;2008-04-04T00:00:00-03:00;4;4;2008;1,7109
2008-04-05;GM366_ERC366;2008-04-05T00:00:00-03:00;5;4;2008;
2008-04-06;GM366_ERC366;2008-04-06T00:00:00-03:00;6;4;2008;
2008-04-07;GM366_ERC366;2008-04-07T00:00:00-03:00;7;4;2008;1,6982
2008-04-08;GM366_ERC366;2008-04-08T00:00:00-03:00;8;4;2008;1,703
2008-04-09;GM366_ERC366;2008-04-09T00:00:00-03:00;9;4;2008;1,687
2008-04-10;GM366_ERC366;2008-04-10T00:00:00-03:00;10;4;2008;1,6814
2008-04-11;GM366_ERC366;2008-04-11T00:00:00-03:00;11;4;2008;1,6868
2008-04-12;GM366_ERC366;2008-04-12T00:00:00-03:00;12;4;2008;
2008-04-13;GM366_ERC366;2008-04-13T00:00:00-03:00;13;4;2008;
2008-04-14;GM366_ERC366;2008-04-14T00:00:00-03:00;14;4;2008;1,6859
2008-04-15;GM366_ERC366;2008-04-15T00:00:00-03:00;15;4;2008;1,6814
2008-04-16;GM366_ERC366;2008-04-16T00:00:00-03:00;16;4;2008;1,6691
2008-04-17;GM366_ERC366;2008-04-17T00:00:00-03:00;17;4;2008;1,658
2008-04-18;GM366_ERC366;2008-04-18T00:00:00-03:00;18;4;2008;1,6685
2008-04-19;GM366_ERC366;2008-04-19T00:00:00-03:00;19;4;2008;
2008-04-20;GM366_ERC366;2008-04-20T00:00:00-03:00;20;4;2008;
2008-04-21;GM366_ERC366;2008-04-21T00:00:00-03:00;21;4;2008;
2008-04-22;GM366_ERC366;2008-04-22T00:00:00-03:00;22;4;2008;1,6567
2008-04-23;GM366_ERC366;2008-04-23T00:00:00-03:00;23;4;2008;1,6574
2008-04-24;GM366_ERC366;2008-04-24T00:00:00-03:00;24;4;2008;1,6679
2008-04-25;GM366_ERC366;2008-04-25T00:00:00-03:00;25;4;2008;1,668
2008-04-26;GM366_ERC366;2008-04-26T00:00:00-03:00;26;4;2008;
2008-04-27;GM366_ERC366;2008-04-27T00:00:00-03:00;27;4;2008;
2008-04-28;GM366_ERC366;2008-04-28T00:00:00-03:00;28;4;2008;1,6756
2008-04-29;GM366_ERC366;2008-04-29T00:00:00-03:00;29;4;2008;1,705
2008-04-30;GM366_ERC366;2008-04-30T00:00:00-03:00;30;4;2008;1,6864
2008-05-01;GM366_ERC366;2008-05-01T00:00:00-03:00;1;5;2008;
2008-05-02;GM366_ERC366;2008-05-02T00:00:00-03:00;2;5;2008;1,6498
2008-05-03;GM366_ERC366;2008-05-03T00:00:00-03:00;3;5;2008;
2008-05-04;GM366_ERC366;2008-05-04T00:00:00-03:00;4;5;2008;
2008-05-05;GM366_ERC366;2008-05-05T00:00:00-03:00;5;5;2008;1,657
2008-05-06;GM366_ERC366;2008-05-06T00:00:00-03:00;6;5;2008;1,6607
2008-05-07;GM366_ERC366;2008-05-07T00:00:00-03:00;7;5;2008;1,6733
2008-05-08;GM366_ERC366;2008-05-08T00:00:00-03:00;8;5;2008;1,6928
2008-05-09;GM366_ERC366;2008-05-09T00:00:00-03:00;9;5;2008;1,6941
2008-05-10;GM366_ERC366;2008-05-10T00:00:00-03:00;10;5;2008;
2008-05-11;GM366_ERC366;2008-05-11T00:00:00-03:00;11;5;2008;
2008-05-12;GM366_ERC366;2008-05-12T00:00:00-03:00;12;5;2008;1,6735
2008-05-13;GM366_ERC366;2008-05-13T00:00:00-03:00;13;5;2008;1,6575
2008-05-14;GM366_ERC366;2008-05-14T00:00:00-03:00;14;5;2008;1,6633
2008-05-15;GM366_ERC366;2008-05-15T00:00:00-03:00;15;5;2008;1,6593
2008-05-16;GM366_ERC366;2008-05-16T00:00:00-03:00;16;5;2008;1,6426
2008-05-17;GM366_ERC366;2008-05-17T00:00:00-03:00;17;5;2008;
2008-05-18;GM366_ERC366;2008-05-18T00:00:00-03:00;18;5;2008;
2008-05-19;GM366_ERC366;2008-05-19T00:00:00-03:00;19;5;2008;1,6452
2008-05-20;GM366_ERC366;2008-05-20T00:00:00-03:00;20;5;2008;1,6562
2008-05-21;GM366_ERC366;2008-05-21T00:00:00-03:00;21;5;2008;1,6484
2008-05-22;GM366_ERC366;2008-05-22T00:00:00-03:00;22;5;2008;
2008-05-23;GM366_ERC366;2008-05-23T00:00:00-03:00;23;5;2008;1,6539
2008-05-24;GM366_ERC366;2008-05-24T00:00:00-03:00;24;5;2008;
2008-05-25;GM366_ERC366;2008-05-25T00:00:00-03:00;25;5;2008;
2008-05-26;GM366_ERC366;2008-05-26T00:00:00-03:00;26;5;2008;1,6602
2008-05-27;GM366_ERC366;2008-05-27T00:00:00-03:00;27;5;2008;1,6673
2008-05-28;GM366_ERC366;2008-05-28T00:00:00-03:00;28;5;2008;1,6622
2008-05-29;GM366_ERC366;2008-05-29T00:00:00-03:00;29;5;2008;1,6488
2008-05-30;GM366_ERC366;2008-05-30T00:00:00-03:00;30;5;2008;1,6286
2008-05-31;GM366_ERC366;2008-05-31T00:00:00-03:00;31;5;2008;
2008-06-01;GM366_ERC366;2008-06-01T00:00:00-03:00;1;6;2008;
2008-06-02;GM366_ERC366;2008-06-02T00:00:00-03:00;2;6;2008;1,6312
2008-06-03;GM366_ERC366;2008-06-03T00:00:00-03:00;3;6;2008;1,6207
2008-06-04;GM366_ERC366;2008-06-04T00:00:00-03:00;4;6;2008;1,6299
2008-06-05;GM366_ERC366;2008-06-05T00:00:00-03:00;5;6;2008;1,6254
2008-06-06;GM366_ERC366;2008-06-06T00:00:00-03:00;6;6;2008;1,6274
2008-06-07;GM366_ERC366;2008-06-07T00:00:00-03:00;7;6;2008;
2008-06-08;GM366_ERC366;2008-06-08T00:00:00-03:00;8;6;2008;
2008-06-09;GM366_ERC366;2008-06-09T00:00:00-03:00;9;6;2008;1,6257
2008-06-10;GM366_ERC366;2008-06-10T00:00:00-03:00;10;6;2008;1,6384
2008-06-11;GM366_ERC366;2008-06-11T00:00:00-03:00;11;6;2008;1,642
2008-06-12;GM366_ERC366;2008-06-12T00:00:00-03:00;12;6;2008;1,6392
2008-06-13;GM366_ERC366;2008-06-13T00:00:00-03:00;13;6;2008;1,636
2008-06-14;GM366_ERC366;2008-06-14T00:00:00-03:00;14;6;2008;
2008-06-15;GM366_ERC366;2008-06-15T00:00:00-03:00;15;6;2008;
2008-06-16;GM366_ERC366;2008-06-16T00:00:00-03:00;16;6;2008;1,6269
2008-06-17;GM366_ERC366;2008-06-17T00:00:00-03:00;17;6;2008;1,6119
2008-06-18;GM366_ERC366;2008-06-18T00:00:00-03:00;18;6;2008;1,6105
2008-06-19;GM366_ERC366;2008-06-19T00:00:00-03:00;19;6;2008;1,6043
2008-06-20;GM366_ERC366;2008-06-20T00:00:00-03:00;20;6;2008;1,6034
2008-06-21;GM366_ERC366;2008-06-21T00:00:00-03:00;21;6;2008;
2008-06-22;GM366_ERC366;2008-06-22T00:00:00-03:00;22;6;2008;
2008-06-23;GM366_ERC366;2008-06-23T00:00:00-03:00;23;6;2008;1,6109
2008-06-24;GM366_ERC366;2008-06-24T00:00:00-03:00;24;6;2008;1,6038
2008-06-25;GM366_ERC366;2008-06-25T00:00:00-03:00;25;6;2008;1,5993
2008-06-26;GM366_ERC366;2008-06-26T00:00:00-03:00;26;6;2008;1,5943
2008-06-27;GM366_ERC366;2008-06-27T00:00:00-03:00;27;6;2008;1,6069
2008-06-28;GM366_ERC366;2008-06-28T00:00:00-03:00;28;6;2008;
2008-06-29;GM366_ERC366;2008-06-29T00:00:00-03:00;29;6;2008;
2008-06-30;GM366_ERC366;2008-06-30T00:00:00-03:00;30;6;2008;1,5911
2008-07-01;GM366_ERC366;2008-07-01T00:00:00-03:00;1;7;2008;1,6053
2008-07-02;GM366_ERC366;2008-07-02T00:00:00-03:00;2;7;2008;1,5985
2008-07-03;GM366_ERC366;2008-07-03T00:00:00-03:00;3;7;2008;1,6081
2008-07-04;GM366_ERC366;2008-07-04T00:00:00-03:00;4;7;2008;1,6092
2008-07-05;GM366_ERC366;2008-07-05T00:00:00-03:00;5;7;2008;
2008-07-06;GM366_ERC366;2008-07-06T00:00:00-03:00;6;7;2008;
2008-07-07;GM366_ERC366;2008-07-07T00:00:00-03:00;7;7;2008;1,6033
2008-07-08;GM366_ERC366;2008-07-08T00:00:00-03:00;8;7;2008;1,6019
2008-07-09;GM366_ERC366;2008-07-09T00:00:00-03:00;9;7;2008;1,6084
2008-07-10;GM366_ERC366;2008-07-10T00:00:00-03:00;10;7;2008;1,6139
2008-07-11;GM366_ERC366;2008-07-11T00:00:00-03:00;11;7;2008;1,6024
2008-07-12;GM366_ERC366;2008-07-12T00:00:00-03:00;12;7;2008;
2008-07-13;GM366_ERC366;2008-07-13T00:00:00-03:00;13;7;2008;
2008-07-14;GM366_ERC366;2008-07-14T00:00:00-03:00;14;7;2008;1,5934
2008-07-15;GM366_ERC366;2008-07-15T00:00:00-03:00;15;7;2008;1,5902
2008-07-16;GM366_ERC366;2008-07-16T00:00:00-03:00;16;7;2008;1,5952
2008-07-17;GM366_ERC366;2008-07-17T00:00:00-03:00;17;7;2008;1,5905
2008-07-18;GM366_ERC366;2008-07-18T00:00:00-03:00;18;7;2008;1,593
2008-07-19;GM366_ERC366;2008-07-19T00:00:00-03:00;19;7;2008;
2008-07-20;GM366_ERC366;2008-07-20T00:00:00-03:00;20;7;2008;
2008-07-21;GM366_ERC366;2008-07-21T00:00:00-03:00;21;7;2008;1,581
2008-07-22;GM366_ERC366;2008-07-22T00:00:00-03:00;22;7;2008;1,5803
2008-07-23;GM366_ERC366;2008-07-23T00:00:00-03:00;23;7;2008;1,5826
2008-07-24;GM366_ERC366;2008-07-24T00:00:00-03:00;24;7;2008;1,5773
2008-07-25;GM366_ERC366;2008-07-25T00:00:00-03:00;25;7;2008;1,5737
2008-07-26;GM366_ERC366;2008-07-26T00:00:00-03:00;26;7;2008;
2008-07-27;GM366_ERC366;2008-07-27T00:00:00-03:00;27;7;2008;
2008-07-28;GM366_ERC366;2008-07-28T00:00:00-03:00;28;7;2008;1,5746
2008-07-29;GM366_ERC366;2008-07-29T00:00:00-03:00;29;7;2008;1,5722
2008-07-30;GM366_ERC366;2008-07-30T00:00:00-03:00;30;7;2008;1,5633
2008-07-31;GM366_ERC366;2008-07-31T00:00:00-03:00;31;7;2008;1,5658
2008-08-01;GM366_ERC366;2008-08-01T00:00:00-03:00;1;8;2008;1,5585
2008-08-02;GM366_ERC366;2008-08-02T00:00:00-03:00;2;8;2008;
2008-08-03;GM366_ERC366;2008-08-03T00:00:00-03:00;3;8;2008;
2008-08-04;GM366_ERC366;2008-08-04T00:00:00-03:00;4;8;2008;1,5651
2008-08-05;GM366_ERC366;2008-08-05T00:00:00-03:00;5;8;2008;1,5724
2008-08-06;GM366_ERC366;2008-08-06T00:00:00-03:00;6;8;2008;1,5774
2008-08-07;GM366_ERC366;2008-08-07T00:00:00-03:00;7;8;2008;1,5835
