ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2014;5;674;03/05/2014;09/05/2014;792,95;792,95;697,82;226,71
2014;5;675;10/05/2014;16/05/2014;822,83;822,83;820,18;149,51
2014;5;676;17/05/2014;23/05/2014;822,83;822,83;822,83;147,66
2014;5;677;24/05/2014;30/05/2014;817,05;817,05;817,05;817,05
2014;5;678;31/05/2014;06/06/2014;577,65;577,65;577,39;577,39
2014;6;679;07/06/2014;13/06/2014;299,27;219,32;299,27;299,27
2014;6;680;14/06/2014;20/06/2014;384,12;15,62;384,12;384,12
2014;6;681;21/06/2014;27/06/2014;435,93;150,75;435,93;435,93
2014;6;682;28/06/2014;04/07/2014;368,53;15,62;368,53;368,53
2014;7;683;05/07/2014;11/07/2014;545,13;355,13;545,13;545,13
2014;7;684;12/07/2014;18/07/2014;651,08;650,1;651,08;651,08
2014;7;685;19/07/2014;25/07/2014;715,19;715,19;715,19;715,19
2014;7;686;26/07/2014;01/08/2014;581,9;581,9;581,9;581,9
2014;8;687;02/08/2014;08/08/2014;809,43;809,43;809,43;809,43
2014;8;688;09/08/2014;15/08/2014;649,96;649,96;649,96;649,96
2014;8;689;16/08/2014;22/08/2014;697,22;697,22;697,22;697,22
2014;8;690;23/08/2014;29/08/2014;695,03;695,03;695,03;695,03
2014;8;691;30/08/2014;05/09/2014;728,81;728,81;728,81;728,81
2014;9;692;06/09/2014;12/09/2014;703,31;703,31;703,31;703,31
2014;9;693;13/09/2014;19/09/2014;770,63;770,63;770,63;770,63
2014;9;694;20/09/2014;26/09/2014;745,91;745,91;745,91;745,91
2014;9;695;27/09/2014;03/10/2014;671,68;671,68;671,68;671,68
2014;10;696;04/10/2014;10/10/2014;697,51;496,95;697,51;697,51
2014;10;697;11/10/2014;17/10/2014;808,68;808,68;808,68;808,68
2014;10;698;18/10/2014;24/10/2014;822,83;822,83;822,83;822,83
2014;10;699;25/10/2014;31/10/2014;822,83;822,83;822,83;822,83
2014;11;700;01/11/2014;07/11/2014;822,83;822,83;822,83;822,83
2014;11;701;08/11/2014;14/11/2014;822,83;822,83;822,83;822,83
2014;11;702;15/11/2014;21/11/2014;822,83;822,83;822,83;822,83
2014;11;703;22/11/2014;28/11/2014;822,83;822,83;822,83;822,83
2014;11;704;29/11/2014;05/12/2014;548,75;548,75;548,75;548,75
2014;12;705;06/12/2014;12/12/2014;676,22;676,22;676,22;676,22
2014;12;706;13/12/2014;19/12/2014;658,05;658,05;658,05;658,05
2014;12;707;20/12/2014;26/12/2014;658,73;658,73;658,73;658,73
2014;12;708;27/12/2014;02/01/2015;388,48;388,48;388,48;388,48
2015;1;709;03/01/2015;09/01/2015;388,48;388,48;388,48;388,48
2015;1;710;10/01/2015;16/01/2015;388,48;388,48;388,48;388,48
2015;1;711;17/01/2015;23/01/2015;388,48;388,48;388,48;388,48
2015;1;712;24/01/2015;30/01/2015;388,48;388,48;388,48;388,48
2015;1;713;31/01/2015;06/02/2015;388,48;388,48;388,48;388,48
2015;2;714;07/02/2015;13/02/2015;388,48;388,48;388,48;388,48
2015;2;715;14/02/2015;20/02/2015;388,48;388,48;388,48;388,48
2015;2;716;21/02/2015;27/02/2015;388,48;388,48;388,48;388,48
2015;2;717;28/02/2015;06/03/2015;388,48;388,48;388,48;388,48
2015;3;718;07/03/2015;13/03/2015;388,48;388,48;388,48;355,45
2015;3;719;14/03/2015;20/03/2015;388,48;388,48;388,48;388,48
2015;3;720;21/03/2015;27/03/2015;388,48;388,48;388,48;388,48
2015;3;721;28/03/2015;03/04/2015;388,48;388,48;388,48;68,69
2015;4;722;04/04/2015;10/04/2015;388,48;388,48;388,48;92,03
2015;4;723;11/04/2015;17/04/2015;388,48;388,48;388,48;213,53
2015;4;724;18/04/2015;24/04/2015;388,48;388,48;388,48;108,95
2015;4;725;25/04/2015;01/05/2015;388,48;388,48;388,48;119,33
2015;5;726;02/05/2015;08/05/2015;388,48;388,48;388,48;100,06
2015;5;727;09/05/2015;15/05/2015;388,48;388,48;388,48;92,96
2015;5;728;16/05/2015;22/05/2015;388,48;388,48;388,48;133,55
2015;5;729;23/05/2015;29/05/2015;388,48;388,48;388,48;158,54
2015;6;730;01/06/2015;05/06/2015;375,81;375,81;375,81;375,81
2015;6;731;06/06/2015;12/06/2015;383,85;383,85;383,85;383,85
2015;6;732;13/06/2015;19/06/2015;360,54;360,54;360,54;360,54
2015;6;733;20/06/2015;26/06/2015;369,03;369,03;369,03;369,03
2015;6;734;27/06/2015;03/07/2015;378,01;378,01;378,01;378,01
2015;7;735;04/07/2015;10/07/2015;317,79;317,79;317,79;317,79
2015;7;736;11/07/2015;17/07/2015;231,65;231,65;238,74;231,65
2015;7;737;18/07/2015;24/07/2015;172,69;105,22;179,81;177,84
2015;7;738;25/07/2015;31/07/2015;178,63;95,04;180,61;178,63
2015;8;739;01/08/2015;07/08/2015;118,81;118,81;118,81;118,81
2015;8;740;08/08/2015;14/08/2015;129,52;129,52;129,52;129,52
2015;8;741;15/08/2015;21/08/2015;136,94;136,94;136,94;136,94
2015;8;742;22/08/2015;28/08/2015;139,91;139,91;139,91;139,91
2015;8;743;29/08/2015;04/09/2015;274,98;274,98;274,98;274,98
2015;9;744;05/09/2015;11/09/2015;245,97;245,97;245,97;245,97
2015;9;745;12/09/2015;18/09/2015;199,89;199,89;199,89;199,89
2015;9;746;19/09/2015;25/09/2015;222,23;222,23;222,23;222,23
2015;9;747;26/09/2015;02/10/2015;206,68;206,68;206,68;206,68
2015;10;748;03/10/2015;09/10/2015;217,18;217,18;217,18;217,18
2015;10;749;10/10/2015;16/10/2015;205,67;205,67;205,67;205,67
2015;10;750;17/10/2015;23/10/2015;207,24;192,4;207,24;207,24
2015;10;751;24/10/2015;30/10/2015;214,83;197,08;244,03;244,03
2015;10;752;31/10/2015;06/11/2015;245,3;187,89;245,3;245,3
2015;11;753;07/11/2015;13/11/2015;208,17;195,6;212,39;212,39
2015;11;754;14/11/2015;20/11/2015;188,81;188,81;274,91;274,91
2015;11;755;21/11/2015;27/11/2015;199,57;192,96;323,15;323,15
2015;11;756;28/11/2015;04/12/2015;149,49;149,49;371,08;196,62
2015;12;757;05/12/2015;11/12/2015;134,33;134,33;323,15;159,61
2015;12;758;12/12/2015;18/12/2015;110,1;98,39;309,97;175,7
2015;12;759;19/12/2015;25/12/2015;140,15;127,35;201,72;197,89
2015;12;760;26/12/2015;01/01/2016;50,59;50,59;344,41;109,12
2016;1;761;02/01/2016;08/01/2016;46,02;45,78;352,86;111,14
2016;1;762;09/01/2016;15/01/2016;35,76;35,76;318,24;85,28
2016;1;763;16/01/2016;22/01/2016;30,25;30,25;309,97;30,25
2016;1;764;23/01/2016;29/01/2016;30,25;30,25;304,41;30,25
2016;1;765;30/01/2016;05/02/2016;30,25;30,25;139,88;30,25
2016;2;766;06/02/2016;12/02/2016;30,25;30,25;111,65;30,25
2016;2;767;13/02/2016;19/02/2016;30,25;30,25;137,81;30,25
2016;2;768;20/02/2016;26/02/2016;30,25;30,25;243,41;30,25
2016;2;769;27/02/2016;04/03/2016;32,16;32,16;223,17;32,16
2016;3;770;05/03/2016;11/03/2016;51,93;51,93;240,34;51,93
2016;3;771;12/03/2016;18/03/2016;30,58;30,58;259,26;30,58
2016;3;772;19/03/2016;25/03/2016;30,25;30,25;248,6;30,25
2016;3;773;26/03/2016;01/04/2016;41,82;41,82;265,53;41,82
2016;4;774;02/04/2016;08/04/2016;43,13;43,13;276,82;43,13
2016;4;775;09/04/2016;15/04/2016;47,79;47,79;275,5;47,79
2016;4;776;16/04/2016;22/04/2016;51,45;51,45;262,72;51,45
2016;4;777;23/04/2016;29/04/2016;51,03;51,03;275,22;51,03
2016;4;778;30/04/2016;06/05/2016;86,45;86,45;103,2;87,9
2016;5;779;07/05/2016;13/05/2016;80,39;80,39;99,79;82,12
2016;5;780;14/05/2016;20/05/2016;74,51;72,54;99,79;76,7
2016;5;781;21/05/2016;27/05/2016;73,31;73,31;99,79;77,98
2016;5;782;28/05/2016;03/06/2016;59,68;55,8;143,67;143,67
2016;6;783;04/06/2016;10/06/2016;59,54;50,34;113,72;90,74
2016;6;784;11/06/2016;17/06/2016;58,29;50,22;130,78;87,19
2016;6;785;18/06/2016;24/06/2016;56,8;53,12;112,76;109,14
2016;6;786;25/06/2016;01/07/2016;72,94;72,94;104,13;104,13
2016;7;787;02/07/2016;08/07/2016;82,14;82,14;95,22;83,94
2016;7;788;09/07/2016;15/07/2016;86,22;86,22;108,91;108,91
2016;7;789;16/07/2016;22/07/2016;79,96;79,96;111,88;111,88
2016;7;790;23/07/2016;29/07/2016;77,36;77,36;117,05;117,05
2016;7;791;30/07/2016;05/08/2016;117,58;117,58;117,58;117,58
2016;8;792;06/08/2016;12/08/2016;117,44;117,44;117,44;117,44
2016;8;793;13/08/2016;19/08/2016;115,63;115,63;115,63;115,63
2016;8;794;20/08/2016;26/08/2016;94,51;94,51;111,74;111,74
2016;8;795;27/08/2016;31/08/2016;140,71;122,17;140,71;140,71
2016;9;796;01/09/2016;02/09/2016;140,71;122,17;140,71;140,71
2016;9;797;03/09/2016;09/09/2016;147,87;127,83;147,87;147,87
2016;9;798;10/09/2016;16/09/2016;148,26;135,69;148,26;148,26
2016;9;799;17/09/2016;23/09/2016;145,5;145,5;145,5;145,5
2016;9;800;24/09/2016;30/09/2016;155,22;155,22;155,22;155,22
2016;10;801;01/10/2016;07/10/2016;213,29;213,29;213,29;213,29
2016;10;802;08/10/2016;14/10/2016;214,32;214,32;214,32;214,32
2016;10;803;15/10/2016;21/10/2016;193,41;193,41;193,41;193,41
2016;10;804;22/10/2016;28/10/2016;165,81;165,81;165,81;165,81
2016;10;805;29/10/2016;31/10/2016;232,85;232,85;232,85;232,85
2016;11;806;01/11/2016;04/11/2016;178,59;178,59;178,59;178,59
2016;11;807;05/11/2016;11/11/2016;184,23;184,23;184,23;184,23
2016;11;808;12/11/2016;18/11/2016;169,9;169,9;169,9;169,9
2016;11;809;19/11/2016;25/11/2016;153,48;153,48;153,48;153,48
2016;11;810;26/11/2016;02/12/2016;142,85;142,85;142,85;142,85
2016;12;811;03/12/2016;09/12/2016;101,99;101,99;101,99;101,99
2016;12;812;10/12/2016;16/12/2016;121,56;121,56;121,56;121,56
2016;12;813;17/12/2016;23/12/2016;142,93;142,93;142,93;142,93
2016;12;814;24/12/2016;30/12/2016;113,62;113,62;113,62;113,62
2016;12;815;31/12/2016;06/01/2017;140,86;140,86;140,86;140,86
2017;1;816;07/01/2017;13/01/2017;101,24;101,24;124,05;101,24
2017;1;817;14/01/2017;20/01/2017;128,5;128,5;135,09;128,5
2017;1;818;21/01/2017;27/01/2017;129,9;129,9;138,94;129,9
2017;1;819;28/01/2017;03/02/2017;100,64;100,64;171,33;100,64
2017;2;820;04/02/2017;10/02/2017;111,91;111,91;171,33;111,91
2017;2;821;11/02/2017;17/02/2017;120,97;120,97;159,77;120,97
2017;2;822;18/02/2017;24/02/2017;132,38;132,38;148,93;33,68
2017;2;823;25/02/2017;03/03/2017;184,49;184,49;184,49;33,68
2017;3;824;04/03/2017;10/03/2017;185,06;185,06;185,06;33,68
2017;3;825;11/03/2017;17/03/2017;238,55;238,55;241,65;33,68
2017;3;826;18/03/2017;24/03/2017;219,1;219,1;386,46;33,68
2017;3;827;25/03/2017;31/03/2017;235,67;235,67;365,35;33,68
2017;4;828;01/04/2017;07/04/2017;426,1;426,1;430,14;33,68
2017;4;829;08/04/2017;14/04/2017;356,68;356,68;356,68;33,68
2017;4;830;15/04/2017;21/04/2017;350,66;350,66;350,66;33,68
2017;4;831;22/04/2017;28/04/2017;331,01;331,01;331,01;33,68
2017;4;832;29/04/2017;05/05/2017;448,58;448,58;448,58;33,68
2017;5;833;06/05/2017;12/05/2017;463,69;463,69;463,69;33,68
2017;5;834;13/05/2017;19/05/2017;477,5;477,5;477,5;145,62
2017;5;835;20/05/2017;26/05/2017;478,01;478,01;478,01;476,01
2017;5;836;27/05/2017;02/06/2017;118,77;118,77;157,33;118,77
2017;6;837;03/06/2017;09/06/2017;103,07;33,68;127,6;103,07
2017;6;838;10/06/2017;16/06/2017;93,9;33,68;123,25;93,9
2017;6;839;17/06/2017;23/06/2017;140,18;87;140,18;140,18
2017;6;840;24/06/2017;30/06/2017;160,62;91,44;178,85;178,85
2017;7;841;01/07/2017;07/07/2017;233,32;233,32;233,32;233,32
2017;7;842;08/07/2017;14/07/2017;253,45;253,45;253,45;253,45
2017;7;843;15/07/2017;21/07/2017;266,98;266,98;266,98;266,98
2017;7;844;22/07/2017;28/07/2017;269,76;269,76;269,76;269,76
2017;7;845;29/07/2017;04/08/2017;514,66;514,66;514,66;514,66
2017;8;846;05/08/2017;11/08/2017;533,82;533,82;533,82;533,82
2017;8;847;12/08/2017;18/08/2017;521,83;521,83;521,83;521,83
2017;8;848;19/08/2017;25/08/2017;505,61;505,61;505,61;505,61
2017;8;849;26/08/2017;01/09/2017;449,04;449,04;449,04;449,04
2017;9;850;02/09/2017;08/09/2017;494,46;494,46;494,46;494,46
2017;9;851;09/09/2017;15/09/2017;533,82;533,82;533,82;533,82
2017;9;852;16/09/2017;22/09/2017;533,82;533,82;533,82;533,82
2017;9;853;23/09/2017;29/09/2017;533,82;533,82;533,82;533,82
2017;9;854;30/09/2017;06/10/2017;533,82;533,82;533,82;533,82
2017;10;855;07/10/2017;13/10/2017;533,82;533,82;533,82;533,82
2017;10;856;14/10/2017;20/10/2017;533,82;533,82;533,82;533,82
2017;10;857;21/10/2017;27/10/2017;533,82;533,82;533,82;533,82
2017;10;858;28/10/2017;03/11/2017;533,82;533,82;533,82;533,82
2017;11;859;04/11/2017;10/11/2017;483,21;483,21;483,21;483,21
2017;11;860;11/11/2017;17/11/2017;481,66;481,66;481,66;481,66
2017;11;861;18/11/2017;24/11/2017;449,83;449,83;449,83;449,83
2017;11;862;25/11/2017;01/12/2017;208,53;208,52;208,53;208,53
2017;12;863;02/12/2017;08/12/2017;220,16;220,16;220,16;220,16
2017;12;864;09/12/2017;15/12/2017;214,51;214,51;214,51;214,51
2017;12;865;16/12/2017;22/12/2017;274,98;274,98;274,98;274,98
2017;12;866;23/12/2017;29/12/2017;245,63;245,63;245,63;245,63
2017;12;867;30/12/2017;05/01/2018;196,1;199,55;182,49;168,14
2018;1;868;06/01/2018;12/01/2018;176,64;178,67;179,91;165,52
2018;1;869;13/01/2018;19/01/2018;162,95;165,82;162,06;142,37
2018;1;870;20/01/2018;26/01/2018;192,89;191,89;190,37;145,6
2018;1;871;27/01/2018;02/02/2018;175,04;152,06;176,34;78,68
2018;2;872;03/02/2018;09/02/2018;179,42;178,5;176,42;40,16
2018;2;873;10/02/2018;16/02/2018;170,45;173,44;167,6;40,16
2018;2;874;17/02/2018;23/02/2018;210,79;214,37;184,27;40,16
2018;2;875;24/02/2018;02/03/2018;201,98;201,98;189,22;40,16
2018;3;876;03/03/2018;09/03/2018;223,21;223,21;223,21;40,16
2018;3;877;10/03/2018;16/03/2018;236,02;236,02;236,02;40,16
2018;3;878;17/03/2018;23/03/2018;219,5;219,5;218,38;40,16
2018;3;879;24/03/2018;30/03/2018;228,54;228,54;228,54;40,16
2018;3;880;31/03/2018;06/04/2018;40,16;40,16;40,16;40,16
2018;4;881;07/04/2018;13/04/2018;84,83;84,83;106,83;78,04
2018;4;882;14/04/2018;20/04/2018;122,73;122,73;122,73;49,29
2018;4;883;21/04/2018;27/04/2018;135,38;135,38;135,38;40,16
2018;4;884;28/04/2018;04/05/2018;216,86;216,86;154,51;40,16
2018;5;885;05/05/2018;11/05/2018;305,96;305,96;154,51;40,16
2018;5;886;12/05/2018;18/05/2018;326,46;326,46;165,95;114,9
2018;5;887;19/05/2018;25/05/2018;340,8;340,8;201,88;201,88
2018;5;888;26/05/2018;01/06/2018;402,29;402,29;380,73;380,73
2018;6;889;02/06/2018;08/06/2018;440,98;440,98;321,06;321,06
2018;6;890;09/06/2018;15/06/2018;472,21;472,21;463,52;463,52
2018;6;891;16/06/2018;22/06/2018;477,77;477,77;477,77;477,77
2018;6;892;23/06/2018;29/06/2018;505,18;505,18;505,18;505,18
2018;6;893;30/06/2018;06/07/2018;505,18;505,18;505,18;505,18
2018;7;894;07/07/2018;13/07/2018;505,18;505,18;505,18;505,18
2018;7;895;14/07/2018;20/07/2018;505,18;505,18;505,18;505,18
2018;7;896;21/07/2018;27/07/2018;505,18;505,18;505,18;505,18
2018;7;897;28/07/2018;03/08/2018;505,18;505,18;505,18;505,18
2018;8;898;04/08/2018;10/08/2018;505,18;505,18;505,18;505,18
2018;8;899;11/08/2018;17/08/2018;505,18;505,18;505,18;505,18
2018;8;900;18/08/2018;24/08/2018;505,18;505,18;505,18;505,18
2018;8;901;25/08/2018;31/08/2018;505,18;505,18;505,18;505,18
2018;9;902;01/09/2018;07/09/2018;486,25;486,25;486,25;489,78
2018;9;903;08/09/2018;14/09/2018;496,28;496,28;496,28;496,28
2018;9;904;15/09/2018;21/09/2018;491,71;491,71;491,71;491,71
2018;9;905;22/09/2018;28/09/2018;441,87;441,87;441,87;441,87
2018;9;906;29/09/2018;05/10/2018;386,47;386,47;386,47;386,47
2018;10;907;06/10/2018;12/10/2018;325,52;325,52;325,52;325,52
2018;10;908;13/10/2018;19/10/2018;270,28;270,28;270,28;270,28
2018;10;909;20/10/2018;26/10/2018;229,71;229,71;229,71;229,71
2018;10;910;27/10/2018;02/11/2018;142,4;142,4;142,4;142,4
2018;11;911;03/11/2018;09/11/2018;149,95;149,95;149,95;149,95
2018;11;912;10/11/2018;16/11/2018;120,77;120,77;120,77;120,77
2018;11;913;17/11/2018;23/11/2018;119,21;119,21;119,21;119,21
2018;11;914;24/11/2018;30/11/2018;100,72;100,72;100,72;100,72
2018;12;915;01/12/2018;07/12/2018;59,04;59,04;59,16;59,04
2018;12;916;08/12/2018;14/12/2018;66,13;66,13;66,41;66,13
2018;12;917;15/12/2018;21/12/2018;79,16;79,16;79,16;40,16
2018;12;918;22/12/2018;28/12/2018;87,21;87,21;87,21;40,16
2018;12;919;29/12/2018;04/01/2019;136,43;136,43;53,86;53,86
2019;1;920;05/01/2019;11/01/2019;138,8;138,8;103,89;103,89
2019;1;921;12/01/2019;18/01/2019;166,17;166,17;80,44;80,44
2019;1;922;19/01/2019;25/01/2019;178,76;178,76;42,35;42,35
2019;1;923;26/01/2019;01/02/2019;337,1;337,1;137,55;83,06
2019;2;924;02/02/2019;08/02/2019;451,57;451,57;141,05;42,35
2019;2;925;09/02/2019;15/02/2019;510,81;510,81;178,71;48,14
2019;2;926;16/02/2019;22/02/2019;472,96;472,96;164,36;42,35
2019;2;927;23/02/2019;01/03/2019;339,46;339,46;178,71;42,35
2019;3;928;02/03/2019;08/03/2019;251,81;251,81;164,36;42,35
2019;3;929;09/03/2019;15/03/2019;250,06;250,06;160,22;42,35
2019;3;930;16/03/2019;22/03/2019;199,09;199,09;160,22;42,35
2019;3;931;23/03/2019;29/03/2019;229,74;229,74;160,22;42,35
2019;3;932;30/03/2019;05/04/2019;210,52;210,52;42,35;42,35
2019;4;933;06/04/2019;12/04/2019;181,41;181,41;42,35;42,35
2019;4;934;13/04/2019;19/04/2019;186,94;186,94;42,35;42,35
2019;4;935;20/04/2019;26/04/2019;172,38;172,38;42,35;42,35
2019;4;936;27/04/2019;03/05/2019;142,12;142,12;42,35;42,35
2019;5;937;04/05/2019;10/05/2019;174,86;174,86;42,35;42,35
2019;5;938;11/05/2019;17/05/2019;98,21;98,21;42,35;42,35
2019;5;939;18/05/2019;24/05/2019;136,05;136,05;80,44;80,44
2019;5;940;25/05/2019;31/05/2019;128,33;128,33;42,35;42,35
2019;6;941;01/06/2019;07/06/2019;42,35;42,35;42,35;42,35
2019;6;942;08/06/2019;14/06/2019;42,35;42,35;42,35;42,35
2019;6;943;15/06/2019;21/06/2019;78,42;78,42;78,42;78,42
2019;6;944;22/06/2019;28/06/2019;124,92;124,92;124,92;124,92
2019;6;945;29/06/2019;05/07/2019;170,94;170,94;170,94;170,94
2019;7;946;06/07/2019;12/07/2019;177,6;177,6;177,6;177,6
2019;7;947;13/07/2019;19/07/2019;175,04;175,04;175,04;175,04
2019;7;948;20/07/2019;26/07/2019;186,18;186,18;186,18;186,18
2019;7;949;27/07/2019;02/08/2019;225;225;174,61;174,61
2019;8;950;03/08/2019;09/08/2019;236,35;236,35;217,98;217,98
2019;8;951;10/08/2019;16/08/2019;233,3;233,3;217,98;217,98
2019;8;952;17/08/2019;23/08/2019;241,04;241,04;223,39;223,39
2019;8;953;24/08/2019;30/08/2019;247,08;247,08;198,37;198,37
2019;8;954;31/08/2019;06/09/2019;200,69;200,69;200,34;200,34
2019;9;955;07/09/2019;13/09/2019;210,71;210,71;210,71;210,71
2019;9;956;14/09/2019;20/09/2019;225,55;225,55;221,28;221,28
2019;9;957;21/09/2019;27/09/2019;231,12;231,12;231,12;231,12
2019;9;958;28/09/2019;04/10/2019;238,02;238,02;238,02;238,02
2019;10;959;05/10/2019;11/10/2019;270,84;270,84;270,84;270,84
2019;10;960;12/10/2019;18/10/2019;273,52;273,52;273,52;273,52
2019;10;961;19/10/2019;25/10/2019;273,51;273,51;273,51;273,51
2019;10;962;26/10/2019;01/11/2019;301,65;301,65;301,65;301,65
2019;11;963;02/11/2019;08/11/2019;334,73;334,73;334,73;334,73
2019;11;964;09/11/2019;15/11/2019;308,2;308,2;308,2;308,2
2019;11;965;16/11/2019;22/11/2019;322,84;322,84;322,84;322,84
2019;11;966;23/11/2019;29/11/2019;317,33;317,33;317,33;317,33
2019;11;967;30/11/2019;06/12/2019;234,99;234,99;234,99;234,99
2019;12;968;07/12/2019;13/12/2019;217,57;217,57;217,57;217,57
2019;12;969;14/12/2019;20/12/2019;226,59;226,59;226,59;226,59
2019;12;970;21/12/2019;27/12/2019;195,13;195,13;195,13;195,13
2019;12;971;28/12/2019;03/01/2020;290,33;290,33;290,33;290,33
2020;1;972;04/01/2020;10/01/2020;368,51;368,51;368,51;368,51
2020;1;973;11/01/2020;17/01/2020;268,32;268,32;268,32;268,32
2020;1;974;18/01/2020;24/01/2020;355,42;355,42;355,42;355,42
2020;1;975;25/01/2020;31/01/2020;333;333;332,28;332,28
2020;2;976;01/02/2020;07/02/2020;190,96;191,01;190,96;190,96
2020;2;977;08/02/2020;14/02/2020;150,67;174,24;150,67;149,89
2020;2;978;15/02/2020;21/02/2020;146,13;171,14;144,93;132,63
2020;2;979;22/02/2020;28/02/2020;143,85;180,77;125,8;39,68
2020;2;980;29/02/2020;06/03/2020;58,6;66,78;58,6;57,34
2020;3;981;07/03/2020;13/03/2020;86,62;158,2;84,67;39,68
2020;3;982;14/03/2020;20/03/2020;100,86;224,12;98,97;39,68
2020;3;983;21/03/2020;27/03/2020;101,98;201,83;39,68;39,68
2020;3;984;28/03/2020;03/04/2020;39,68;39,68;39,68;39,68
2020;4;985;04/04/2020;10/04/2020;39,68;39,68;39,68;39,68
2020;4;986;11/04/2020;17/04/2020;39,68;39,68;39,68;39,68
2020;4;987;18/04/2020;24/04/2020;39,68;39,68;39,68;39,68
2020;4;988;25/04/2020;01/05/2020;39,68;39,68;39,68;39,68
2020;5;989;02/05/2020;08/05/2020;53,85;53,85;39,68;39,68
2020;5;990;09/05/2020;15/05/2020;61,33;61,33;39,68;39,68
2020;5;991;16/05/2020;22/05/2020;78,88;78,88;39,68;39,68
2020;5;992;23/05/2020;29/05/2020;91,41;91,41;39,68;39,68
2020;5;993;30/05/2020;05/06/2020;104,09;104,09;39,68;39,68
2020;6;994;06/06/2020;12/06/2020;114,92;114,92;39,68;39,68
2020;6;995;13/06/2020;19/06/2020;127,68;127,68;86,21;86,21
2020;6;996;20/06/2020;26/06/2020;117,82;117,82;89,07;89,07
2020;6;997;27/06/2020;03/07/2020;96,57;96,57;90,69;94,82
2020;7;998;04/07/2020;10/07/2020;83,69;83,69;83,69;83,69
2020;7;999;11/07/2020;17/07/2020;85,45;85,45;85,35;85,45
2020;7;1000;18/07/2020;24/07/2020;90,32;90,32;89,9;90,32
2020;7;1001;25/07/2020;31/07/2020;93,25;93,25;80,93;93,25
2020;8;1002;01/08/2020;07/08/2020;92,98;92,98;73,03;92,98
2020;8;1003;08/08/2020;14/08/2020;103,18;103,18;76,71;103,18
2020;8;1004;15/08/2020;21/08/2020;94,16;94,16;73,86;94,16
2020;8;1005;22/08/2020;28/08/2020;58,27;58,27;56,82;58,27
2020;8;1006;29/08/2020;04/09/2020;66,89;66,89;51,88;66,89
2020;9;1007;05/09/2020;11/09/2020;76,24;76,24;55,23;76,24
2020;9;1008;12/09/2020;18/09/2020;88,98;88,98;63,42;88,98
2020;9;1009;19/09/2020;25/09/2020;105,54;105,54;68,71;105,54
2020;9;1010;26/09/2020;02/10/2020;172,67;172,67;160,33;172,67
2020;10;1011;03/10/2020;09/10/2020;261,89;261,89;164,86;261,89
2020;10;1012;10/10/2020;16/10/2020;281,43;281,43;170,66;281,43
2020;10;1013;17/10/2020;23/10/2020;315,94;315,94;219,01;315,94
2020;10;1014;24/10/2020;30/10/2020;317,03;317,03;185,11;317,03
2020;10;1015;31/10/2020;06/11/2020;370,77;370,77;150,6;370,77
2020;11;1016;07/11/2020;13/11/2020;559,75;559,75;196,76;559,75
2020;11;1017;14/11/2020;20/11/2020;476,59;476,59;276,71;476,59
2020;11;1018;21/11/2020;27/11/2020;559,75;559,75;196,29;559,75
2020;11;1019;28/11/2020;04/12/2020;559,75;559,75;559,75;559,75
2020;12;1020;05/12/2020;11/12/2020;210,74;210,74;200,33;210,74
2020;12;1021;12/12/2020;18/12/2020;264,24;264,24;264,24;264,24
2020;12;1022;19/12/2020;25/12/2020;198,36;198,36;197,79;198,36
2020;12;1023;26/12/2020;01/01/2021;220,89;220,89;220,89;220,89
2021;1;1024;02/01/2021;08/01/2021;297,43;297,43;291,83;297,43
2021;1;1025;09/01/2021;15/01/2021;306,12;306,12;306,11;306,11
2021;1;1026;16/01/2021;22/01/2021;215,56;214,3;214,19;214,29
2021;1;1027;23/01/2021;29/01/2021;184,35;178,85;178,41;178,81
2021;1;1028;30/01/2021;05/02/2021;152,1;141,53;146,43;146,43
2021;2;1029;06/02/2021;12/02/2021;170,45;169,7;170,42;170,42
2021;2;1030;13/02/2021;19/02/2021;173,37;173,36;173,51;173,37
2021;2;1031;20/02/2021;26/02/2021;184,15;184,44;184,05;184,03
2021;2;1032;27/02/2021;05/03/2021;119,64;123,01;63,42;61,47
2021;3;1033;06/03/2021;12/03/2021;70,71;71,37;60,03;52,49
2021;3;1034;13/03/2021;19/03/2021;117,4;118,38;85,41;54,41
2021;3;1035;20/03/2021;26/03/2021;126,23;127,56;83,98;49,77
2021;3;1036;27/03/2021;02/04/2021;99,96;100,28;88,19;56,42
2021;4;1037;03/04/2021;09/04/2021;125,43;126,8;50,03;49,77
2021;4;1038;10/04/2021;16/04/2021;108,77;115,38;66,47;49,77
2021;4;1039;17/04/2021;23/04/2021;161,94;165,53;133,06;115,01
2021;4;1040;24/04/2021;30/04/2021;146,95;153,74;109,19;102,38
2021;5;1041;01/05/2021;07/05/2021;207,05;239,8;149,74;146,5
2021;5;1042;08/05/2021;14/05/2021;191,8;192,04;151,85;153,01
2021;5;1043;15/05/2021;21/05/2021;230,39;230,41;207,93;207,96
2021;5;1044;22/05/2021;28/05/2021;231,73;231,73;221,99;222,99
2021;5;1045;29/05/2021;04/06/2021;252,82;252,82;250,52;250,77
2021;6;1046;05/06/2021;11/06/2021;276,15;276,15;271,74;273,07
2021;6;1047;12/06/2021;18/06/2021;284,47;284,47;282,85;284,28
2021;6;1048;19/06/2021;25/06/2021;321,3;321,3;293,7;320,69
