"Date","Price","Open","High","Low","Vol.","Change %"
"05/08/2016","2.096","2.104","2.185","2.075","716.09K","-0.24%"
"05/01/2016","2.101","2.132","2.179","2.026","694.99K","-3.54%"
"04/24/2016","2.178","2.160","2.195","1.950","545.11K","1.78%"
"04/17/2016","2.140","1.882","2.147","1.872","801.12K","12.51%"
"04/10/2016","1.902","1.951","2.051","1.885","783.12K","-4.42%"
"04/03/2016","1.990","1.988","2.074","1.892","796.62K","1.74%"
"03/27/2016","1.956","1.785","2.028","1.766","481.94K","8.31%"
"03/20/2016","1.806","1.893","1.908","1.772","442.20K","-5.30%"
"03/13/2016","1.907","1.818","1.957","1.771","655.55K","4.67%"
"03/06/2016","1.822","1.628","1.859","1.612","785.71K","9.36%"
"02/28/2016","1.666","1.711","1.775","1.611","734.77K","-6.98%"
"02/21/2016","1.791","1.784","1.848","1.682","316.15K","-0.72%"
"02/14/2016","1.804","1.952","1.963","1.794","499.44K","-8.24%"
"02/07/2016","1.966","2.106","2.172","1.951","754.55K","-4.70%"
"01/31/2016","2.063","2.213","2.228","1.954","833.34K","-10.23%"
"01/24/2016","2.298","2.156","2.315","2.081","483.73K","7.43%"
"01/17/2016","2.139","2.055","2.189","2.044","492.90K","1.86%"
"01/10/2016","2.100","2.446","2.480","2.086","702.73K","-15.05%"
"01/03/2016","2.472","2.366","2.495","2.239","803.81K","5.78%"
"12/27/2015","2.337","2.082","2.387","2.067","357.82K","15.18%"
"12/20/2015","2.029","1.836","2.052","1.787","444.63K","14.83%"
"12/13/2015","1.767","1.913","1.923","1.684","834.50K","-11.21%"
"12/06/2015","1.990","2.159","2.162","1.959","869.33K","-8.97%"
"11/29/2015","2.186","2.175","2.259","2.131","595.44K","-1.18%"
"11/22/2015","2.212","2.111","2.305","2.051","220.00K","3.12%"
"11/15/2015","2.145","2.449","2.460","2.123","670.32K","-9.15%"
"11/08/2015","2.361","2.373","2.391","2.234","783.19K","-0.42%"
"11/01/2015","2.371","2.268","2.398","2.231","732.64K","2.15%"
"10/25/2015","2.321","2.221","2.372","1.948","563.18K","1.53%"
"10/18/2015","2.286","2.464","2.499","2.275","646.47K","-5.93%"
"10/11/2015","2.430","2.520","2.578","2.410","730.11K","-2.88%"
"10/04/2015","2.502","2.451","2.531","2.429","717.82K","2.08%"
"09/27/2015","2.451","2.608","2.673","2.403","536.65K","-4.41%"
"09/20/2015","2.564","2.585","2.607","2.521","433.20K","-1.57%"
"09/13/2015","2.605","2.702","2.794","2.602","568.74K","-3.27%"
"09/06/2015","2.693","2.651","2.733","2.641","560.76K","1.43%"
"08/30/2015","2.655","2.681","2.735","2.632","525.04K","-2.21%"
"08/23/2015","2.715","2.654","2.725","2.624","276.18K","1.46%"
"08/16/2015","2.676","2.774","2.788","2.670","569.17K","-4.46%"
"08/09/2015","2.801","2.835","2.934","2.781","817.55K","0.11%"
"08/02/2015","2.798","2.725","2.863","2.707","786.59K","3.02%"
"07/26/2015","2.716","2.745","2.895","2.706","370.90K","-2.16%"
"07/19/2015","2.776","2.843","2.951","2.773","587.84K","-3.28%"
"07/12/2015","2.870","2.816","2.934","2.787","720.63K","3.61%"
"07/05/2015","2.770","2.836","2.857","2.644","645.73K","-1.84%"
"06/28/2015","2.822","2.755","2.885","2.735","519.77K","1.77%"
"06/21/2015","2.773","2.749","2.854","2.711","323.49K","-1.53%"
"06/14/2015","2.816","2.769","2.955","2.739","759.14K","2.40%"
"06/07/2015","2.750","2.640","2.922","2.624","976.55K","6.18%"
"05/31/2015","2.590","2.615","2.724","2.556","697.22K","-1.97%"
"05/24/2015","2.642","2.878","2.887","2.633","365.03K","-8.49%"
"05/17/2015","2.887","2.983","3.105","2.881","615.66K","-4.28%"
"05/10/2015","3.016","2.914","3.036","2.785","702.23K","4.72%"
"05/03/2015","2.880","2.738","2.888","2.711","632.32K","3.75%"
"04/26/2015","2.776","2.472","2.800","2.443","536.09K","9.68%"
"04/19/2015","2.531","2.592","2.622","2.518","478.68K","-3.91%"
"04/12/2015","2.634","2.487","2.693","2.475","706.21K","4.90%"
"04/05/2015","2.511","2.681","2.709","2.504","599.72K","-7.45%"
"03/29/2015","2.713","2.624","2.719","2.583","392.07K","4.75%"
"03/22/2015","2.590","2.741","2.810","2.578","316.76K","-7.04%"
"03/15/2015","2.786","2.705","2.935","2.680","682.05K","2.16%"
"03/08/2015","2.727","2.775","2.864","2.662","648.43K","-3.95%"
"03/01/2015","2.839","2.691","2.870","2.641","560.46K","3.84%"
"02/22/2015","2.734","2.963","3.039","2.684","417.23K","-7.35%"
"02/15/2015","2.951","2.818","2.984","2.697","556.55K","5.24%"
"02/08/2015","2.804","2.659","2.883","2.571","917.74K","8.72%"
"02/01/2015","2.579","2.664","2.783","2.567","597.79K","-4.16%"
"01/25/2015","2.691","2.897","3.005","2.637","413.86K","-9.88%"
"01/18/2015","2.986","3.045","3.048","2.766","602.22K","-4.51%"
"01/11/2015","3.127","2.917","3.352","2.783","873.01K","6.14%"
"01/04/2015","2.946","3.076","3.176","2.811","643.08K","-1.90%"
"12/28/2014","3.003","3.053","3.207","2.805","308.02K","-0.13%"
"12/21/2014","3.007","3.350","3.351","2.973","333.52K","-13.19%"
"12/14/2014","3.464","3.930","3.936","3.444","585.05K","-8.72%"
"12/07/2014","3.795","3.777","3.826","3.585","739.70K","-0.18%"
"11/30/2014","3.802","3.975","4.041","3.638","763.66K","-7.00%"
"11/23/2014","4.088","4.047","4.529","4.006","318.76K","-4.17%"
"11/16/2014","4.266","4.148","4.532","4.113","884.29K","6.12%"
"11/09/2014","4.020","4.509","4.544","3.931","813.03K","-8.88%"
"11/02/2014","4.412","4.007","4.494","3.989","994.01K","13.92%"
"10/26/2014","3.873","3.620","3.955","3.541","377.93K","6.90%"
"10/19/2014","3.623","3.721","3.745","3.558","477.98K","-3.80%"
"10/12/2014","3.766","3.836","3.955","3.715","533.04K","-2.41%"
"10/05/2014","3.859","4.000","4.000","3.815","645.08K","-4.46%"
"09/28/2014","4.039","4.032","4.184","3.908","604.64K","1.38%"
"09/21/2014","3.984","3.840","3.996","3.796","309.01K","3.83%"
"09/14/2014","3.837","3.841","4.040","3.834","569.11K","-0.52%"
"09/07/2014","3.857","3.783","4.016","3.761","612.96K","1.69%"
"08/31/2014","3.793","4.048","4.078","3.781","451.51K","-6.69%"
"08/24/2014","4.065","3.869","4.101","3.843","307.18K","5.86%"
"08/17/2014","3.840","3.746","3.955","3.727","460.17K","1.69%"
"08/10/2014","3.776","3.988","4.020","3.763","619.01K","-4.69%"
"08/03/2014","3.962","3.786","3.981","3.761","498.34K","4.32%"
"07/27/2014","3.798","3.736","3.890","3.723","353.13K","0.45%"
"07/20/2014","3.781","3.883","3.893","3.744","367.27K","-4.30%"
"07/13/2014","3.951","4.145","4.173","3.934","438.67K","-4.70%"
"07/06/2014","4.146","4.398","4.356","4.106","507.60K","-5.90%"
"06/29/2014","4.406","4.419","4.493","4.329","336.83K","-0.07%"
"06/22/2014","4.409","4.522","4.597","4.350","253.63K","-2.69%"
"06/15/2014","4.531","4.757","4.886","4.516","508.34K","-4.39%"
"06/08/2014","4.739","4.714","4.793","4.504","736.76K","0.62%"
"06/01/2014","4.710","4.551","4.736","4.522","502.56K","3.70%"
"05/25/2014","4.542","4.406","4.665","4.360","299.95K","3.11%"
"05/18/2014","4.405","4.414","4.575","4.349","422.62K","-0.18%"
"05/11/2014","4.413","4.535","4.549","4.289","489.11K","-2.60%"
"05/04/2014","4.531","4.775","4.827","4.498","515.72K","-3.06%"
"04/27/2014","4.674","4.642","4.852","4.636","358.64K","0.58%"
"04/20/2014","4.647","4.756","4.805","4.632","355.95K","-1.98%"
"04/13/2014","4.741","4.620","4.746","4.484","413.28K","2.62%"
"04/06/2014","4.620","4.443","4.703","4.430","690.88K","4.08%"
"03/30/2014","4.439","4.482","4.487","4.221","502.70K","-1.03%"
"03/23/2014","4.485","4.312","4.615","4.262","255.18K","3.99%"
"03/16/2014","4.313","4.504","4.587","4.286","409.45K","-2.53%"
"03/09/2014","4.425","4.623","4.733","4.341","538.10K","-4.18%"
"03/02/2014","4.618","4.690","4.736","4.463","615.98K","0.20%"
"02/23/2014","4.609","6.300","6.493","4.441","460.53K","-24.87%"
"02/16/2014","6.135","5.384","6.400","5.371","742.90K","17.66%"
"02/09/2014","5.214","4.660","5.389","4.563","1.01M","9.19%"
"02/02/2014","4.775","4.850","5.737","4.739","972.94K","-3.40%"
"01/26/2014","4.943","5.153","5.725","4.721","711.73K","-4.61%"
"01/19/2014","5.182","4.236","5.246","4.203","796.26K","19.79%"
"01/12/2014","4.326","4.120","4.495","4.118","876.67K","6.74%"
"01/05/2014","4.053","4.313","4.430","3.953","731.77K","-5.83%"
"12/29/2013","4.304","4.403","4.472","4.206","426.82K","-2.34%"
"12/22/2013","4.407","4.490","4.532","4.338","174.68K","-0.25%"
"12/15/2013","4.418","4.275","4.492","4.194","754.85K","1.54%"
"12/08/2013","4.351","4.148","4.443","4.139","1.04M","5.76%"
"12/01/2013","4.114","3.911","4.199","3.897","830.81K","4.05%"
"11/24/2013","3.954","3.814","3.962","3.741","284.08K","4.94%"
"11/17/2013","3.768","3.681","3.787","3.545","525.92K","2.95%"
"11/10/2013","3.660","3.586","3.667","3.491","550.02K","2.84%"
"11/03/2013","3.559","3.475","3.622","3.379","602.60K","1.31%"
"10/27/2013","3.513","3.678","3.681","3.480","400.04K","-5.23%"
"10/20/2013","3.707","3.795","3.838","3.545","531.80K","-1.51%"
"10/13/2013","3.764","3.815","3.869","3.685","616.47K","-0.32%"
"10/06/2013","3.776","3.530","3.795","3.519","863.20K","7.70%"
"09/29/2013","3.506","3.581","3.653","3.482","556.66K","-2.31%"
"09/22/2013","3.589","3.681","3.681","3.402","305.98K","-2.66%"
"09/15/2013","3.687","3.687","3.820","3.625","583.46K","0.27%"
"09/08/2013","3.677","3.534","3.689","3.525","583.32K","4.16%"
"09/01/2013","3.530","3.601","3.719","3.517","471.05K","-1.42%"
"08/25/2013","3.581","3.511","3.655","3.451","374.40K","2.75%"
"08/18/2013","3.485","3.392","3.562","3.385","536.47K","3.47%"
"08/11/2013","3.368","3.260","3.434","3.244","762.22K","4.27%"
"08/04/2013","3.230","3.326","3.361","3.129","716.56K","-3.50%"
"07/28/2013","3.347","3.515","3.520","3.330","415.48K","-5.85%"
"07/21/2013","3.555","3.750","3.780","3.548","474.31K","-6.18%"
"07/14/2013","3.789","3.650","3.835","3.546","599.36K","3.98%"
"07/07/2013","3.644","3.626","3.787","3.574","547.17K","0.75%"
"06/30/2013","3.617","3.547","3.700","3.531","353.38K","1.46%"
"06/23/2013","3.565","3.790","3.822","3.526","448.10K","-5.46%"
"06/16/2013","3.771","3.738","3.983","3.738","651.15K","1.02%"
"06/09/2013","3.733","3.848","3.868","3.710","757.17K","-2.48%"
"06/02/2013","3.828","3.963","4.040","3.814","589.54K","-3.92%"
"05/26/2013","3.984","4.223","4.308","3.981","346.81K","-5.97%"
"05/19/2013","4.237","4.089","4.295","4.063","518.82K","4.49%"
"05/12/2013","4.055","3.897","4.096","3.886","612.51K","3.71%"
"05/05/2013","3.910","4.012","4.056","3.883","577.65K","-3.24%"
"04/28/2013","4.041","4.233","4.444","3.977","795.72K","-2.67%"
"04/21/2013","4.152","4.390","4.397","4.062","430.15K","-5.81%"
"04/14/2013","4.408","4.227","4.429","4.084","771.99K","4.41%"
"04/07/2013","4.222","4.163","4.264","4.004","1.04M","2.35%"
"03/31/2013","4.125","3.969","4.146","3.861","946.87K","2.51%"
"03/24/2013","4.024","3.943","4.121","3.860","460.79K","2.47%"
"03/17/2013","3.927","3.907","4.025","3.858","727.44K","1.42%"
"03/10/2013","3.872","3.636","3.924","3.590","763.29K","6.70%"
"03/03/2013","3.629","3.469","3.635","3.408","683.31K","5.01%"
"02/24/2013","3.456","3.320","3.554","3.320","537.95K","5.01%"
"02/17/2013","3.291","3.166","3.337","3.135","503.44K","4.38%"
"02/10/2013","3.153","3.260","3.323","3.125","863.98K","-3.64%"
"02/03/2013","3.272","3.313","3.459","3.256","691.75K","-0.88%"
"01/27/2013","3.301","3.392","3.396","3.207","538.14K","-4.15%"
"01/20/2013","3.444","3.572","3.645","3.411","502.97K","-3.42%"
"01/13/2013","3.566","3.379","3.579","3.328","752.46K","7.18%"
"01/06/2013","3.327","3.277","3.352","3.087","623.25K","1.22%"
"12/30/2012","3.287","3.455","3.481","3.050","399.50K","-5.25%"
"12/23/2012","3.469","3.461","3.487","3.300","151.17K","0.52%"
"12/16/2012","3.451","3.299","3.508","3.277","616.85K","4.13%"
"12/09/2012","3.314","3.519","3.520","3.261","934.12K","-6.67%"
"12/02/2012","3.551","3.553","3.748","3.507","734.81K","-0.28%"
"11/25/2012","3.561","3.864","3.868","3.546","488.04K","-8.72%"
"11/18/2012","3.901","3.798","3.933","3.710","397.93K","2.93%"
"11/11/2012","3.790","3.496","3.830","3.470","674.14K","8.19%"
"11/04/2012","3.503","3.533","3.620","3.482","500.76K","-1.43%"
"10/28/2012","3.554","3.360","3.820","3.360","430.61K","4.53%"
"10/21/2012","3.400","3.617","3.648","3.355","592.36K","-6.00%"
"10/14/2012","3.617","3.593","3.647","3.398","825.44K","0.17%"
"10/07/2012","3.611","3.380","3.638","3.327","992.94K","6.33%"
"09/30/2012","3.396","3.325","3.546","3.325","942.48K","2.29%"
"09/23/2012","3.320","2.900","3.330","2.814","568.59K","15.08%"
"09/16/2012","2.885","2.929","2.983","2.737","748.86K","-1.97%"
"09/09/2012","2.943","2.659","3.070","2.647","938.00K","9.73%"
"09/02/2012","2.682","2.806","2.888","2.666","550.43K","-4.18%"
"08/26/2012","2.799","2.768","2.808","2.575","453.92K","3.59%"
"08/19/2012","2.702","2.715","2.877","2.682","714.89K","-0.63%"
"08/12/2012","2.719","2.770","2.848","2.685","709.33K","-1.84%"
"08/05/2012","2.770","2.841","3.120","2.760","941.11K","-3.72%"
"07/29/2012","2.877","3.030","3.277","2.840","828.02K","-4.42%"
"07/22/2012","3.010","3.083","3.196","2.990","429.79K","-2.30%"
"07/15/2012","3.081","2.875","3.096","2.720","739.28K","7.20%"
"07/08/2012","2.874","2.781","2.920","2.718","691.62K","3.53%"
"07/01/2012","2.776","2.804","3.060","2.742","519.35K","-1.70%"
"06/24/2012","2.824","2.660","2.946","2.644","525.77K","7.58%"
"06/17/2012","2.625","2.467","2.679","2.459","799.28K","6.40%"
"06/10/2012","2.467","2.262","2.557","2.168","864.62K","7.31%"
"06/03/2012","2.299","2.330","2.487","2.231","757.88K","-1.16%"
"05/27/2012","2.326","2.547","2.560","2.313","511.92K","-9.42%"
"05/20/2012","2.568","2.722","2.750","2.523","676.18K","-6.35%"
"05/13/2012","2.742","2.493","2.759","2.387","760.34K","9.29%"
"05/06/2012","2.509","2.277","2.531","2.273","756.38K","10.09%"
"04/29/2012","2.279","2.190","2.385","2.150","777.17K","4.25%"
"04/22/2012","2.186","1.937","2.198","1.921","405.69K","13.44%"
"04/15/2012","1.927","1.986","2.030","1.902","556.26K","-2.73%"
"04/08/2012","1.981","2.103","2.126","1.959","819.89K","-5.17%"
"04/01/2012","2.089","2.122","2.204","2.069","506.05K","-1.74%"
"03/25/2012","2.126","2.286","2.318","2.101","439.74K","-6.55%"
"03/18/2012","2.275","2.322","2.393","2.250","582.73K","-2.19%"
"03/11/2012","2.326","2.272","2.362","2.204","624.78K","0.09%"
"03/04/2012","2.324","2.401","2.441","2.235","567.45K","-6.44%"
"02/26/2012","2.484","2.523","2.625","2.436","546.17K","-2.59%"
"02/19/2012","2.550","2.659","2.695","2.512","447.81K","-4.99%"
"02/12/2012","2.684","2.448","2.733","2.395","926.17K","8.36%"
"02/05/2012","2.477","2.503","2.618","2.390","966.45K","-0.88%"
"01/29/2012","2.499","2.810","2.844","2.340","970.96K","-6.68%"
"01/22/2012","2.678","2.270","2.803","2.231","921.34K","14.30%"
"01/15/2012","2.343","2.569","2.587","2.283","620.01K","-12.25%"
"01/08/2012","2.670","3.011","3.045","2.621","686.18K","-12.80%"
"01/01/2012","3.062","2.969","3.123","2.936","518.35K","2.44%"
"12/25/2011","2.989","3.106","3.181","2.957","217.92K","-4.01%"
"12/18/2011","3.114","3.093","3.201","3.050","435.00K","-0.42%"
"12/11/2011","3.127","3.253","3.299","3.084","663.69K","-5.73%"
"12/04/2011","3.317","3.570","3.572","3.309","721.16K","-7.45%"
"11/27/2011","3.584","3.529","3.689","3.351","532.50K","1.19%"
"11/20/2011","3.542","3.329","3.549","3.285","377.93K","6.82%"
"11/13/2011","3.316","3.540","3.553","3.285","717.66K","-7.48%"
"11/06/2011","3.584","3.764","3.769","3.557","545.98K","-5.26%"
"10/30/2011","3.783","3.930","3.978","3.730","580.80K","-3.57%"
"10/23/2011","3.923","3.635","3.940","3.495","439.47K","8.10%"
"10/16/2011","3.629","3.730","3.777","3.532","699.15K","-2.00%"
"10/09/2011","3.703","3.486","3.743","3.446","883.35K","6.38%"
"10/02/2011","3.481","3.643","3.699","3.470","629.92K","-5.05%"
"09/25/2011","3.666","3.701","3.853","3.651","438.43K","-0.95%"
"09/18/2011","3.701","3.776","3.859","3.662","509.61K","-2.84%"
"09/11/2011","3.809","3.900","4.099","3.791","729.49K","-2.71%"
"09/04/2011","3.915","3.882","4.038","3.851","511.49K","1.11%"
"08/28/2011","3.872","3.925","4.130","3.780","523.73K","-1.50%"
"08/21/2011","3.931","3.893","4.048","3.853","501.80K","-0.23%"
"08/14/2011","3.940","4.012","4.062","3.843","554.88K","-2.96%"
"08/07/2011","4.060","3.911","4.143","3.855","668.46K","3.02%"
"07/31/2011","3.941","4.135","4.230","3.901","573.43K","-4.92%"
"07/24/2011","4.145","4.413","4.459","4.138","367.02K","-5.77%"
"07/17/2011","4.399","4.546","4.612","4.370","574.43K","-3.23%"
"07/10/2011","4.546","4.231","4.560","4.182","614.61K","8.11%"
"07/03/2011","4.205","4.313","4.411","4.064","471.34K","-2.46%"
"06/26/2011","4.311","4.228","4.422","4.176","395.77K","1.94%"
"06/19/2011","4.229","4.301","4.444","4.154","537.65K","-2.22%"
"06/12/2011","4.325","4.790","4.811","4.317","603.86K","-9.08%"
"06/05/2011","4.757","4.772","4.983","4.510","795.10K","1.06%"
"05/29/2011","4.707","4.560","4.859","4.525","588.31K","4.18%"
"05/22/2011","4.518","4.238","4.563","4.195","458.15K","6.81%"
"05/15/2011","4.230","4.253","4.339","4.077","550.47K","-0.38%"
"05/08/2011","4.246","4.250","4.297","4.109","559.58K","0.26%"
"05/01/2011","4.235","4.685","4.729","4.205","673.03K","-9.86%"
"04/24/2011","4.698","4.404","4.705","4.333","505.93K","6.48%"
"04/17/2011","4.412","4.210","4.428","4.087","528.30K","4.95%"
"04/10/2011","4.204","4.016","4.261","3.990","770.56K","4.03%"
"04/03/2011","4.041","4.334","4.364","4.014","721.82K","-7.36%"
"03/27/2011","4.362","4.425","4.480","4.197","532.27K","-0.93%"
"03/20/2011","4.403","4.168","4.432","4.116","568.98K","5.64%"
"03/13/2011","4.168","3.923","4.198","3.800","764.80K","7.17%"
"03/06/2011","3.889","3.792","3.964","3.731","687.34K","2.10%"
"02/27/2011","3.809","4.009","4.100","3.731","537.71K","-4.89%"
"02/20/2011","4.005","3.879","4.044","3.775","298.86K","3.33%"
"02/13/2011","3.876","3.899","3.997","3.825","564.90K","-0.87%"
"02/06/2011","3.910","4.260","4.274","3.895","920.48K","-9.28%"
"01/30/2011","4.310","4.323","4.496","4.287","615.63K","-0.30%"
"01/23/2011","4.323","4.802","4.879","4.252","380.60K","-8.72%"
"01/16/2011","4.736","4.494","4.777","4.387","594.66K","5.71%"
"01/09/2011","4.480","4.373","4.554","4.322","676.17K","1.31%"
"01/02/2011","4.422","4.492","4.707","4.327","722.67K","0.39%"
"12/26/2010","4.405","4.031","4.454","3.992","309.24K","7.89%"
"12/19/2010","4.083","4.052","4.250","3.988","368.56K","0.42%"
"12/12/2010","4.066","4.444","4.547","3.951","746.51K","-7.95%"
"12/05/2010","4.417","4.385","4.637","4.328","855.06K","1.56%"
"11/28/2010","4.349","4.398","4.487","4.126","574.99K","-1.14%"
"11/21/2010","4.399","4.162","4.482","4.115","250.16K","5.64%"
"11/14/2010","4.164","3.780","4.175","3.710","685.69K","9.61%"
"11/07/2010","3.799","3.954","4.249","3.794","733.98K","-3.51%"
"10/31/2010","3.937","4.031","4.187","3.743","590.74K","-2.50%"
"10/24/2010","4.038","3.292","4.075","3.212","458.74K","21.19%"
"10/17/2010","3.332","3.480","3.613","3.290","540.80K","-5.74%"
"10/10/2010","3.535","3.646","3.777","3.520","750.82K","-3.18%"
"10/03/2010","3.651","3.752","3.888","3.583","583.44K","-3.85%"
"09/26/2010","3.797","3.818","4.012","3.732","339.62K","-2.16%"
"09/19/2010","3.881","3.970","4.133","3.806","551.07K","-3.55%"
"09/12/2010","4.024","3.834","4.144","3.800","756.22K","3.63%"
"09/05/2010","3.883","3.933","3.939","3.703","435.35K","-1.42%"
"08/29/2010","3.939","3.746","3.946","3.693","507.82K","7.89%"
"08/22/2010","3.651","4.066","4.129","3.620","304.71K","-11.32%"
"08/15/2010","4.117","4.336","4.375","4.109","486.58K","-4.88%"
"08/08/2010","4.328","4.452","4.548","4.257","673.24K","-3.11%"
"08/01/2010","4.467","4.988","5.007","4.456","602.09K","-9.26%"
"07/25/2010","4.923","4.561","4.937","4.511","385.08K","7.49%"
"07/18/2010","4.580","4.531","4.719","4.454","555.04K","1.35%"
"07/11/2010","4.519","4.421","4.659","4.288","570.49K","2.66%"
"07/04/2010","4.402","4.660","4.900","4.339","407.32K","-6.08%"
"06/27/2010","4.687","4.829","4.923","4.477","440.13K","-3.58%"
"06/20/2010","4.861","5.044","5.182","4.691","476.74K","-2.72%"
"06/13/2010","4.997","4.861","5.196","4.861","634.48K","4.52%"
"06/06/2010","4.781","4.841","4.995","4.628","664.17K","-0.33%"
"05/30/2010","4.797","4.350","4.977","4.217","548.14K","10.50%"
"05/23/2010","4.341","4.037","4.399","3.986","317.92K","7.58%"
"05/16/2010","4.035","4.325","4.494","4.020","528.86K","-6.42%"
"05/09/2010","4.312","4.015","4.414","4.006","633.73K","7.40%"
"05/02/2010","4.015","3.935","4.086","3.855","420.55K","2.42%"
"04/25/2010","3.920","4.290","4.386","3.885","470.22K","-7.92%"
"04/18/2010","4.257","4.038","4.322","3.879","536.66K","5.40%"
"04/11/2010","4.039","4.093","4.269","3.936","770.09K","-0.76%"
"04/04/2010","4.070","4.096","4.334","3.857","619.35K","-0.39%"
"03/28/2010","4.086","3.866","4.157","3.810","315.92K","5.53%"
"03/21/2010","3.872","4.158","4.168","3.856","388.22K","-7.12%"
"03/14/2010","4.169","4.389","4.447","4.050","516.36K","-5.25%"
"03/07/2010","4.400","4.537","4.603","4.377","393.62K","-4.20%"
"02/28/2010","4.593","4.772","4.869","4.540","408.90K","-4.57%"
"02/21/2010","4.813","4.950","4.977","4.739","315.40K","-4.58%"
"02/14/2010","5.044","5.429","5.560","5.008","447.38K","-7.75%"
"02/07/2010","5.468","5.602","5.680","5.204","712.42K","-0.85%"
"01/31/2010","5.515","5.247","5.598","5.227","589.69K","7.48%"
"01/24/2010","5.131","5.821","5.854","5.060","356.89K","-11.82%"
"01/17/2010","5.819","5.640","5.869","5.444","442.21K","2.25%"
"01/10/2010","5.691","5.576","5.804","5.354","655.31K","-1.01%"
"01/03/2010","5.749","5.705","6.108","5.615","555.23K","3.18%"
"12/27/2009","5.572","5.752","6.035","5.505","195.20K","-1.26%"
"12/20/2009","5.643","5.798","5.929","5.531","285.10K","-2.40%"
"12/13/2009","5.782","5.235","5.926","5.191","653.26K","11.99%"
"12/06/2009","5.163","4.651","5.375","4.644","851.32K","12.58%"
"11/29/2009","4.586","5.184","5.192","4.432","553.81K","-11.67%"
"11/22/2009","5.192","4.507","5.290","4.361","315.74K","17.36%"
"11/15/2009","4.424","4.440","4.734","4.157","597.30K","0.73%"
"11/08/2009","4.392","4.605","4.690","4.287","625.32K","-4.42%"
"11/01/2009","4.595","5.034","5.115","4.555","479.06K","-8.92%"
"10/25/2009","5.045","4.735","5.271","4.230","376.72K","5.39%"
"10/18/2009","4.787","4.770","5.318","4.672","642.68K","0.13%"
"10/11/2009","4.781","4.781","4.972","4.355","765.87K","0.23%"
"10/04/2009","4.770","4.735","5.120","4.671","714.26K","1.10%"
"09/27/2009","4.718","3.965","4.975","3.662","595.90K","18.39%"
"09/20/2009","3.985","3.722","4.035","3.502","565.13K","5.48%"
"09/13/2009","3.778","2.956","3.900","2.911","928.81K","27.64%"
"09/06/2009","2.960","2.741","3.424","2.623","633.23K","8.50%"
"08/30/2009","2.728","3.003","3.084","2.409","550.53K","-10.06%"
"08/23/2009","3.033","2.790","3.220","2.692","342.93K","8.17%"
"08/16/2009","2.804","3.184","3.281","2.776","513.86K","-13.40%"
"08/09/2009","3.238","3.703","3.768","3.224","645.22K","-11.87%"
"08/02/2009","3.674","3.632","4.162","3.596","543.63K","0.57%"
"07/26/2009","3.653","3.666","3.769","3.296","327.18K","-1.14%"
"07/19/2009","3.695","3.700","3.904","3.516","484.80K","0.71%"
"07/12/2009","3.669","3.337","3.785","3.225","612.78K","8.78%"
"07/05/2009","3.373","3.640","3.685","3.337","396.64K","-6.69%"
"06/28/2009","3.615","4.049","4.090","3.606","328.84K","-8.46%"
"06/21/2009","3.949","4.040","4.105","3.717","350.25K","-2.06%"
"06/14/2009","4.032","3.859","4.387","3.825","571.06K","4.54%"
"06/07/2009","3.857","3.870","4.067","3.656","634.95K","-0.28%"
"05/31/2009","3.868","3.869","4.284","3.550","557.28K","0.86%"
"05/24/2009","3.835","3.480","4.104","3.388","334.28K","9.10%"
"05/17/2009","3.515","4.037","4.239","3.478","422.05K","-14.23%"
"05/10/2009","4.098","4.340","4.575","4.083","491.63K","-4.94%"
"05/03/2009","4.311","3.544","4.360","3.469","449.29K","21.57%"
"04/26/2009","3.546","3.268","3.591","3.155","277.16K","7.55%"
"04/19/2009","3.297","3.710","3.757","3.260","261.23K","-11.58%"
"04/12/2009","3.729","3.625","3.786","3.504","326.93K","3.30%"
"04/05/2009","3.610","3.801","3.860","3.531","204.67K","-5.02%"
"03/29/2009","3.801","3.760","3.904","3.629","252.00K","4.68%"
"03/22/2009","3.631","4.190","4.379","3.600","280.50K","-14.10%"
"03/15/2009","4.227","3.914","4.424","3.672","375.24K","7.50%"
"03/08/2009","3.932","3.882","4.040","3.759","329.87K","-0.33%"
"03/01/2009","3.945","4.274","4.380","3.917","390.17K","-6.03%"
"02/22/2009","4.198","4.075","4.296","3.916","279.77K","4.79%"
"02/15/2009","4.006","4.300","4.322","3.921","271.19K","-10.02%"
"02/08/2009","4.452","4.770","4.880","4.380","408.72K","-6.74%"
"02/01/2009","4.774","4.315","4.837","4.280","351.62K","8.08%"
"01/25/2009","4.417","4.440","4.665","4.359","231.66K","-2.24%"
"01/18/2009","4.518","4.729","4.859","4.432","207.94K","-5.89%"
"01/11/2009","4.801","5.547","5.634","4.742","288.75K","-12.96%"
"01/04/2009","5.516","5.930","6.240","5.423","271.44K","-7.62%"
"12/28/2008","5.971","5.909","6.180","5.477","118.91K","2.49%"
"12/21/2008","5.826","5.270","5.940","5.210","137.06K","9.22%"
"12/14/2008","5.334","5.594","5.855","5.267","261.17K","-2.81%"
"12/07/2008","5.488","5.708","5.792","5.458","319.08K","-4.42%"
"11/30/2008","5.742","6.550","6.685","5.712","300.67K","-11.80%"
"11/23/2008","6.510","6.672","6.978","6.255","193.23K","0.46%"
"11/16/2008","6.480","6.361","6.825","6.201","308.22K","2.66%"
"11/09/2008","6.312","6.887","7.308","6.054","387.43K","-6.59%"
"11/02/2008","6.757","6.693","7.360","6.512","322.12K","-0.38%"
